question_id,prompt,majority_answer,answer_counts,correct_answer,num_valid_probes,num_failed_probes,entropy,raw_responses,extraction_patterns
206,"Question: Traders in major financial institutions use the Black-Scholes formula in a backward fashion to infer other traders' estimation of $\sigma$ from option prices. In fact, traders frequently quote sigmas to each other, rather than prices, to arrange trades. Suppose a call option on a stock that pays no dividend for 6 months has a strike price of $35, a premium of $2.15, and time to maturity of 7 weeks. The current short-term T-bill rate is 7%, and the price of the underlying stock is $36.12. What is the implied volatility of the underlying security?

(A) 0.275
(B) 0.225
(C) 0.165
(D) 0.195
(E) 0.210
(F) 0.350
(G) 0.300
(H) 0.180
(I) 0.320
(J) 0.251

Answer with one letter.",J,"{'J': 7, 'G': 2, 'D': 1}",0.251,10,0,1.1567796494470395,"['J', 'J', 'G', 'J', 'J', 'G', 'J', 'J', 'J', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4775,"Question: This question refers to the following information.
Seizing me, he led me down to the House of Darkness…
To the house where those who enter do not come out,
Along the road of no return,
To the house where those who dwell, do without light,
Where dirt is their drink, their food is of clay…
Where light cannot be seen. They dwell in the dark,
And upon the door and bolt, there lies dust.
from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.
Truth is good and its worth is lasting.
It has not been disturbed since the day of its creator,
Whereas he who transgresses its ordinances is punished.
It lies as a path in front of even him who knows nothing.
Wrongdoing has never yet brought its venture to port…
Those whom the gods guide cannot lose themselves.
Those to whom they forbid passage will not be able to cross the river of life.
from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.
The above texts are best understood in the context of which of the following?

(A) The use of religion to enforce legal norms
(B) The use of religion to dictate artistic expressions
(C) The use of religion to justify gender relations
(D) The use of religion to structure economic transactions
(E) The use of religion to ponder conceptions of the afterlife
(F) The use of religion to explain social hierarchy
(G) The use of religion to legitimize political power
(H) The use of religion to establish educational systems
(I) The use of religion to justify military conquests

Answer with one letter.",E,{'E': 10},The use of religion to ponder conceptions of the afterlife,10,0,-0.0,"['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2920,"Question: Which of the following would most likely describe the fate of a vesicle formed as a result of phagocytosis?

(A) The vesicle remains intact and floats freely in the cytoplasm.
(B) The vesicle merges with a Golgi apparatus.
(C) The vesicle merges with a mitochondrion.
(D) The vesicle fuses with the cell membrane and its contents are expelled out of the cell.
(E) The vesicle breaks down on its own without merging with any other organelle.
(F) The vesicle merges with a lysosome.
(G) The vesicle releases its contents to the cytoplasm to be digested.
(H) The vesicle is absorbed by the endoplasmic reticulum.
(I) The vesicle is shuttled to the nucleus, and its contents become part of the nucleolus.
(J) The vesicle merges with a peroxisome.

Answer with one letter.",F,{'F': 10},The vesicle merges with a lysosome.,10,0,-0.0,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1301,"Question: A developer wished to build an apartment house in a local city. He raised $1 million from various sources to fund the project. After searching for a vacant lot that would be sufficient for development, the developer concluded that there was not a suitable vacant lot available. Reluctantly, the developer concluded that he would have to purchase a developed lot, have the existing structures removed, and then build the apartment house. The developer was reluctant to do this, because he had not budgeted for the additional cost of buying a developed property and removing the development. After a search for an appropriate parcel, the developer purchased a large lot, developed with a single-story residential home, for $200,000. He then spent $50,000 having the residential home removed from the lot. Knowing that it would cost approximately $850,000 to build the apartment house, the developer realized he would need to raise another $100,000. He approached an investor about lending him $100,000. The investor was apprehensive about the project because the developer had not yet lined up a construction firm to build the apartment house. As a result, the parties signed the following written agreement:""The investor promises to lend to the developer $100,000 at 5 percent interest within 30 days, provided the developer contracts with a construction company to build the apartment house for no more than $850,000. Loan to be repaid at the rate of $1,000 per month, starting one month after the completion of the apartment house. The loan is to be secured by a mortgage on the property. ""The developer then contracted with a construction company to build the apartment for $800,000. After the contract was signed and construction had begun, the developer asked the investor when he would be receiving the $100,000 the investor promised to lend him. The investor replied, ""I've changed my mind. I think this is too risky an investment. I'm not going to lend you the money. ""In an appropriate action to secure specific performance of the investor's promise to lend him the $100,000, the developer will

(A) win, because there is a memorandum that satisfies the Statute of Frauds.
(B) win, because land is unique, making the legal remedy inadequate.
(C) lose, because the developer's only remedy is for damages.
(D) lose, because the developer cannot show detrimental reliance.

Answer with one letter.",C,"{'C': 9, 'B': 1}","lose, because the developer's only remedy is for damages.",10,0,0.4689955935892812,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1281,"Question: One evening, a defendant set fire to an occupied house. As a result of the blaze, the homeowner's daughter was killed. The defendant was charged with felony murder on the first count and arson on the second count of the two-count indictment. The jury found the defendant guilty on the first count, but returned a not guilty verdict on the second count. The defendant's attorney's motion to set aside the guilty verdict on the felony murder charge will be

(A) denied, because the jury's decision in a criminal trial is final.
(B) denied, because the verdicts do not amount to a reversible error.
(C) denied, because the defendant can be found guilty of felony murder without being found guilty of arson.
(D) granted, because the verdicts are contradictory and thus nullify each other.
(E) denied, because the felony murder charge stands independent of the arson charge.
(F) granted, because the guilty verdict is plain error that adversely affects the defendant's constitutional rights.
(G) granted, because the verdicts are legally inconsistent and should lead to an acquittal of both charges.
(H) granted, because the defendant was not proven guilty beyond a reasonable doubt.
(I) granted, as the defendant's attorney presented new evidence that could potentially change the verdict.
(J) denied, because the defendant's proper remedy is to seek an appellate review for a non-constitutional error.

Answer with one letter.",B,{'B': 10},"granted, because the verdicts are legally inconsistent and should lead to an acquittal of both charges.",10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2328,"Question: If a test has a standard error of measurement of 15 points, itis correct to conclude that

(A) about 85% of the observed scores for the test population lie within 15 points of the mean score
(B) differences of up to 15 points represent the same true score
(C) about 68% of the individuals with a given cure score will have observed scores within 15 points of the true score
(D) about 68% of the observed scores for the test population lie within 15 points of the mean score
(E) about 68% of the observed scores for the test population lie within 30 points of the mean score
(F) about 68% of the observed scores will lie between 15 points below and above the true score
(G) about 32% of the individuals with a given cure score will have observed scores within 15 points of the true score
(H) about 15% of the individuals with a given score will have observed scores within 15 points of the true score
(I) differences of up to 30 points represent the same true score
(J) about 15% of the scores are in error (i.e., they are not measuring the trait reliably)

Answer with one letter.",C,{'C': 10},about 68% of the individuals with a given cure score will have observed scores within 15 points of the true score,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2475,"Question: What methods are generally viewed as helpful in reducing prejudice?

(A) Implementing a quota system in all sectors of society
(B) Use of subliminal messaging to alter beliefs
(C) Providing information contrary to beliefs, equal-status contact, and interdependence
(D) Promoting segregation to reduce intergroup conflict
(E) Encouraging individuals to avoid discussing or acknowledging differences
(F) Direct confrontation of prejudiced beliefs
(G) Strict enforcement of penalties for prejudiced behavior
(H) Public information campaigns
(I) Mandatory diversity training for all citizens
(J) Forcing desegregation and busing

Answer with one letter.",C,{'C': 10},"Providing information contrary to beliefs, equal-status contact, and interdependence",10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9310,"Question: A stone is thrown vertically upward with an initial speed of 5 m/s. What is the velocity of the stone 3 seconds later?

(A) 25 m/s, downward
(B) 35 m/s, downward
(C) 30 m/s, downward
(D) 5 m/s, downward
(E) 5 m/s, upward
(F) 30 m/s, upward
(G) 15 m/s, upward
(H) 25 m/s, upward
(I) 35 m/s, upward
(J) 15 m/s, downward

Answer with one letter.",A,{'A': 10},"25 m/s, downward",10,0,-0.0,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4080,"Question: The molar heat of vaporization of water is +43.9 kJ. What is the entropy change for the vaporization of water?

(A) 16.2 J mol-1 K-1
(B) 2.78 J mol-1 K-1
(C) 22.1 J mol-1 K-1
(D) 35.0 J mol-1 K-1
(E) 8.49 J mol-1 K-1
(F) 5.67 J mol-1 K-1
(G) 4.184 J mol-1 K-1
(H) 118 J mol-1 K-1
(I) 10.5 J mol-1 K-1
(J) 50.0 J mol-1 K-1

Answer with one letter.",H,{'H': 10},118 J mol-1 K-1,10,0,-0.0,"['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7895,"Question: Find the generator for the finite field Z_11.

(A) 2
(B) 5
(C) 10
(D) 6
(E) 4
(F) 3
(G) 8
(H) 7
(I) 1
(J) 9

Answer with one letter.",A,"{'G': 1, 'A': 9}",2,10,0,0.4689955935892812,"['G', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3584,"Question: At standard conditions, it is found that 28.0 g of carbon monoxide occupies 22.4 l. What is the density of carbon monoxide at 20°C and 600 torr?

(A) 1.96 g/l
(B) 1.00 g/l
(C) 0.789 g/l
(D) 1.25 g/l
(E) 0.50 g/l
(F) 2.225 g/l
(G) 1.482 g/l
(H) .9198 g/l
(I) 0.625 g/l
(J) 0.345 g/l

Answer with one letter.",H,{'H': 10},.9198 g/l,10,0,-0.0,"['H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3975,"Question: At 1308° K 1 mole of ruthenium changes from the \beta (beta) to the \alpha solid state. \DeltaH for the transition = - 34 cal mol^-1. Calculate the entropy changes if the surrounding cooling bath is at STP.

(A) 0.34(J / °K)
(B) 0.29(J / °K)
(C) 0.41(J / °K)
(D) 0.25(J / °K)

Answer with one letter.",B,"{'A': 1, 'B': 9}",0.41(J / °K),10,0,0.4689955935892812,"['A', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4971,"Question: The Aztec Empire was based on the systematic expansion of:

(A) a vast network of roads and trade routes.
(B) the expansion and control of waterways for transportation and irrigation.
(C) the cultivation and trade of cacao and maize.
(D) religious beliefs that required extensive and escalating human sacrifice.
(E) tribute in the form of gold, jade, feathers, cloth, and jewels.
(F) the establishment of colonies in unexplored territories.
(G) ceramic production, a distinctive architectural style, and artistic expression.
(H) farming techniques such as terracing and irrigation.
(I) a strict caste system that promoted social stratification.
(J) oppressive social and religious control based on military conquest.

Answer with one letter.",J,{'J': 10},"tribute in the form of gold, jade, feathers, cloth, and jewels.",10,0,-0.0,"['J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4736,"Question: The fact that early excavators of Teotihuacán mistook ordinary housing compounds for palaces suggests:

(A) the society was a theocracy, ruled by high priests.
(B) commoners took over the residences of the elite.
(C) the city was a democracy, ruled by common farmers and artisans.
(D) the general standard of living was high.
(E) the elite lived in ordinary housing compounds to blend in with the commoners.
(F) the housing compounds were built with materials typically used for palaces.
(G) the city's economic system was based on wealth distribution.
(H) the city was abandoned and later occupied by a different civilization.
(I) the society was mostly egalitarian, with almost no social stratification.
(J) the excavators were inexperienced in identifying historical structures.

Answer with one letter.",D,{'D': 10},the general standard of living was high.,10,0,-0.0,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
10508,"Question: Let x = 1. What is x << 3 in Python 3?

(A) 16
(B) 4
(C) 8
(D) 5
(E) 10
(F) 2
(G) 12
(H) 3
(I) 1
(J) 6

Answer with one letter.",C,{'C': 10},8,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6246,"Question: A 15-year-old girl is brought to the physician 3 months after she had a blood pressure of 150/95 mm Hg at a routine examination prior to participation in school sports. She is asymptomatic and has no history of serious illness. Twelve months ago, she was diagnosed with a urinary tract infection and treated with oral trimethoprim-sulfamethoxazole. She currently takes no medications. Subsequent blood pressure measurements on three separate occasions since the last visit have been: 155/94 mm Hg, 145/90 mm Hg, and 150/92 mm Hg. She is at the 50th percentile for height and 95th percentile for weight. Her blood pressure today is 150/90 mm Hg confirmed by a second measurement, pulse is 80/min, and respirations are 12/min. Examination shows no other abnormalities. Her hematocrit is 40%. Urinalysis is within normal limits. Cardiac and renal ultrasonography shows no abnormalities. Which of the following is the most appropriate next step in management?

(A) Measurement of serum potassium levels
(B) Measurement of urine corticosteroid concentrations
(C) Exercise and weight reduction program
(D) Captopril therapy
(E) Initiate diuretic therapy
(F) Referral for psychiatric evaluation
(G) Initiate calcium channel blocker therapy
(H) Measurement of urine catecholamine concentrations
(I) Measurement of plasma renin activity
(J) Initiate beta-blocker therapy

Answer with one letter.",C,{'C': 10},Exercise and weight reduction program,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4319,"Question: The helium content of the atmosphere at sea level is about 5 × 10^-4 mol %. A round 100-cm^3 Pyrex flask with wall thickness of 0.7 mm is evacuated to 10^-12atmand sealed; calculate the pressure in the flask at the end of one month due to inward diffusion of helium. At 20°C the permeability of Pyrex glass to helium is given as 4.9 × 10^-13 cm^3 s^-1 per millimeter thickness and permillibar(m bar) partial pressure difference.

(A) 2.08 × 10^-5 m bar
(B) 6.28 × 10^-7 m bar
(C) 1.04 × 10^-6 m bar
(D) 3.12 × 10^-4 m bar
(E) 8.16 × 10^-6 m bar
(F) 1.04 × 10^-4 m bar
(G) 1.04 × 10^-5 m bar
(H) 9.87 × 10^-5 m bar
(I) 1.04 × 10^-7 m bar
(J) 5.20 × 10^-6 m bar

Answer with one letter.",G,"{'G': 6, 'F': 1, 'D': 1, 'E': 1, 'H': 1}",1.04 × 10^-5 m bar,10,0,1.7709505944546686,"['G', 'G', 'F', 'D', 'E', 'G', 'H', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1050,"Question: Which of the following is the strongest argument against ethical relativism's hostility to human rights?

(A) Cognitivism.
(B) Social Contract Theory
(C) Utilitarianism
(D) Empiricism
(E) Nihilism
(F) Positivism.
(G) Rationalism
(H) Communitarianism.
(I) Existentialism
(J) Deontological Ethics

Answer with one letter.",J,{'J': 10},Cognitivism.,10,0,-0.0,"['J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J', 'J']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5260,"Question: Ace Co. issued 1000 shares of its $10 par value common stock for $15 per share in cash. How should this transaction be reported in Ace's statement of cash flows for the year of issuance?

(A) $15000 cash inflow from operating activities.
(B) $10000 cash inflow from financing activities and $5000 cash outflow from investing activities.
(C) $15000 cash inflow from financing activities.
(D) No impact on cash flows as it is a non-cash transaction.
(E) $15000 cash flow from investing activities.
(F) $15000 cash outflow from financing activities.
(G) $10000 cash flow from investing activities and $5000 adjustment to arrive at cash flows from operating activities.
(H) $10000 cash inflow from financing activities and $5000 adjustment to arrive at cash flows from operating activities.
(I) $10000 cash outflow from investing activities and $5000 adjustment to arrive at cash flows from financing activities.
(J) $5000 cash inflow from financing activities and $10000 adjustment to arrive at cash flows from operating activities.

Answer with one letter.",C,{'C': 10},$15000 cash inflow from financing activities.,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3722,"Question: Argon can be liquefied at low temperature because of

(A) its atomic structure
(B) covalent bonding
(C) instantaneous and induced dipoles
(D) metallic bonding
(E) dipole-dipole attractive forces
(F) strong ionic bonds
(G) the very low temperature
(H) hydrogen bonding
(I) presence of free electrons
(J) high pressure conditions

Answer with one letter.",C,{'C': 10},instantaneous and induced dipoles,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
8626,"Question: Compute the real integral $I=\int_{-\infty}^{\infty} 1/(x^2 + 1)^2 dx$.

(A) 6.28
(B) 5.55
(C) 3.67
(D) 2.78
(E) 3.14
(F) 2.46
(G) 1.57
(H) 4.67
(I) 1.23
(J) 0.78

Answer with one letter.",G,{'G': 10},1.57,10,0,-0.0,"['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6019,"Question: An example of a discontinuous change over the adult years is the change in

(A) Personality
(B) Skin elasticity
(C) Physical strength
(D) Male hormone levels
(E) Hair color
(F) Working memory
(G) Female hormone levels
(H) Male sexuality
(I) Vision acuity
(J) Sleep patterns

Answer with one letter.",G,{'G': 10},Female hormone levels,10,0,-0.0,"['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1521,"Question: A defendant, a nurse at a nursing home, is charged with murdering a resident at the home by adding an allegedly lethal substance to the resident's food. At trial, to prove that the substance added to the resident's food could result in death, the prosecutor, without first calling any witnesses, offers to read into evidence several pages from a standard medical treatise that support the prosecution's claim that the substance the defendant added to the food is lethal. Is the evidence offered admissible?

(A) Yes, because the lethal nature of the substance is relevant to the defendant's state of mind and intent.
(B) No, because the treatise must be confirmed by an expert in the field before being admissible.
(C) Yes, because the treatise is a public document and therefore exempt from the hearsay rule.
(D) No, because the treatise itself must be introduced as an exhibit.
(E) Yes, because the prosecutor is allowed to introduce evidence without calling witnesses.
(F) No, because the treatise excerpts are considered hearsay and do not qualify for an exception.
(G) Yes, although hearsay, under the learned treatise exception to the hearsay rule.
(H) Yes, because the prosecution is merely providing evidence that supports their claim.
(I) No, because the treatise excerpts were not offered during the examination of a qualified expert.
(J) No, because the substance's lethal nature is not relevant to the case.

Answer with one letter.",I,{'I': 10},"No, because the treatise excerpts were not offered during the examination of a qualified expert.",10,0,-0.0,"['I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
992,"Question: A suspected drug dealer was arrested after selling three grams of cocaine to undercover police agents. He was subsequently convicted in state court of possession with intent to distribute narcotics. Following his conviction, the drug dealer was sentenced to a prison term of 10 years. After being sentenced, the drug dealer's attorney appealed the conviction, citing jury misconduct. While his appeal was pending, the drug dealer was then indicted by both a federal and a state grand jury for conspiracy to distribute the same cocaine. The drug dealer's attorney filed motions to dismiss each of the new indictments on the grounds that they violate double jeopardy. In all likelihood, double jeopardy requires the dismissal of 

(A) the state indictment, if the federal court conviction is upheld.
(B) the state indictment, but not the federal indictment.
(C) the federal indictment, if the state indictment is dismissed.
(D) both indictments, if the appeal is unsuccessful.
(E) the federal indictment, but not the state indictment.
(F) the federal indictment, if the state court conviction is upheld.
(G) both indictments, if the appeal is successful.
(H) neither of the indictments.
(I) the state indictment, if the federal indictment is dismissed.
(J) both indictments.

Answer with one letter.",B,{'B': 10},neither of the indictments.,10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9543,"Question: Any atom that emits an alpha particle or beta particle

(A) changes its atomic number but remains the same element.
(B) becomes an atom of a different element always.
(C) remains the same element and isotope.
(D) becomes a different element with the same atomic mass.
(E) becomes an atom of a different element sometimes.
(F) decreases its mass.
(G) becomes an ion of the same element.
(H) may become an atom of a different element.
(I) becomes a different isotope of the same element.
(J) increases its mass.

Answer with one letter.",B,{'B': 10},becomes an atom of a different element always.,10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
453,"Question: Firestone's Clothing Store had an August 1 inventory of $2,300. During August, new merchandise purchases totaled $1,125,and sales were $3,485. If the margin on sales was 18%, estimate the final inventory on August 31.

(A) $800.00
(B) $567.30
(C) $1,500.00
(D) $627.30
(E) $940.00
(F) $2,000.00
(G) $1,938.00
(H) $2,857.70
(I) $1,725.00
(J) $3,485

Answer with one letter.",D,"{'E': 2, 'D': 7, 'B': 1}",$567.30,10,0,1.1567796494470395,"['E', 'D', 'D', 'D', 'D', 'D', 'E', 'B', 'D', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
290,"Question: On October 17, Thomas Long purchased two $1,000 bonds, bearing 6% interest payable January 1 and July 1, at 98. Find his total cost, and the net proceeds to the seller. Assume a brokerage fee of $5 per bond.

(A) $2,006 and $1,996
(B) $1,990 and $1,970
(C) $2,015 and $1,995
(D) $2,006 and $1,986
(E) $2,020 and $2,000
(F) $2,010 and $1,980
(G) $1,960 and $1,986
(H) $2,000 and $1,970
(I) $1,995 and $1,975
(J) $1,980 and $1,960

Answer with one letter.",D,{'D': 10},"$2,006 and $1,986",10,0,-0.0,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3533,"Question: An ideal solution is a

(A) mixture where the solvents cannot be dissolved in any ratio
(B) mixture that reacts violently when combined
(C) mixture where the solvents repel each other
(D) mixture where the potential energy of the mixture is the same as that of the individual solvents
(E) mixture that changes color when combined
(F) mixture that decreases the potential energy when combined
(G) mixture that increases the potential energy when combined
(H) mixture that is colorless
(I) mixture that has the same physical properties as the individual solvents

Answer with one letter.",D,{'D': 10},mixture where the potential energy of the mixture is the same as that of the individual solvents,10,0,-0.0,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2227,"Question: The primary research method used by developmental psychologists is

(A) psychoanalysis
(B) self-report inventories
(C) longitudinal research
(D) naturalistic observation
(E) experimental method
(F) experimentation
(G) correlational research
(H) survey research
(I) cross-sectional research
(J) case study

Answer with one letter.",C,{'C': 10},cross-sectional research,10,0,-0.0,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7434,"Question: An externality

(A) results in a deficit of goods in the market
(B) results in a surplus of goods in the market
(C) exists when the equilibrium price is exactly equal to the market price
(D) exists when markets cannot reach equilibrium
(E) causes the equilibrium price to be artificially low
(F) causes the equilibrium price to be artificially high
(G) results in an equilibrium that does not maximize the total benefit to society
(H) causes a shift in the demand curve to the left
(I) causes the equilibrium quantity to exceed the market quantity
(J) causes a shift in the supply curve to the right

Answer with one letter.",G,{'G': 10},results in an equilibrium that does not maximize the total benefit to society,10,0,-0.0,"['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9203,"Question: A 1-kg object is released from rest at the top of a rough-surfaced incline. The object slides without rotating to the bottom of the incline. The object’s kinetic energy at the bottom must be

(A) Equal to the block’s gravitational potential energy when it was released, because total mechanical energy must be conserved.
(B) Equal to zero, because the object loses all its energy due to the roughness of the incline.
(C) Less than the block’s gravitational potential energy when it was released, because the work done by the friction force must be greater than the block’s gain in kinetic energy.
(D) Greater than the block’s gravitational potential energy when it was released, because the object gains energy from the friction on the rough incline.
(E) Greater than the block’s gravitational potential energy when it was released, because the kinetic energy increases as the object slides down the incline.
(F) Less than the block’s gravitational potential energy when it was released, because the gravitational potential energy was converted both to thermal energy and to kinetic energy.
(G) Equal to the block’s gravitational potential energy when it was released, because the object does not lose any energy while sliding down.
(H) Less than the block’s gravitational potential energy when it was released, because the object loses energy due to the air resistance.
(I) More than the block’s gravitational potential energy when it was released, because the object gains speed while sliding down.
(J) Equal to the block’s gravitational potential energy when it was released, because the gain in kinetic energy compensates for the mechanical energy lost to thermal energy on the rough incline.

Answer with one letter.",F,{'F': 10},"Less than the block’s gravitational potential energy when it was released, because the gravitational potential energy was converted both to thermal energy and to kinetic energy.",10,0,-0.0,"['F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
9346,"Question: In an experiment with a stellar interferometer, the fringes from the star Betelgeuse had zero visibility for a wave-length in the middle of the visible spectrum for a separa-tion of the mirrors of 3m. Estimate the angle subtended by Betelgeuse in arc seconds.

(A) 0.046 second of arc
(B) 0.040 second of arc
(C) 0.058 second of arc
(D) 0.093 second of arc
(E) 0.030 second of arc
(F) 0.034 second of arc
(G) 0.072 second of arc
(H) 0.052 second of arc
(I) 0.085 second of arc
(J) 0.065 second of arc

Answer with one letter.",A,"{'A': 9, 'B': 1}",0.046 second of arc,10,0,0.4689955935892812,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3982,"Question: Each resonance form of the nitrate ion, NO3-, has how many sigma and how many pi bonds?

(A) 4 sigma and 1 pi
(B) 3 sigma and 1 pi
(C) 0 sigma and 4 pi
(D) 3 sigma and 2 pi
(E) 2 sigma and 1 pi
(F) 1 sigma and 1 pi
(G) 2 sigma and 2 pi
(H) 4 sigma and 0 pi
(I) 1 sigma and 2 pi
(J) 1 sigma and 3 pi

Answer with one letter.",B,{'B': 10},3 sigma and 1 pi,10,0,-0.0,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7956,"Question: (i + 1)(5 – 5i)(5 + 5i) =

(A) 50 – 50i
(B) 75 - 75i
(C) 50 + 50i
(D) 25 + 25i
(E) 50 - 25i
(F) 50 + 25i
(G) 100 - 100i
(H) 100 + 100i
(I) 75 + 75i
(J) 25 – 25i

Answer with one letter.",A,"{'H': 2, 'A': 4, 'G': 4}",50 + 50i,10,0,1.5219280948873621,"['H', 'A', 'A', 'A', 'H', 'A', 'G', 'G', 'G', 'G']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
