essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
3323,2,"It seems as if inappropriate materials are found everywhere in today's world.  In magazines, in books, in the lyrics of music, the possibilities of where to sneak in offensive references are endless, and they certainly pop up everywhere these days.  But should your resources of where you find these materials be limited due to other people's morals or values?  I disagree with this act, and I would like to tell you why I do.     All of us have different morals, values, and sences of what is right and what is wrong; everyone's are different.  Maybe it's your religion or culture that keep you from these materials.  But why should your values and beliefs dictate what another person can or cannot get from their library?  I know I don't just speak for myself when I say I would be very annoyed if I couldn't get the books or materials I wanted or needed just because the person next to me doesn't agree with what is being found through researching it.  I do believe certain things should be seperated from other parts of the libraries.  For example, books that would be found offensive to children should be kept away from where children can pick out things in a library.  That is completely understandable.  But when things are being removed because certain peolpe don't agree with them or find them offensive, that is when things are going too far.  This nation was built on the grounds of freedom for what you believe in.  So why should we force others to believe something we think?  Just because I find something offensive, doesn't mean the person next to me does, which is completely fine with me.  That is his or her own personal opinion, and what I believe should not keep him or her from learning about the things they would like to.  One way to fix this problem would be to seperate things that could possibly be found offensive into another section of the library and to put out a sign or paper saying what exactly can be found in that section.     In conclusion, no, I do not think libraries should be censored.  I know I could walk into my local library and find things I found offensive right now, but I would not want my own opinion to effect someone else's viewing of that material.  People should think about one another once in a while and not be so stuck on what they personally believe.  The world is an opinionated place, if it were not we would have nothing.  A library can be filled with usful materials, so the focus should be on what you can find in a library to help you, not on what is in the library that you do not want to see.  If you find something offensive, simply stay away from it, but don't try to take it away from the rest of the world.",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,498,0.6,C
3327,2,"BOOKSDear @PERSON1,@CAPS1 @CAPS2 staring to tell you about the books in the libraries that some adults find offensive so for the kids. These books should be taken away so kids won't read them, second part is adults should protest so the libraries could get does maganzines away or etc, and my last thing is @CAPS4 do libraries get these books and let kids take them so they could read them.The first example @CAPS2 giving is I founded some books and other things that I search being offensive for kids. And the libraries letting kids read them without an I.D because they are for adults reading sections. These books need to be away so kids won't read offensive things or trying to them. They should pbs books so under age children could read and so parents don't have to be worry about there kids what they are reading in there free time.The second example is parents should protest so books or other etc things could be rid of. Parents need to protest so any thing they find offensive should get off of the shelve. Or another thing is they will have to make a list of what books are offensive and let only adults read them by having an I.D and could sound a little better so books or etc don't get rid of the books.The last example is @CAPS4 do libraries let kids take them home and read them.They should what kids need to read like educational books for school or for other things. Adults need to see what there kids read this days. Kids need to understand what books are good for them from there age and otherwise their brain will start confusing them at their age.The conclusion is that libraries need to make something up so children don't read these kind of books that the only thing will do is mess up with there brain and then there parents will need to pay so their children could take therapy and others kids so their brain could be better. So please libraries do something so parents don't need to worry about what there kids read these days. Like for me I won't like my kid read offensive things because they will start doin the same things so libraries do something about these on offensive things.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,401,0.4,D
3337,2,"Katherine Paterson, a well-known author, presents an idea with which I strongly agree.  She states, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf--that work I abhor--then you also have exactly the same right and so does everyone else.  And then we have no books left on the shelf left for any of us.'  If everyone has the right to remove certain books that they find inappropriate, there @MONTH1 not be anything left for people to read.     Although it is a good thing for parents to have a voice and stand up for what they believe, books should not be banned.  Many people have different views on what is right and wrong.  Some @MONTH1 suggest that a certain book is obscene, while others @MONTH1 be offended by a different book.  If every parent had the right to get a book banned, there @MONTH1 come a time when no books meet the approval of the parent.     Some of these books present great learning opportunities to students.  Books often allow students to think in different, new ways.  They can learn from a new point of view.  Often times, a student can look at his or her own morals and values, which is a good thing.  If a teacher finds a book which they think is appropriate, parents should respect the decision of this teacher.  They @MONTH1 suggest another reading, or offer other ideas, but to go as far as getting the book completely removed is not right.     While removing books for reading @MONTH1 be going to far, things such as movies could go the other direction.  Personally, my parents would be horrified to see grotesque, inappropriate movies set out in broad daylight where everyone can look at them.  I think that this difference between books and movies is a simple thing: Books do not normally have an inappropriate cover, while bad movies often do.  Because of this, even the people who do not wish to view the movie are often forced to see images which they find disturbing.  If one was to walk past a book they did not intend to read, they do not have to be apalled at the cover as they pass.     Although parents care about the things their children read, books should not be banned.  Although other things @MONTH1 have affects on youth, books are a different story.  They allow one's self to dive deep into thought, to make observations, and to form opinions.  They are a key to growing, learning, and discovering.",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,447,0.6,C
3339,2,"There are so many books and magazines, music, and movies to be discovered in this world. Some are funny, sad, wierd, scary, etc. And then there are some that are questionable to others on wheather it was even nessecary to even put the the material on the shelf of a library in the first place. I for one am not one of those people who would question a book, magazine, movie or music. I believe that everyone's voice needs to be heard somehow and if we all take a voice away that we do not like, then we will lose a lot of voices.     We are all entitled to our own opinion. When it comes to some things some are more opinionated than other, but in the end we all have something that we feel strongly about. There are some people who want to express their feelings with the whole world with people that understand and agree with what they feel. If we take that away from people, then how will we all connect? Some things @MONTH1 come across as offensive to others, but who has the right to say that something should not be shared with the rest of the world. I have observed that when people have the same interests in things like music, books, or movies then it gives people a way to come together and talk about something. I have witnessed at concerts everybody seems to connect because we are all there for the same reason, to see the band or person that we all like to listen to. Everybodys different and likes to have their own personal preference on something. Like Katherine Paterson once said, 'But if I have the right to remove that book from the shelf-that work I abhor-then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' I think she was trying to say that if we all take a book off the shelf that we do not think should be on there, then there is going to be nothing left for anybody to read. Then what will we do?      Theres such a variety of materials that are needed to be discovered wheather it is a book, music, or movie everyone has their own special type that they enjoy. I do not think that censorship is a good idea for any sort of material on a shelf. Theses materials are what keep people connected with each other. I think it is very important to not censor anything because it does not just give the writer a voice, it give a voice for the people that agree with the material of the book, movie, or music",4,4,,4,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,463,0.6,C
3341,2,"Libraries should have whatever they want in the library. Everyone has their on thoughts on things. If you don't like what they have on there shelfs then don't go there any more or pick up something you like. Everyone is different so you can't just take offensive stuff off the shelves, it might be offensive to one person, but not to someone else.      Materials, such as book, music, movies, magazines you can't just start taking stuff of the shelves just because there offensived you. The only way I would say take books or magazines off the shelves is if the facts are not right.       Libraries hold almost anything anybody needs materials, books, music, movies, magazines and everythings for facts. So don't start taking stuff off your shelves. Teenagers might have to write a paper about something that people think is affensive, if you don't have everything in the library then we won't have good facts. No one in this world agrees on anything, all you would be doing would be picking a fight if you taking of offensive.Libraries are open to any one that wants to read about almost anything they want to read about.       Music everybody has there on type of music you can't just start taking music of because you think it's offensive. Most people have there own type of everything.     Children is there own person you can keep them from whatever you want to, the thing is you can't hold them back in life. They get older you won't be able to tell them want to do or want not to do. If you keep them from a book or etc they might end up reading it in the long run. Keep you kids safe is inpormant I understand your kids are going to expirects things you don't want them to. Just by taking offensive stuff of the shelves doesn't mean your kids won't fine them some where else.      I could understand if the books or magazines were offensive to you because it was about your family, But of time your going to have offensive come up in your life. That means your going to have to not let it get under you skin or get over it.      Things get under people skin to easy. This is why the world don't get along. If you don't like something don't me around it. Fine something unless to read about. Thats what I do if I don't like something.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,429,0.4,D
3342,2,"Libraries provide us with knowledge, entertainment, and peace. You can go there to learn and to do research if you have to write a paper. You can rent movies, music, and books at your pleasure as long as you take care of them. Also, if you're just having a hectic day and need some peace and quiet, libraries become a perfect get away. But, heres the truth. Many people find certain things in libraries to be offensive and would rather them not be on the shevles. So, do we remove these things or let them stay?     My opinion is to let them stay. I believe that books are too important to throw out just because they @MONTH1 contain a few vulgar words or images. It's the same with magazines and movies. Also, music is changing as the years go on and many people, especially elders, don't enjoy listening to this new style of music. Just because one person my find something offensive, doesn't mean everyone else will.     People have many different views when it comes to these things. Take history for example. Many history books contain harsh, real life facts about things that went on in the past. A song, book, or movie about slavery can cause some people to be offended. Whether it's because the person opposes slavery greatly or they believe that slavery was a good thing, people have different feelings towards it. Another good example is movies. Some people @MONTH1 find a movie offensive because of words said or if a certain person dies first, while others could care less.      Additionally, many things that are found offensive to one person can make something more interesting to someone else. There are many movies nowdays that can be seen as very offensive. But honestly, the offensive things happening @MONTH1 just make someone else want to know more about what's going on. It is practically the same with books. I myself have read plenty of things that would make some people cry or even get really mad or disgusted. Even though in the end, I lfind them to be exceptionally books. It just on how you view it.     So, should things that are found offensive to one person be removed from a library? The answer is no. There are just too many things that can be taken offensively. If you start taking away these things, libraries are only going to become vacant. Younger people will stop coming because materials will be less interesting. You will lose artifacts and stories about the history of the world. There will also only be so many books to read, if ever a non-offensive book could even be found. My advise to libraries, keep materials that can be found extremely offensive in their own area, away from younger people who @MONTH1 react strongly. Maybe even put a sticker on the book, if possible, letting people know just what they're dealing with",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,494,0.6,C
3347,2,"Censorship in the world is getting worse everyday. Many people believe that some material is unsuitable. I believe that if it is unsuitable for others does not make it unsuitable for some. I believe people have the right to read,watch, or listen to what they want as long as it is not breaking any laws. I am torn on this topic because I am against censorship, but I am also for it when laws are being broken.     I believe that people should have the right to read whatever they want. Granted, some people read very incriminating books that could get them in a lot of trouble, but not everyone should be punished for another persons mistake. Sometimes you hear about terrorist groups and other illegal groups, but usually they do not market to everyday people. I think that when it becomes a threat to the @LOCATION1 they should remove material.     Another simple fact is that the constitution @LOCATION1 that we have the freedom of @CAPS1, which basically means we @MONTH1 print and read whatever we want. Many people depend on the constitution to make their lives seem safer and sometimes there is a book,article, movie, or a song that goes beyond our limits. I believe that some people use materials wrongly sometimes to get ahead and to make a name for themselves. I just think that people should write for the pure joy of it, not to persuade people to do something bad,or give bad thoughts or ideas.     The government has the right to control what we partake in, but does that seem fair? I understand thier logic behind this matter, but just because it has offensive matter does not mean they should remove it from society. I believe that if people want to experience it they should be able to without wondering if it will gone the next day. If people do not agree with this 'offensive' matter, then they should not take part in it. This is a true enough statement that it just makes you wonder about their logic.     So, does the government have the right to say what we can and cannot read? I don't believe so, but that is my opinion. I believe that people should read whatever they so choose to and should not think they are breaking laws for some 'offensive' material. Freedom of the @CAPS1 is what people have to look up to for the government, but how are people supposed to feel secure when they are reading a book, watching a movie, or listening to music that @MONTH1 be assumed 'offensive'.",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,434,0.6,C
3357,2,"Books, movies, music, and even @CAPS1 are all important in this life, and enviorment of ours. They all have a learning process. When you read you learn, when you watch a movie you learn, even when you listen to music you can learn. Weather its about past present or future, everyone has the right to learn it's part of being a citizen.     Speaking of all this I belive just beacuse one book, or one movie makes someone uncomfortable i dont think that you should take that away. Thats not only taking away from your kid, or yourself thats taking away from everyone else. Just like the book huckleberry fin it's a wonderful book i love it because it's about the old days where they still belived in slavery, and there were still some good-hearted people around.     This book to some would be very offensive beacuse of the fact it has the word nigger in it one-hundered and twenty-seven times. In fact last year at my school a mother tried to get it taken out, because she didnt want her son to read it he was actually a mixed boy but thankfully the committee saved it and it's still here. That's our history and everyone needs to learn some of it, weather it's offensive or not.     As well as movies that can and mostly likely is offensive to people, they still should not have that stuff taken off either, like I said earlier thats taking away from everyone else. If you dont wanna see it then dont buy it, or if something that you find innapropriate comes on just change the channel. History is important and I dont think people should keep you from your right as a citizen and deprive you from learning what you wanna learn or need to learn for the future.      Now the music part i can understand, some @MONTH1 be a little innapropiate for younger listeners so like i said before again change the station or dont buy that @CAPS2. Dont deprive people of what they wanna learn, watch or listen to.     People that feel offended or embrassed should be ashamed of them self because that is very selfish, and rude. No one should be ashamed of who they are or any movie that describes the old days in the way it actually happened, if they put it in the nice way then it would all just be a lie. That's why I dont belive in censorship. It should not happen, any book, movie, magazine, @CAPS2 should be available to who wants it",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,437,0.4,D
3361,2,"Some people @MONTH1 think that certain book, movies, magazines, or music should be removed from libraries because they @MONTH1 be found offensive. I believe that libraries should not rid their shelves of 'offensive' material.      What really makes something offensive? If someone were to tell me that it looked as if I've lost weight, I would find that offensive. The person wouldn't have meant it that way, though. Although I would have found it slighly rude, another person @MONTH1 have found it to be a nice compliment. With this logic, can one really conclude that anything is truely offensive? By saying something is offensive, you're stating your own opinion. Even if they aren't the same as everyone else's, everyone is intitled to their own opinions; equality is something most people find very important. Because of this, one person's definiton of offensive shouldn't be held higher than another's. If we rid libraries of 'offensive' material, that is exactly what you would be doing; you'd be making one person's definition of offensive superior to another person's.      I also believe libraries should not get rid of 'offensive' material because by doing so, they would probably be getting rid of a lot of interesting material. Let's use my religious beliefs for an example. I am @CAPS1 @CAPS2. Basically, I do not believe in '@CAPS3'. If someone were to write a book about my religion, I would find it interesting. Some @CAPS4 @MONTH1 find it to be offensive, though. So if a library got rid of that book because someone found it offensive, I wouldn't want to go there as often. When I go to a library, I want to find a book that I'd enjoy reading. If all the material that is found offensive was taken out of the library, would there really be anything left? If so, I doubt many people would find it interesting.      I also believe this because by taking a book off the shelf because you find it offensive, wouldn't you be offending the author? As I said before, everyone is intitled to their own opinions. Because of this, libraries should allow authors to speak their minds. By taking their books off the shelves, you'd be offending them. They took their time and effort to think about and write that book, and for you to offend them by taking it off the shelf, you'd be controdicting the entire purpose of removing it from the shelf.      In conclusion, I believe that nothing can truely be defined as offensive. Also, people should be able to speak their minds. Therefore, libraries should not attempt to rid there shelves of 'offensive' material",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,454,0.6,C
3366,2,"Should certain materials be removed from our library shelves just because it has uncensored materials inside of it? My opinion is no, actually heck no! Now don't get me wrong, but I'm not the type of person that likes reading materials like that all the time, but every once in a while there is a really good book or magazine I would like to read that is uncensored. The bad thing is that  I am told I cannot just because it says something or shows a picture of something a teenager supposidly shouldn't be seeing.      One of my main questions on this material is why are they allowed to show statues of the early roman times in our history books but not materials we hear and see on a daily bases? Half of the time the statues are of a naked person. I don't see why that is allowed but other materials about our times are not. We are in the time period were people are open that it doesn't bother them to see that stuff. Yes, some materials are not suited for teenagers my age, but honestly I hear offensive things all the time when I walk through the halls in my high school.      Someone @MONTH1 have an opinion about how the material is offensive, but if its so offisive why do they bother even complaining or thinking about it. Yes, everyone has a right to their own opinion, but thats there opinion and that doesn't make them always right. That person can have there opinion but other people have opinions that might oppose the other persons opinion. Does that make them wrong? You will never know because everyone has there own and who knows whose opinion is right.      Another statement I would like to just throw out there is that we teenagers are learning to make our own decisions because in the near future we are going to be adults and have to make those choices on our own. So, just let us choose if we would like to read material with uncensored things in it. It is our choice, why can't we just choose it without people telling us we cannot.      I still do not see why it is such a big deal of reading uncensored material. Why can't they just allow the materials in our libraries. Don't make any decisions for us because we can do it ourselves, we are learning how to be more adult like, right?",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,421,0.6,C
3376,2,"Materials should not be removed from libraries. It should be left up to a person to decided what the see or view. Books, music, movies, etc., are materials used by everyone and for some a library provide a haven where the can get there hands on such things only and no where else, so shouldn't try to take away any of these things from any body.     One reason why certain materials should not be removed from libraries shelfs is that there will always be some subjects, and materials that a great many people will argue shouldn't be seen, and there will always be other people who feels differently. And if we allow them to be taken away you will only be taking away a person own choice, which is something we all should strieve not to do. Also just who would be left to decide what material should be removed and what material shouldn't? Is there really one person who could make a such a choice for everyone? Also there is no way everyone could agree on what material should be removed, so by trying you would just be providing something more for everyone to argue on. I believe that if not everyone can be satisfied then why bother.     Another reason why in libraries certain materials shouldn't be removed is that by removing certain materials you would be interfering with education. Books, movies and other such things are used for learning even weather people realize it or not, and the more oppuntunties a person has to learn the better. And who are we to decide what a person decides to educate themselves about? There has infact been times in history when people in charge have wrongly decide that the public should not be educate or know about certain things and it was wrong then and it would be even more wrong now in our modern society. A society that is based on learning and knowledge, a socity that in situration should not hinder a persons ability to learn.     Also I realize some people @MONTH1 argue that for young children some materials are better left unviewed, but that's is where parents come in. It's there resoponsibility to decide what their children read or see and not anyone elses. And so there is no reason why anyone should interfere with a parents choice as long as it is in aggrement with the law.      These are the reasons why I think libraries shouldn't be allowed to decided what materials and subjects are put on their shelfs. For some dicsion no one can make to satify everyone and to be in the right. Therefore it is better that such things are left up to the person themselves.",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,460,0.6,C
3379,2,"Dear @CAPS1-@CAPS2 @CAPS3 it @MONTH1 concerm;             I'm writing you to explain that @MONTH1 students are tired of students in their school not returning books to their schoollibrary. Many students have report due on a book that a fellow classmate didn't return. Many students either forget they have a book out or even past due. So it makes it hard upon the student who is trying to do a report. If the books, music, magazines and etc., are not return people should have to be punished more than just having to pay a overdue fee.     I have witnesses alot of students who didn't either want to turn in the book thr checked out. We the junior class at my high school had a term paper that we need books, newspaper, internet and magazines. Lucky, The senior class turned in all of their book, newspaper, internet, magazines and etc., that they used on their term papers, we the junior class were able to sucess on our term paper. But many juniors still havent reutrn the materials they have used.The teachers have threqten them with overdue fees and or have to pay for the losted material. I see that having to pay an overdue fee and or have to pay for the losted materials doesn't bother them.      Even though teachers makes them pay the future classes will have to struggle and go out and purchase books, magazines, and etc., The classes that have to take @CAPS4 @NUM1 next year and do their term paper @MONTH1 not be able to sucess. It is unfair they have to worry will have the materials they need for them to sucess and do their term paper.      I think if the schools took time out and got parnets involed. They would n't have as many students would didn't follow rules. students think that their teachers can't tell them what to so maybe if their parnets were involes they would follow directions and turn in their books, magazines and etc.,     In conclusion, If someone wants to take a book they should get alot of their personal infornmation as well as their school name.If people dont return their books their want be any thing left for other people to use.So i say everybody do have the right to use the books, music, movies magazine and etc. to their adventage. Just try to remember to return them for other students as well.",1,2,,1,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,412,0.0,F
3383,2,"For many students it is hard to compose essay's in a public school's library. Aquiring the neccisary information is comparable to finding a needle in a haystack. This is not due to the lack of funding or even the quality of teachers and staff. No neither of these problems is the cause behind many student's inabiltiy to compose thought provoking essay and analysis over a myrad of topics. This is due to the extremes in censorship that are being placed on libraries and schools in general. Many of the relevent topics and materials need to truely understand our constantly changing world is being removed from the grasp of those who will go on to lead this new world.Some prime examples of this tyrany on knowledge is the removal of books suck as @PERSON1, @PERSON2, the @CAPS1, and many other classical works. Each of these according to many parents has good reason to be removed from our libraries. @PERSON1 @PERSON1 promotes discrimination and racial supremacy along with being written by what @CAPS3 has pegged as one of the humanity's most vile of creatures. @PERSON2 uses racial surrs that are not appropriate to be in the hands of our young children. The @CAPS1 violates the separation of church and state. Many other classical works refference racism, drugs, murder, sex and use rampant profanity. All of these are valid reasons as to why a parent @MONTH1 advocate for there to be censorship of our libraries.These reasons, as well meaning as they @MONTH1 be, are no longer good enough to be valid in todays changing environment. Many of the books that have been recomneded to be removed show us an unfiltered view of a time period from a point of view that did not belong to the 'victor' of the social battle. As we know, '@CAPS3 is written by the victors.' @CAPS4 it is good that the @CAPS5 won the @CAPS6 @CAPS7 and helped abolish slavery it is still important to realize that we still cannot remove the view point from our centers of knowledge. To forget is to remember at another time. That time is when we repeat the same mistakes again.For the parents who also want to save the innocence of their children by forbidding these books from libraries need to realize that the media has been pumping these forbiden images to their children more than books have. To censor our libraries is to cripple our children from the knowledge they need to fully understand our shadowed and fragmented world. Just because we try and close our eyes to the realities of the world does not mean that they don't exist. It is better to see and understand than to enter the world blind and dumb",5,4,,5,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,462,0.8,B
3387,2,"Any one has the right to anything. Right to speak freely; to watch what they please; and so on. The censorship on the media depends. People who like that sort of thing can go to a place where they can buy censorship and un censoredship items. Every place these days has censored books, cd's, video games, ect. But then they also have uncensored items. For those parents or people who disagree with what is shown on the shelf.      Also on @CAPS1 parents complain about whats on @CAPS1, well there is a channel button and you can change the channel. Or even in todays technology you can block that channel from ever being watched.     No body ever said that they had to buy what the person in front of you is buying. People have the right to chose what they want to buy, wheather its censored or not. Say or do as they please as long as it's with in the rights of laws.     Its all about your style and what you let your child see. @CAPS3, @CAPS3. Its not as easy to keep children from the volgure things in the new technology. They go to a friends house and that childs parents don't care and let there child watch anything from @CAPS4-@CAPS5 rated. The most you let your child watch is @NUM1.     Its hard to keep a child sheltered from what you'd perfer them not to see. But what people have to realise is that there going to find out one way or another.      Also a child who is sheltered will go to the extremes to find out whats on the other side of the railroad tracks to get a taste of the water, to see what they have been missing out on.     Childeren will be childeren and they will sneak behind your back and do what they want to because they never knew what it was like in the first place.     Any one has the right to anything, you as a person chose not to allow your child you have a @NUM2 year old rated game, but his @NUM3 year old friend does have it. Remeber hes going to play it at his friends house.      Everybody has a different taste on censoreship. Some think everything should be a little cleaner others think different. So thanks to both sides, stores sell to you what you perfer.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,401,0.4,D
3390,2,"I believe that all the uncensored books, movies, music, and magazines in a library should be taken off the shelves and put into a single room in the library and be labeled as the @CAPS1 @CAPS2.     The children that go into the library at most libraries have a space where its just kids books but when the kids go with their parents or someone that is older up to the teenager and @CAPS1 @CAPS2 they dont know what they are looking at when they just pick up a random book off of the shelf and/or rack.      Some people @MONTH1 think that it shouldn't be like that because they are weary of who might see them go into a little room marked @CAPS1 @CAPS2. However, if you don't want anyone to see you go into that room you just simply don't go in it.      So by secluding the @CAPS1 books, magazines, videos, etc. you can keep the children from just picking up any book that has uncensored pictures or grabbing a video that the parents @MONTH1 not look at and end up being an @CAPS1 film and then the kid then might want to keep seeing the stuff like that when he reaches puberty he will be eager to have sexual entercourse with a boy/girl.      Having said that, i hope that you see how my idea of sectioning off the @CAPS1 stuff will keep them out of the @CAPS1 stuff and keep them from having sexual entercourse at as early of an age as thirteen.     As far as music goes, there really isn't a way to completely keep kids from listening to music such as rap that has foul language and it sometimes talks about having sex and drugs and the kids think that the artist who wrote the song made it to be a big shot and they did drugs and had sex and look how they turned out. The best way, in my eyes, to keep kids from listening to rap is for their parents to not let them listen to it while they are with them. However, the other music like @CAPS5 @CAPS6 and @CAPS7 or even hip-hop rarely has any references to the topics of rap music.      I could also argue that parents should watch out for their kids to be aware of the consequences of some of the actions they take due to these reasons and they should take the action of diciplining the kids for their actions",3,4,,3,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,419,0.4,D
3394,2,"What is appropriate in libraries these days? The opinions differ throughout the variety of different people across @LOCATION1.  Censorship has taken a turn in public libraries, but still has been strictly forbidden from school libraries. Personally, I think that there is a difference between vulger and inappropriate items in a public library versus a school library.      A public library is a place for anyone and anywhere to come and find an item that they are interested in. As we all know, everyone is different and have their own interests, so they should be able to find the book, music, etc. for them. The problem is, how do the libraries keep these uncensored objects out of children's hands? The answer should be simple. For thought, maybe all public libraries should be broken up into sections, each with their own subject matter. These different sections could include Children's, @CAPS1, and many more different titles. This set up is often used in well known book stores and libraries such as '@CAPS2 and @CAPS3' and '@CAPS4'.  Overall, censorship in public libraries does not need to be as strict as school libraries.     School libraries are a whole different idea. School libraries are made to help assist the students' academic acheivement, nothing more and nothing less. However, I also think that the content in the school libraries also depends on the maturity of the students. For example, elementary and middle school libraries should have a stricter censorship than high school libraries. The students in high school should be mature enough to handle uncensored material without creating a huge scene, like we all know younger students would do. I have personally seen and witnessed a few so called 'inappropriate' books on the shelf at my high school library, but the readers of the book have been mature about reading it. I believe that some offensive and vulger items can be interesting and educational. It is all a part of growing up.          The censorship in our libraries today vary from each library to the next. School libraries and public libraries are completely different places of literate and media content. I think that it is a person's own personal decision dealing with which library they go to. If a family with young children want to go to the library, the parents need to choose the appropriate areas in the building to search for the children. Therefore, there should be no problem in running across a 'bad' book. The author, @PERSON1, states, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf... And then we have no books left on the shelf for anyone.",3,4,,3,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,451,0.4,D
3396,2,"First of all, Do you believe that certain materials, such as books, music, magazined, etc, should be remove from the shelves if they are found offensive, thats question should not be ask ever in life.      Why beacuse there are many people out there that read read stuff and listen to stuff that you might not like at all. when i first saw this question i answer to my self that, ''That if all people think the same way this world would be boring, and i answer the question by saying that there should not be any books remove or music remove, from any shelves' why beacause we all don tlike the same thing or do the same thing.     In first place, I know that there are many different kind of thing that people beacause they love doing it and some dont do those kind of things beacause they really dont like or dont care about it. This is answering the question about removing books, music, or magazines from shelves even if the article the book, music, etc, say's or if its offensive to other people, that is not a reason to remove stuff. There are thing that you enjoy doing and things that you emjoy reading, listening, and looking, etc that other people dont like or hate about it.     In second place, not only beacause you dont like something people should stop doing those things or stop buying those thing, NO!!, that is not the case here @CAPS1. or @CAPS2. you should not care just for you or do what ever is right for you. If you are a good person that wants to be someone in the future dont just care about you care about the other too, beacause you'll need those person or those book in the future when ever your falling down.     In my conclusion, about this article. I think that people should not remove any thing from any library even if its found offensive to other people, those thing help other in life to do what they really want to do, while other are getting hurt for those offensive this that are writting on a little peace of paper. Hope this latter help you all think about and change your decision about this case, hope you all make the right decision that would not affect anyone in general.     Thank you for taking your time to ready what I really think about removing articles from libraries",3,4,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,411,0.4,D
3402,2,"In the world, there are just some things that our children should not be exposed to. I believe that the media such as music, magazines, and movies set a high bar for the individuals in our society. I highly disagree with what the media feeds to our minds as to the way our looks and lifestyle should be.     The library is a place where most children go to feed their imaginations with colorful books with morals; but the library is also where adults go to free their minds of work and to escape many of life's responsibilities. Most children from ages @NUM1 to @NUM2 draw a curious mind to the very adult world and seek to find answers. Now the library is not a place where a child can recieve adult information right? Wrong! the library shelves are open to any and everyones advantage. A child can just as easily come across the wrong track to take ones innocence. Some parents in sociey believe that their neighborhood is a perfect harm free enviornment to raise children. Little do parents know, it is a very uncensored world and at anytime a child can learn of it's exsistance.     The media draws it's attention to captivate our children. We have to watch what we let our kids watch, listen to, and read. For example, the girl in the magazine who just recently got a nose job because her nose was too big is feeding the idea to your eight year old daughter. She believes that she can recieve surgery to fix her big nose that the kids at school tease her about. Maybe your son listens to rap or rock music that condones the use of violence, drug, and alcohol use. He will think its ok to pick fights at school with other children or curse the teacher. Or the movie with the sex scene in it could give your child the idea to go out and practice what was taught.     In our society, there should not be an image that our children should try and sustain. We should teach our children that life is better explored through @PERSON1's '@ORGANIZATION1' or through the wonderful adventures of 'The @CAPS1 of @ORGANIZATION2'. Parents should feed kids 'imagination' and not feed their 'image'. Life for our children should be about fun, knowledge, and life experience; but not everything that is on the shelves of our local library.",4,4,,4,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,405,0.6,C
