essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
2980,2,"Do you think that libraries should remove certain materials off the shelves? People have different oppions, of whats good and whats bad. I have read and seen a lot of books in my life time. I hear people telling me, 'oh dont read that book its a bad book.'But I ask myself, @CAPS2 do I know it's a bad book when I haven't even given it a chance?'      @CAPS1 are some books, music, movies, and magazines out @CAPS1 that are offensive. Yet we still want to read, listen, watch, and look at them. If we tried to remove all the offensive books, from the libraries we wouldn't have anything left on the shelves. Katherine Paterson said, 'If I have the right to remove that book from the shelf that work i abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' Katherine Paterson makes a great point out of her quote. Why should we have to remove a book if just some people think its offensive?     Ask yourself the question again, '@CAPS2 do you know it's a bad book when you haven't even given it a chance?' @CAPS3't judge a book by what you hear. Find out what your own oppion is",2,3,,2,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,227,0.2,F
2992,2,"When talking about censorship in libraries, I don't think the people that work in the libraries should decide what goes on the shelves. The people of the community should have a say on what goes on the shelves, because their the ones thats going to the library anyway.                 I believe that everybody is intitle to their own opinion, but I think certain materials should be removed.  For example, some music could be offensive; therefore, I'm not saying that music shouldn't be totally removed from libraries. I'm saying the offensive music should be removed",3,2,,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,97,0.4,D
2996,2,"If the people that are publishing and writing these articles in these magazines then yes, they can feel offensive about the @CAPS7 things inside the magazine or books. These people are going to always find something or some rumor to start a big fight about these @CAPS1 things, those people are called '@CAPS2'. They can find A eazy way to get something started just like that, That's why before i buy A magazine, I take A look inside of first And see If @CAPS3 interested in buying that specific certain book, or magazine. If I don't like the things that I see inside of @CAPS5, then I @CAPS4 not buy @CAPS5, @CAPS5's @CAPS1 As that. If they are @CAPS7, they should immediately be removed from the news stands on the streets of @LOCATION1, @LOCATION6, @LOCATION12, @LOCATION4, @LOCATION2, @LOCATION5, @LOCATION8, @LOCATION9, @LOCATION3, @LOCATION10, @ORGANIZATION1, @ORGANIZATION2, Or @CAPS8 @LOCATION11, @LOCATION7.",1,1,,1,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,151,0.0,F
3000,2,"Hello, my name is @CAPS1, I feel that there should be any genre of media in libraries.  If they call it a 'media center,' then why censor any media.  People know to read the back of a book to see if they want it, so if they see something they don't like they are able to put it back on the shelf.  People say The @CAPS2 and the @CAPS3 inspired @CAPS4 @PERSON2 to kill @PERSON1, that is completly speculated it's all a matter of 'he said she said.'  I feel there should be sections for different sections for different age groups, but to censor literature is just un-@CAPS5.     There should be a parent supervising children @NUM1 and younger, because where it really comes to are the children and them not being exposed to something there not ready for.  There are some magazines and movies I feel shouldn't be in librarys, and those are as follows: pornography, non-educational movies, @CAPS6 @CAPS7, and social networks.     I'm not saying to let kids listen to murderous music and jump off of the terrace but, shouldn't some leeway on books.  This is an approved message thank you for your time, goodbye.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,203,0.4,D
3005,2,I think if people find books offensive they should not even read that book to begin with. If books are found offensive and taken from shelves then book shelves would be emtpy. Then their would nothing left for people to read.     Some of the greatest authors use offensive words in their books take them off th shelves and you will be getting rid of the greatest material. @PERSON1 @CAPS1 for example in the book '@CAPS2' its offensive to gays and one gets killed.,2,2,,2,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,83,0.2,F
3010,2,"Many people believe that magazines, books, movies, music, posters, plus some other kind of bad stuff that parents don't want there @CAPS1 to see. Some of the stuff they might have in the are books about different colored people, maybe there might also have some terrible things about that colored skin hairitage, @CAPS1 that are to young to be looking at stuff that is in these books. A lot of the @CAPS2 Libraries have these things speard around all over the store.     Some of these people that get these books might need to have a good heart about what the book is saying about the skin color. If they don't like what the book and what it has to say then don't get that book. Because you can't change the way the author wrote the story, music, movie, poster. But most the people that I know that are different colored are pretty hilarious and sometimes make jokes about it.      Maybe there might also be some pretty terrible things said in the book",3,2,,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,176,0.4,D
3031,2,"Every library has tons of information on just about everything.  There are tons of books, music, movies, magazines and more that contain this information.  There is even some information that some people might take offence to.  On the other hand, somebody else could be perfectly fine with it.  I think that all libraries should keep all their books on the shelfs, no matter what kind of content they contain, because not everybody takes offence to some contents in books, and it is the same way vice versa.     The subject race might come into play in some books in libraries.  Books have information about people doing things to other people just because of their race.  Some people want books took out of their libraries because of the content that they contain, but really it could be a n important part of history that people need to be educated about.  Some books have words that are very offencive to people because of their skin color, relgion, or ethnic race.  This information that people need to know because thats how people were treated back then and some stuff like that still occurs today.     Libraries have all kinds of information.  I think that all the books at libraries should stay there no matter what they contain.  Even if some content is offensive some people it could still be a important part of history that people need to know",3,2,,3,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,234,0.4,D
3035,2,"Many pepole think that offensive material should be removed from the libary because children could pick then up and look in them. I do not belive this should be done.     They already have a childrens section if a child looks in a inappropiate book outside of the childrens section then its thier fault. I do not think it should inconvience someone to have to go elsewhere to get that cd,game,book, or movie they were looking for. It is very hard to come across a inapropiate book without looking for it on purpose. It could be a book used for teaching health or nursing class and is not meant to be inapropiate at all.          These are a few things you should consider when choosing a side on this debate. Who knows we might have to vote on it someday",2,2,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,140,0.2,F
3038,2,"Books that are offensive should not be taken off the shelf all together, but should be put in a section made for adult readers only.  This way no children would see the book anyway.       If an offensive book is in a school or any other place that the readers are children for the majority than it should be ok to take that book off of the shelf.     All together it should be ok to remove an offensive book from a shelf but only if the book is offencive to the wrong audience.",2,2,,2,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,92,0.2,F
3039,2,"I think that everyones opinion is different about some books getting removed from the library.     Do I believe that certian books should be removed from the library: yes and no. The reason why I choose yes and no is because some books are helpful to others for there class and their research for whatever class they need it for. Another reason why I say no is because of the fact, if the book offense you then dont read the book or think about what is says just leave it alone.     The other reason why I picked yes is because if it shows some hurtful words in there towards other thats refering to the people thats its talking about then yes it needs to be removed before others start using thoes kinds of hurtfuls words to the piers or  thier elders. If the book contains racial slurs to different races then yes they need to removed asap. If others get ahold of these kinda books then everyone would use them agianst each other which in relsult of that would cause an outbreak of fights people aruging with each other, just pure hate between thoes people using it agianst the different races.     These are my opinions of removing some books that contains hurtful things or meaning in them that can contain voilence in them or call another person out of thier name or race",3,3,,3,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,232,0.4,D
3046,2,"I belive if the books, music, movies, magazines and etc. are offensive and are bad that they should be removed, the reason being is because of younger children.       Younger children are not aloud to be exsposed to that stuff if it's bad or not pertand to them. Since there are books, music, movies, magazines and etc. that are bad and offensive, then I would suggest a room or some sort of place that they can be held and were only adualts can be around them and can get to them.      Movies and magazines are my biggest thing that would worry me. There are more bad things in them then in books or music. Books and music have bad language but very rarely have bad images or other things like that. If there happen to be a book, music, movie, or magzine that you or any other person thinks that is inaproprete or offensive then you or that person would have permision to take it off and show it the main desk, and let them know what you think about it.     I feel that they should seperated the censorship in libraries to keep the children safe. They should steel be aloud to have censorship books, music, movies, and magazines because adult can handle that kind of material to where younger children can't. So therefore to keep everything sepreate, and there shouldnt be no problem.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,235,0.4,D
3057,2,"I do not think that they should be taken off of the shelf because some people find it offensive. The way i look at it is, is that everyone has their own beliefs and rights their own opinions. Not everyone is going to think alike.     As an example some people are against blacks and others are not. Everyone thinks different and have their own opinions therefore, they should all be able to listen to whatever.      Not everyone is going to like what you like and listen and believe everything you do. Don't read it if it offends you, but just cause it offends you doens't mean that someone else out there doesn't believe in it or likes it.",3,2,,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,121,0.4,D
3065,2,"From my own observations I do not beleive that any materials should be removed from libraries.  All students have the right to read/learn about different subjects.  Even if that includes some of them being offensive.     Some subjects might be considerderd offensive, like the holocaust for example.  If we didnt learn about what happened during that horrific time it could possibly happen again without us even knowing that it has happened before.  But it is the students choice to read about that subject or to simply ignore it if it is cosidered offensive.     In conclusion I do not beleive that materials in libraries should be censored or removed from shelves.  People need to learn a little about everything that goes on in this world to be a better, more educated, well-rounded individual.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,133,0.4,D
3066,2,"I do think that there should be a censorship in not just in libaries, but everywhare.       Personlly, I think that the way that the libraries have the books are appropite and if the parents do not want thier children going any where  that is not privy to them keep a hand lenght away     As for the parents, the parents know the aera that intrest them ,therefor the parents should go there",1,1,,1,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,71,0.0,F
3085,2,"I beleive that certian things such as books, movies, music, magazines, etc., should and shouldn't be taken off of the shelf. The reason i think that  they should stay on the shelf is because it might interest some of the people that read them. If people don't like them, or they think that it is offensive, they shouldn't go to that library.     I don't get offended by anything. When I am going through the library I have seen people get offended by some of the  things that they have on the shelfs. Reading things and them getting offensive is a totally different thing. People that read things and get offended by it, should have a say in whether it is on the shelf or not.     The reason I think that some of the things shouldn't be on the shelf is because it might be inappropriete. It might not be good for the eyes of people.     I think that all libraries should carry the same content in them. So that way noone is making a big deal about what is on the shelves.",3,3,,3,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,187,0.4,D
3086,2,"Yes, I think that some books should be taken out of all libraries. No little kid should be looking at or saying those things. Some of the books could offend some people when they don't know it.      Parents need to watch what there kids read and watch on a daily basis. Kids need to know why they shouldn't watch those shows or read those books. Maybe if parents would watch there kids they would mind better than what they do.      Some of the books could offend people when they don't know it. No little kid should be looking at or reading those books or movies. That is why i think those books should be taken out of all libraries",2,3,,2,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,122,0.2,F
3087,2,"AS WE ALL KNOW, ALL KINDS OF INFORMATION CAN BE FOUND IN A LOCAL, BOOK STORAGE FACILITY, COMMONLY REFERED TO AS A LIBRARY. ALL KINDS OF KNOWLEDGE IS IN THIS LITTLE AREA, BUT, IS SOME OF THAT INFORMATION INAPPROPRIATE ENOUGH TO BE IN A PUBLIC PLACE?     MANY LIBRARIES @MONTH1 POSSESS ON THEIR SHELVES BOOKS AND MAGAZINES AND EVEN MUSIC CONTAINING EXPLICIT MATERIAL, AND HOW COULD YOU AVOID IT? IN A MODERN WORLD, THERE'S GOING TO BE LANGUAGE AND PERSONAL ATTRIBUTES THAT WOULD BE FOUND OFFENSIVE TO OLD PEOPLE AND VIEWERS OF PUBLIC BROADCASTING. YES, I AGREE SME MATERIAL CAN AND SHOULD BE IN SEPARATE AREAS THAT MAINSTREAM MATERIAL, BUT ON A WHOLE, WHO CARES?I MEAN, MOST ORDINARY PEOPLE DON'T. I KNOW I DON'T. CENSORSHIP IS STUPID, BECAUSE MOST OF THE STUFF IN LIBRARIES, IF YOU HAVEN'T HEARD OF IT YET, YOU WILL SOON, NO MATTER WHAT CENSORSHIP STEPS ARE TAKEN BY LIBRARY OFFICIALS",2,2,,2,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,158,0.2,F
3091,2,"The way that the books, musics ,ect. are made for people basicly for that age group. Like if that particular book contains profanity that some find offensive, then they should ignore that book and move on to the other book that is more fitting for that person rather than starting a controversy over that just of one book. Some stuff will have lables on them like parental guidence to show that only particular age person can have. From my experience is that it's ok, but if it gets out of hand then I just leave it and go to the next thing. Although rmoving the books from most people might not help alot because some people would like to have that book that they won't find anywhere else. The librarians can put that particular book in the older age section of the library and have the kids book in the younger section of the library. So hopefully this might help the problem that you might have for people to enjoy that books, music, magazine, ect.",2,2,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,177,0.2,F
3092,2,"Do you think there should be any books movies madaines etc tooken off the shelfs? Will if so then you should read my newspapper actle.     I don't think that there is any books etc, that i would take off the shelfs. There are many books etc that kids should read, but you can tell your kids not to read them, or if they do start to read them take the book away from them.      There are some books that kids shouldn't read, but only you can stop them from reading them. They willl always try to find away to get what they want. so taking books off the shelf wouldn't do any good, because they'll find the book movie ets somehow. The only way to make such is to keep your kids over watch, and to make such they do son't the stuff you don't want them to do.         In conculusion taking books off the shlef would't help anyone out, but just try to keep your kids away from the stuff you  don't want them to be around",3,2,,3,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,186,0.4,D
3095,2,"yes because what if a @NUM1 year old could find a offensive to have a book that talks about his race in a bad way. Now if a man walks in and finds a offensive book about his race he @MONTH1 take the shitchuration to a new level like maby he @MONTH1 demand it to be taking off the shelf or somthing else. If a women walks in with her son or daughter and find a dirty nasty book about sex, drugs, guns and knifes.     So yes a offensive book should be taken off a shelf if the book or books are in a public libeary. Only reason the books should be taken off the shrelf is because if its a public libeary alot of kids and their pearents to read, do research and do homework.     And that is why a public libaery should take a offensive book off their shelf",2,3,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,151,0.2,F
3096,2,"I belive that they need to keep every thing and gain more. Their is so much to luearn about. The more information you have the better. I for one think that they need to put more magazines on the stands so you can have more information. Thow you can not trust every thing in one, You can still find many facts about what your wanting to learn about. On the other hand, Children should not be able to reach or see some of this. I could teach our children stuff that they are not yet ready to learn about. The fact is they need to have people watching the stuff so kids wont get in it and we can still lurean and find out new things. Not everything should be hidden. The more you know could just save the world.",1,1,,1,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,140,0.0,F
3098,2,"Do I belive that some books, movies, magazines, or ext., shuold be removed do to the fuct some people might find them offensive? NO, I belive that every should have the chance to see it to other then the just the people how did and thought it was offensive. Someone could really like it or a group of people could.Even if some people find an object offensive someone else might need that object for something like school work.     Lets say the libraries remove a human trafficking book from the libraries becuase people find it offensive. Then a local school has a praject on human trafficking. The students go to the libraries to get some books on it. Now do to somebody elses dislike of the books these kids don't get to use those books to do thier reshearch.     It wouldn't be fair to everyone to remove objects from the libraries just cause some other people find it offensive. The libraries is a public place that everyone has the right to go and borrow stuff from. So no i don't belive that libraries should remove books, movies, magazines, or ext., do to the fact that some other people @MONTH1 find them offensive.",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,205,0.4,D
3101,2,"No, i do not think that books, magizines, movies and music should be removed. However, I do think that the books, magizines, movies, and music should be monitred by age. The reason why is because younger children sould not be reading , listening, or watching material that is for adults or teenagers.       They way these type of things can be monitred is by the child's library card. The card could have their name, age, grade, and date of birth. If there is a certain book, magizine, movie, and music that the child want a parent has to be there with them. The parent needs to show a form of identification so that the librian knows that the parent  is of age.           Teenagers should also be moniterd. Event though they are almost adults. Some parents @MONTH1 not agree with some of the material. So, if their parents does not want them reading certain things their should be stickers on their cards.     Even though there are plenty of opinions about what a persons child is reading , watching, or listening to I think there should be certain ways to watch what children are reading, watching or listening to",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,195,0.4,D
3105,2,"Censorship in libraries should not be a big deal. There are materials in libraries that are found to be offensive to some people. To solve the problem, everything should not be censored. Why can't those that find it offensive just steer clear of it? I believe it should be a persons choice to read something or not and if they find it offensive, they should simply put it down.     The book 'To @CAPS1 a @CAPS2' has offended many people. I have read it and was not offended. I found it very interesting and educational. Many people think the book should be censored. But if it is censored, the story would completely change and it would not be the same. I would have learned nothing instead of learning how people lived in @LOCATION1's history.      If all the books and magazines that were offensive to one person were taken off the shelves, and all the books offensive to another taken away, what would be left? Little kids books about kittens? Well that's just lovely.     I am very much against censorship. I believe that if a material is offensive to you, then you shouldn't read it or listen to it. But don't ruin it for the rest of us",3,3,,3,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,211,0.4,D
3110,2,"Do I think that certain materials such asd books, music, movies,magazines,etc., should be removed froom libraries, no, because people might need to know a certain information, certain lessons are taught in different sources, all sources are liabilities.     Now, you just @MONTH1 need certain information, and in those sources there are an unnumbered amount of lessons to learn. For example if were to go in a library an need a book on religion I would need a book or movie to teech me on that particular subject, or even sex I would need a magazine or move to watch to know new information.     There are different lessons taght in different aspects. For example some people learn by example, movies, music, and magzines. I it were to be me lokking for a source on music theory I might need one of those things to get what i need.     Finally, those things are liabillities. Don't get me wrong like we need them on a daily bases, but in a sense we sort of do. We use search engines for everything, everyday. so what do you think.     In conclusion i believe we need those sources because, someone @MONTH1 need certain information, there are diffferent lessons learned and taught in different things, a lastly ALL sources are liabillities",3,4,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,216,0.4,D
3112,2,"Libraries should never remove any material just because it @MONTH1 be found offensive.  Something that is offensive to one person @MONTH1 not be to another.  If the material was so offensive that it went against the law, then it probably wouldn't have been published in the first place.       People often get offended if they read, see, or listen to something that goes against their personal views, ethics, or religion.  But people need to learn to understand that other people think differently and have different values.  Though peoples' opinions differ, each opinion is equally important to that certain person.     So many media sources today are censored that it is essential to keep a place where people can freely obtain material and express opinions.  As a student I often have a hard time finding meaningful literature in the school library because it is so censored.  I am not complaining about this because I understand that schools have to be careful of what they are exposing students to.  But if I am looking for something maybe more religious, derogoratory, or less accepted, it is nice to have a public library where I can find these things.       In closing, if people are offended by something on the shelves of a library then they shouldn't read, watch, or listen to it.  But do not censor everything so that people who do enjoy these materials can no longer easily access them",3,3,,3,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,237,0.4,D
3118,2,"All libraries are not good cause some people are going to library an getting on the computer getting on websit that the child find. The people need the computer for appicatetionfor job an the owner be wanting to get a card .That is uncause for in some term. Out of all kides canlearn from the library an do there work if need it's so much they can do that they can be there all week.      All people from littler children to adult can still learn now today in the @NUM1 centrey . You can learn about your ancienty or about car crash or about or thing that are going on it the world . As like japaness or chin ,you can do so much from the library or from the books thats there.It's up to the family to get to know more about themself by the library .",2,2,,2,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,148,0.2,F
3146,2,Should certain books be banned or shouldn't certain books be banned? In my own personal opinion no I don't think that any books should be banned from a public libaray.     The authors of books have freedom of speech so yeah some books @MONTH1 offend people but if it offends them they should try stay away from that books or magazines. I think that if certain books get banned from the libaray then you won't be able to buy them in stores anymore because the stores will banned them as well.     In my personal opinion no I don't think that any book should be banned from the public library. The reason being is because you can't judge a book by it's cover. You don't know if the book is goin to offend you until you read it. After you read it or you'r in the middle of reading it and it offends you you should take it back to the library and get a new one.     Should certain books be banned or shouldn't certain books be banned? In my own personal opinion no I don't think that books should be banned from the public library. Because alot of books that do offend people are the one's that teach us about history.,3,3,,3,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,221,0.4,D
3147,2,IN MY OPINION I THINK THAT SOME BOOKS PROBABLY SHOULD BE REMOVED FROM THE SHELVES IF SOME OF THE BOOKS AREW FOUND OFFENSIVE. SOME OF THE MOVIES AND BOOKS PEOPLE FIND OFFENSIVE CAN BE PRETTY BAD AND SAY NASTY THINGS AND STUFF LIKE THAT.      SOME MUSIC CAN BE PRETTY OFFENSIVE TOO BECAUSE IT CAN SAY NASTY THINGS AND THINGS LIKE THAT BUT NOT ALL MUSIC IS BAD.. IT DEPENDS ON THE KIND OF MUSIC YOU LIKE TO LISTEN TO IF IT SAYS NASTY THINGS BECAUSE THERE IS MANY DIFFERENT TYPES OF MUSIC TO LISTEN TOO.,2,2,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,95,0.2,F
3148,2,"i believe that there shouldn't be any censorship in libraries. The reason why I say that is because of our first amenment which is freedom of speech we should be able to put anything in books, magazines,music,movies, and etc.. The other reason why we shouldn't take them off the shelf is because we should be able to tell if the book is good enough for your age or your viewings, depends on your point of views.     My first reason is the first amenment which is freedon of speech. The reason why I say that is because we should be able to but what ever in our books that expresses our feelings in any way shape or form. Also, if we start taking stuff away because of censorship in books it will go farther than that and it will come to a point where the first amenment will become cease.      In my culmination I have made my point that there shouldn't be any censorship in anything because of the first amenment. I also said the reason why we shouldn't have censorship is because it's another way to express yourself or your point of views.",3,3,,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,200,0.4,D
3154,2,"Dear @ORGANIZATION1,     I think that it is wrong to remove offensive and other non offensive books from the shelves in the library just because one or two students do not like them or do not want to see others reading them.           Somethings are ok for reading and learning although they are indeed offensive it is ok for these matrerials to be left on the shelves, if it will be used for a good purpose such as learning and not just for fun. It is important for readers to be exposed to a broad spectrum of reading materials. Not only should they be exposed to some materials that are not so clean and normal but they should be introduced to things such as foreign writing. If we took everyting off the shelves that was a slight bit offensive or was not completely suited for readers would there be many books that would keep peoples atention?       In conclusion I strongly believe that these materials should be left on the shelf. These materials are important for learning in some cases and keep the readers attention. Keep these items on the shelves!",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,188,0.4,D
3155,2,The censorship in libraries should be as gog as it is for that age group. Children of the age @NUM1 to @NUM2 should be able to read books with any profanity. they should be mature enough to get through a book that has name calling and uses the profanity without laughing or taking it offensive.     Children that are @NUM3 should not have books in their libraries with much of this pro-found languge. They are young and should not be expecting the fact that there people that use these words to express feeling or name calling. They should be able to hear very little or see very little but when they get older they are suppose to be use to this. If they dont hear it as much then yes i would agree but they should have a point of censorship in the libraries they are in.      With children that are younger than @NUM4 years of age they should not read or seee things that have profanity or bad scenes unless their parents let them. We cannot controll what parents lets their children do but we can in the schools and in the public libraries,3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,195,0.4,D
3158,2,"I feel that they shouldnt be removed due to the fact that somebody else @MONTH1 like that movie, book, music, or magazine. Just becuase we might not like it doesnt mean theirs somebodyout there that do. Everything shuld be in the library becuase their are different people and not everybody like the same things.      The library suppose to have everything so if we declared to take something off the shelf becuase due to the fact one or a couple more people dont like something or whats being displayed out to people it wouldnt be right. I have been to the library and looking for an movie or a book that i like or want to see and it have not been there i have got mad for that. So ifeel as if it's not right nor fair. Everybody should have their right to what ever it is that they read or like to watch.     Even though there are certain books or movies out their that chidren should not touch, i still feel as if they shouldnt remove anything off th shelves.",2,3,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,182,0.2,F
3159,2,"Hi my name is @CAPS1 @CAPS2 @PERSON1 and I'm here to talk about why I thing we should have these certain materials in the libraries.                       Why I think these materials should stay well because,  For @CAPS3 lets say its a certain movie or song or book or whatever just that one thing you were looking for, for ages and you couldn't find it in any other store and you just happening to go to the library just to look. Even though  you know its not there, but you just looking and you end up finding whatever it is you where looking for.             And what if you wanted to look for a myster book and only the library had that book you where looking for. I can think of alot of reasons why we need certain materials. well i guess that about sums that up for me.                 And in concultion put yourself in the same shoes or even my shoes. What would you do? would you let them remove those materials or would you fight for them to stay.",1,2,,1,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,180,0.0,F
3167,2,I think that all offensive materials should be removed from librarys so every one can read a book listen to music and watch movies with out being offended. They shuld have there own section for that kind of material.                                                     Movies that are bad should be taken off the shelf. They should have a section just for those movies. The sction should be locked up so children can't get those movies. I think that this would be fair for everyone.      Music that is bad should be taken off the shelf. They should have a section just for that kind of music. The section should be locked up so children can't get that kind of music. I think that this would be fair for everyone.      Magazines that are bad should be taken off the shelf. These magazines should have a section just for those magazines. They should be locked up. I Think that this would be fair for every one. Books that are bad should be taken off the shelf. They should have a secton just for these books. these books should be locked up so children cant get them. I think that this would be fair for everyone.     This is what I think should be done with this offensive materials. If this was done everyone would have a book to read  a magazine to look at music to listen to and a movie to watch,3,3,,3,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,236,0.4,D
3177,2,"The way i see it movies or books shouldnt be taken off the shelf .becouse it should be up to ower own right to take a movie or to tonot take the movie .Also music such as country or sad music ant like movies or books how can u take music of the radio u canot do it .Becouse it dnt matter what u do with the radio shut it off turn it down or change the chanel with the way the world is now days there will all ways be things on the radio that u wont wanna hear and there will be things that u do wanna hear ,thats my opinion about movies and music      Also if there was any way to keep movies away i would probaly have it done there are goood movies and there are bad but one movie that is afensive and shy is (shylo) about the old man hittin the dog and stuff thats verry afensive to some one that was raised around beetings.",1,2,,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,171,0.0,F
3182,2,"There are many diffrent people in this world, who have many diffrent oppions about books, music, movies, magazines, etc., @CAPS1 because one person dose not perticualy like horor movies, that dose not mean that movies stores should remove horor films from there shelves. as creepy as it @MONTH1 sound. there are many people in the world who are slasher film freeks. the live and breath scarry movies. I myself like @CAPS1 about eveything out there. i will read any book of listen to any type of music, it actualy widens my taste in certain materials. i feel like everyone should try new things. Say growing up your favorite books were @CAPS2 The @CAPS3. and you would like to shaire your childhood stories with your children. BUT @CAPS4, books stores took @CAPS2 The @CAPS3 off of their shelves because a tiger and a pig could never be friends. This is nonsince. many people like many diffrent things.there is no reason to only sell what you like. otherwise your busines will fail.",2,2,,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,171,0.2,F
3192,2,"When I go to a library I @MONTH1 find some stuff that is offensive to me. But if somthing is offensive to me the person beside me @MONTH1 not  think the same thing  is offensive to him or her. When people try to put boundaries on what is offensive and what is not they can not . There is a wide variety of people that all have diffrent opinions based on their history.      What I think is offensive @MONTH1 be seen as the best thing that has ever been printed, published, or recorded and other people's eyes. The major problem is that offensive doesn't have a set definition. I don't think that you will ever find a definition that everyone can agree on. There needs to be a limitations to keep certain things away from certain age groups. For example you would not want a kindergarder to be able to check out a @CAPS1 movie.      Some censoring has to be done to protect people.But it all comes down to common sense. We won't ever all agree on what is offensive but if we use are common sense the problem @MONTH1 be solved",3,3,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,196,0.4,D
3197,2,"I don't think censorship is right for our public libraries.   In my opinion, it depends on what they are saying or what they are showing. Also, it depends on what what the ages the kids are or adults. People are different in many ways. It also depends on the way they take it in their signifaction.     If they move books, music, movies, and magazines off the shelves because their offensive that wouldn't be a very good idea because how would other people get ahold of it and want to read it in life, if they get taken off the shelves? Some people enjoy actually reading that stuff and nothing else. I just don't think that people would be to happy. Also, they're different cultures in these countries that read stuff like that.      People would like to learn about different things. If people took the books and other things like that off the shelves, there would be hardly anything to read. Childrens and up to adult books has all different kinds of things. The books and things like that you can read can have more things in it besides offensive things, sometimes they can have more information in those books than others.      In my conclusion, censorship is not good in our public libraries because it taking basic things out of the libraries and taking half of the reading from people.",3,4,,3,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,233,0.4,D
3198,2,"If the library is in a highschool then we are all old enough that we have already seen or heard anything and everything offensive. In case we haven't though you can't shield your kids from offensive material. This @CAPS1 hurts them in the long run. Such as when your boss gets to work and you or someone around you mess up a important assignment or task he @MONTH1 use terms such as the '@CAPS2' word or other vulgar terms to describe how mad he is. If you were to just hear those for the first time being yelled at you there is a chance you would have a break down or be ineffective for work.      Now im not saying we should all 'cuss' every day and talk in vulgar tongue. Im just saying that the real world doesnt have a 'clean' version. there is no mom or dad there to stand by and say, 'oh no thats not acceptable speech son'. If you took a survey of daily langauge of teens and young adults almost @PERCENT1 would say they use some form of vulgar langauge or inapporiate terms. We need to have our kids and teens to know its not ok to say those things and they need to know what is acceptable in society and not. but taking from them in the library and then thrusting them in a world with daily inapproite acts in not right",2,2,,2,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,240,0.2,F
