essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score,rater1_domain2,rater2_domain2,domain2_score,rater1_trait1,rater1_trait2,rater1_trait3,rater1_trait4,rater1_trait5,rater1_trait6,rater2_trait1,rater2_trait2,rater2_trait3,rater2_trait4,rater2_trait5,rater2_trait6,rater3_trait1,rater3_trait2,rater3_trait3,rater3_trait4,rater3_trait5,rater3_trait6,word_count,normalized_score,true_grade
1247,1,"Dear local newspaper, @CAPS1 opinion on computers is that I think they are the most helpful thing in our society and it benefits us greatly. Lets say if I wanted to see what across the world looks like, or even what the surface of the moon, mars, venus, jupiter, ect. I could just go onto a computer open or download a program a there it is. Computers also help people express there creativity by here a program that aloose you to draw or biuld. I bet the even help young children became smarter by biulding things on the computer. Another things computers do is open lots of jobs and in a bad econimy people need all the help they can get. With a computer you can keep people alive and bretheing you can find broken bones or tomors, you can biuld briges, homes by making blue prints. The last thing computers help us do is the most importen and that is helps people learn. By making simulation of the titanic a space ships or the floor. They help find information even if its about people you can see people on a computer with a camra for or save a life by fing were they crased on there plane or. Thats why computers are the most helpful thing we have @DATE1 and we should keep learning and progressing to make us more advance and smarter.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,234,0.6,C
1253,1,"Dear @CAPS1 @CAPS2, I think that computers are bad because you will be wonign to do no homework because people are playing to much computers and they are getting aditivf to the computers and it is dayise because you mit be talking to people that you don't now on thr computer and it is the vary dagis because it is the sam thing as haveing a myspace on teh computer it is vaery dangish because ther are dad people that be going on the computer and people be pating bad stuf on the computer.",2,2,,4,,,,,,,,,,,,,,,,,,,,,,95,0.2,F
1274,1,"Dear @CAPS1, @CAPS2, some people do spend most of the day on the computers, but not everyone. Oh, let me start with no. Not all people take atvantege of the computer. Like scientest, your banks, and schools. These tipe of computers helps us through life. With out these computers then we willl still be cluless on a lot of things. But, there are people out there that did take atvantege of the computers. And they still do. With unforgiving acks like child porn. One of our mane problem in the world is child porn. And a lot has to do with the kidnapping. Or in rare cases the parents are the cause of it. So these are a lot of changes that need to be doen. But when there cleared then the computer world will be peacful once agaen.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,139,0.4,D
1280,1,"Dear Newspaper @CAPS1, I think, in my opinion, that computers benefit to society greatly. The reasons I believe this is because of @NUM1 main reasons: Computers are a limitless source of knowledge, there are websites with online communities and it's just plain fun to use. Computers, as we all know, are a limitless source of knowledge. Now then, as you know adults need to work A @CAPS2 so most of the time if someone has to research something for work they could use a computer. Even kids who go to school need to use the internet of the computer for something like a project or homework. Now I know everyone, kids and teens especially, love to talk to their friends so most people sign up for an online community website. Now I'm very aware of online pedophiles but that can be taken care of by the fact of having friends you know of in real life to sign up as well. Lastly, I have to say computers are just fun to use. Kids like me that normally have a long rough day at school like to come home and rest with some nice game on the computer. Now this sounds like it just lazy but it is something nice to do for a distraction to other things. And thats where I stand on terms of the endless knowledge, online communities, and just plain fun of the computer.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,239,0.4,D
1286,1,"Dear newspaper, Have you ever grabbed a nice cold cake and sat at your computer desk? I @CAPS1 I have computers do benefit society. One way computers benefit society is it doesn't make people stand arcuna a book store or libray hours at a time. Another way computers benefit society is by letting people chat with people all over the over world. The last way that computers benefit society is it teaches people handeye coordination. If you have ever been to a bookstore or library you @CAPS1 how hard it is to find the book your looking for. Instead of spending hours on your feet @CAPS2 go sit on your computer for ten minuets or less. On the computer you can get any information about any information about anywhere or anything. one book about @LOCATION1! Going to the library Have Experts say the it helps people has done many tests and the people that use computers have better hand eye coordination than people that dont use computers. Dr a health magazine that the people that dont use computers arent very. Being able to @CAPS2 a skill it helps your mind to. As you can see computer benefit society helps peoples hand eye coordination.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,204,0.6,C
1295,1,"More and more people use computers, they love computers for place that are far or the news. Computers are good for everyone in this world. Know one can live with out computers. There's others dat don't like computer for nothing. I know that there's family or friends that be having computers they write each others like in myspace u could have friend from everywhere or family's. But computers are spending to many times on their computers.",2,2,,4,,,,,,,,,,,,,,,,,,,,,,80,0.2,F
1298,1,"Dear @CAPS1, I have recently discovered that you are debating the computeres have on people. In my opinion I would think they have a neutral effect on people. In this day and age computers are used for many things. Research, communication act. maybe the reason young people so much time in the computure is because they have a lot of home work on the computer, ""@CAPS2 this"", ""@CAPS2 that"", people don't relize to pass we have to go on the computure. And for adults when you work with big companies you work with people all around the world. Instead of fixing to all these meetings you can simply do it over webcam. Yes, I see your concern that people spend too much time inside on their computure but what about people who love to read or play music, they could spend hours upon hours practicing or reading. What is the difference? And you never know maybe being on the computure for someone is lik a sport for another. Computoras are just about anywhere houses, schools and even crime & medical labs. Computure or a prime source of the data base, of @CAPS4, criminal records and so much more. With out computures how could catch the bad guy or catch the cancer before it's too late. Computure are key in many things. in the end you could go all day about the pros & cons of computures. But there so key in major aspects today, the pros out weigh the cons.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,250,0.5,D
1334,1,"Dear @ORGANIZATION1, Computers are an amazing piece of technology, but some people are beginning to abuse the @CAPS2. There are many benefits to having a computer. In my opinion I think that computers help people out a lot such as looking up directions or even chatting with some old friends. But many People are abusing the @CAPS2 and not @CAPS1 when to get off. The @CAPS2 is a very fun thing to be on but when your on it for too long, you miss out on family acvivitys, hanging out with friends etc. I think that there should be a time limit for everyone on the computer. If we had something that would shut off othe computer but save everything you were doing, People would go out more and be more active. Eventhough people @MONTH1 be learning about things on the computer, you have to know when to get off. Now on the @CAPS2 there are websites where you can watch exercize videos or if you even want to buy some exercize equiptment etc. The @CAPS2 can be a pretty handy thing but you dont want to be on it for long periods of time. I believe that having a computer can be a very cool thing to have and very useful when you need it. But there should be time limits for how long people stay on the computer.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,230,0.6,C
1335,1,"Dear Local news paper @CAPS1 name is @PERSON1, I'am part of the middle community. I read or the local newspaper that lots of people use computers and that not everyone agrees that this benefits society. In @CAPS1 opinion this benefits society in many ways because you get to work anywere you want, you could connect with family, and because it gives you the ability to learn about other places and people. You can get to work anywere because now in this days a cellphone, and ipod's come's with internet and with many things that you need to work that you have in a computer. We also have the laptop's that are to take anywere. You also got many programs on a computer to connect with family on others states or city's as in @LOCATION2, @LOCATION3, @CAPS2 @CAPS3 and @LOCATION1. Last, it also gives you the abiity of learning about other places, and people by photos, information, and websites. Like when it says the trategies that had happened in other states like the one that happened in @LOCATION4. This is @CAPS1 opinion why computers are benefit for society. Thanks for reading them and have a nice day.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,201,0.5,D
1337,1,"Are people today spending to much time on computers. If so had done it affect thous. In our modern day people spend to time on computers. Both me and think that this is affecting people in many different ways. Some ways it by. Health your social life, and also your education. Spending to much time on a pc can effect your in many ways. For example exercise. The people spend all there time siting in a chair they could have a chance of gaining wait. Then you might be getting all the you need because your on the computer you might not go to to get the and veggies. Your want to just so you the computer. Social life @CAPS1, you could have with all the people you are also will them. Another big problem is education. Is you are all day on the computer anything @CAPS2 you it's not on the computer you Those are some of the resons why I think people shouldn't spend to much time on the computer.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,174,0.6,C
1347,1,"Dear @ORGANIZATION1, People are using computers all the time but computers help us all the time in positive ways. Computers help us look @CAPS3 information, talk to people around the world, and buy stuff from our house. In a technilogical age the possibilities are endless. I have cousin in @LOCATION1 and I talk to him through webcam @CAPS1 are more people then who talk to @CAPS1 relatives elsewhere actually almost @CAPS2 soldier talks to someone back home. Doctors even say that talking to some one backhome give a soldier more will power to survive. Everyone goes to school, so that means everyone has projecets. During projects a kid want know everything so a good way to get information is to goes on the computer and search what your looking @CAPS3. The computer has trillions of websites that people You can anything fromhow man started to the. Be a sport person and @CAPS2 one likes to get @CAPS3 free online, @CAPS1 are websites like @CAPS5 and @CAPS6 so you can. If you like that song go on @CAPS7, @ORGANIZATION2, lymewire, of any other store to and download to your @NUM1 or @CAPS8. In this time I hope you have learned more about the computer and have changed your mind. Even though @CAPS1 are bad people and bad websites doesn't mean the computers bad.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,223,0.6,C
1348,1,"Who would have thought computers can have effect for people. People all over learn things on the computer each day. Of cours every body learns and reds new things because of the computer. @CAPS1 is even fun stuff todo on the computer. You can pick from many different music videos and music. And @CAPS1 are many ways to chat with people like over the phone on a cell phone. But @CAPS1 are computers too , @CAPS1 are many ways to communicate with friends/family. Also @CAPS1 is myspace, facebook and @CAPS2. Those @NUM1 are websites that you can go on to take to family/friends but theres others website that you can go on. But I would also like to comment something about the computer. I understand the computers lots of fun. Sometimes you need a brake you cant stay on the computer all the time. You must that you need exercize too. You must go out and enjoy nature. You should take awaile or ride your bike. You must understand computers are good for learning but not for eeryday life. The computer is good for learning but you should also go out and got some fresh air.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,197,0.5,D
1367,1,"Dear @CAPS1 I would like to inform the public that using computers isnt so bad. The first reason I think make computers good is because of the people we can meet via @CAPS2, yahoo, @ORGANIZATION1 or gmail. For instance we could meet someone from @LOCATION1 and learn about his or hers culture or beliveths. My second reason I think computers help people is because what if someone didnt have @CAPS3 or the newspaper he or she could get the @CAPS4 news via nbc.com or fox.com and will be able to still find out whats going on in the world.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,101,0.4,D
1377,1,"Wouldn't you like to find a @NUM1-star hotel or resteraunt with a click of a button? I know I would like to. So should we keep using computers for the good of our society, or not use computers to exercise more? Computers are helpful to us by doing work that has to be done neatly. It also helps by accessing and surfing the internet to more useful stuff. A computer is very intelligent and not only can came in a boring, heavy, boxed shape. Computers are also in some electronics. If you go on vacation and forget to turn off the lights, you can use your hand held computer to turn it off. Communication is pretty easy on a computer. All you need is computer (of course), a microphone or headset, some speakers, and a special software. After you have all of these, you can connect with the rest of the world! Talk to loved ones or family members through your computer. If you want, you can also get a web cam. A video camera used on your computer. Then you can see others face to face! If you do not have anything what I just said, there is also texting. Just use your computer keyboard to type and send a message. Your computer can also a lot more things. You can play mindless video games! Your computer must have the right specifications to play it. Sure it might be pricey to",4,4,,8,,,,,,,,,,,,,,,,,,,,,,244,0.6,C
1394,1,"Dear Local Newspaper, In my opinion they take time away from exercising. Also, no one has time to enjoy nature. Of course, when it comes to family and friends, The time is stified by the computer. If more people get of @CAPS1 and @CAPS2, I'm positive all would be resolved. I'm sure that the computer is affecting everyone negatively. Obesity is a huge problem in @LOCATION1. One in five children are obese. I feel the computers is contributing to the problem. I remember times when I wanted to go outside and exercise, but the computer dragged me away wih all the fun games and videos the internet sure, the computers fine in moderation, but many people abuse their privellages. Obesity leads to many such as dogged arteries or strokes. No parents wants to see their go through young. But if from of to fix it? taking away for many. Everybody these dayrace people have so much effort making. I's sure I would have had across time if went people have probably done. Good times. Family to take time from away from us. In conclusion, I feel the computer is an addiction. Millions who on the computer gain weight. Also, it takes time enjoy nature but the computer blocking the way. Another thing the comuter puts family and friends on hold. Memories are being stolen by the awful device that computer. So else how bad the computer is.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,240,0.4,D
1397,1,"My is people should go only on the computer if they really have to do something such as type a reports, check your e-mail etc. Whats the point of going on the computers if all your going to do is play games that gets boring to me. I go on the computer to to my friends and check email and stuff and then i go outside to play. You should only be on the computer for @NUM1 minutes a day then go get some exercise. If you stay on the computer all day you will smell, get fat, get lazy, and no one wents these things. These are the things you should have. You can play basketball, go on a bike ride, with some friends, go swimming, I do this type of stuff every day and I am in good shape because of it. I stay healthy and fit I dont sit on the computer all day on a sunny day. You become more if you go more it gives you a chance to hang out with some neighborhood kids. When I get home every day I do my homework then I go outside and play, then later I go on the computer for @NUM1 minutes then @CAPS1 done and I go to bed and the same thing the next day. So everyone agree with me because you knew I am right.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,233,0.5,D
1410,1,"Dear @PERSON1, The use of computers is not beneficial to our society. I fear that many kids will suffer from child hood obeasity, this is because of the inactiveness of so many teenagers my age. They @CAPS1 could be enjoying life outdoors and staying active, but they choose to sit infront of a screen all day, everyday. Researchers have proven inactiveness is at large due to many, facebook, mysape and twitter users. These websites are nothing but trouble, other than being unhealthy, teenagers all over are being cyber bullied, to the verge of suicide. Many are not aware of the several pedifiles and creepos these sights carry, which can lead to abduction, rape or worse. By staying active and being outdoors with your friends could save you from these dangers. Go outside run a little, you would be amazed how much a little exercise can help you. Also I firmly believe time should be spent with your family, doing family activities and eating dinner with your parents. By doing this you become closer as a family, and it could help you make healthier choices keep exercise. I believe by following these simple steps, staying active, staying off the computer and spending time with the family. Is much more beneficial than learning how to type, or talking to your friends. Using the computer leads to cyber bulling, and dangerous people, living healthy is the way to be.",4,3,,7,,,,,,,,,,,,,,,,,,,,,,236,0.5,D
1416,1,"The advancements of technology has developed so much that it has become comenly known to us as a normal house hold such as we use it every day at work, home, schools, bussneses it has become a comen used item in the everyday life. Emails, researching, questions on the world around us. It is required at almost every job application and at school and every thing in between. It's the - @DATE1 - complete age. Computers are and every day thing such as email how thats something that I dont worry about that and also there used to file a tax return. Also it is used to make reports up for people. Computers have also become a comen used thing such as school that we use them for reports, studies, and some home work. Also buiseness use it to comunicate with corprat @LOCATION1 uses a wide stance of technoligy they rec got a whole bunch of apples. Last. Computers are required at most jobs, and @CAPS1 going to list a few state, schools, military defence, jobs for on missles A and thier satlelite communication shut dwn on all comunications cell phones one those plaines that if it the twin towers nitro in atrack, tracking the truck where it gose and the rest I know about computers is classifieded. And this is why computers are needed in this society to use every day and thier comenly used and that are requirded.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,239,0.6,C
1421,1,"How does the computer effect people? @CAPS1 there are way's that computer's can be really bad and really good"", they're good. Because people who dont like writing usually just have a computer to type on. But people rarely do that, parent's and kid's stay on the computer not caring about nothing else but the screen the kid's stay up all night knowing they have school they dont even do their homework. I have proof my freind's, research show's, my mother also agree's. I suggest that you will agree on my opinion'. @PERCENT1 of my freind's agree with me because they have been through this, and they would'nt wake up to go to school. Dr @PERSON1's of @ORGANIZATION1 researched how parent's hardly spend time with their family. For example father's they basically always on the computer either working or looking up stuff. My mom say's that when she was younger she loved the internent. She never wanted to get off: @CAPS1 i hope youv enjoyed my opinion', thank's for even taking this time to read it. Thank's again.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,194,0.4,D
1428,1,"Dear @CAPS1 @CAPS2, I think computers do benefit society because computers can do alot of things like teach you. Computers are very helpful now, mostly every thing gets done on it. The computer teaches good eye cordination, how to focus, and show you stuff you don't know about. Without an computer you really can't get any thing done or reddy. A computer can be helpful for lots of things like job aplications of taxe's, or at a grocry store register, typeing and being on the computer is exercising but not for your body. When your on a computer exercise your hand's and your brains. With out computers you really cant do any thing. Mostly everything you do in life have to deal with some type of computer. I think that the people that said they shouldnt be on the computer is wrong because they can interact with there family that's far away thats also on the. You can enjoy nature by just takeing a look old you don't have to walkt out. Thats why I think computers are positive and helpful.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,187,0.4,D
1429,1,"Dear @CAPS1, I believe that computers have a positive effect on people. Three reasons why I think computers have a positive effect on people are that you have the ability to talk to your friends and family, also talk to other people around the world and you can even shop online. Without contact with your loved ones is sad because if you wanna talk to them you can email them to see how they are doing. With emailing you can send messages to your friends in any part of the world. One example of this is if you have a friends in @LOCATION1 and you wanna see if he's doing @CAPS2 you can send him a message. Talking to people on the web is really fun because you can se what or people are playing games with you. If you are on facebook or myspace you can add people as your friends so you can friends. Shopping online is more faster and more quicker than shopping at. is that if you shopping for clothes and there's a then you'll start to go that's why there is online shoping so that we can. You can. In conclusion is a very useful thing. talk to your relatives from @LOCATION2 and you can shopping without the waiting in line. The can talk to other the world.",3,4,,7,,,,,,,,,,,,,,,,,,,,,,227,0.5,D
1430,1,"Dear Local Newspaper, @CAPS1 you think computers have a positive or negative effect on people? In my opinion, I would say that computers have negative effects on us. This is because we would get less exercise, less time to enjoy nature, and interacting with family and friends. If your on the computer most of the time at home, how would you get your exercise? You wouldnt because the whole time you would be stuck sitting down at the desktop. This is also a proble because this is how obeseity can occur from no exercies, and just sitting all day. Or people who have heart problems nad need exercise can worsen by being distracted by the computer. Being home on the computer does not let you enjoy nature. Instead of going outside in the warm wheather, having fun people are staying home. This is not good because they should be out having fun, not on the computer all day. Missing time with family and frinds is unexeptable when your on the computer. This is because yar supposed to keep your family and friends company and not daze off on what your doing on the computer. Also you miss family gatherings or leave yar friends lonley. Thats because yar to busy on the camourar nad not paying attention to anyone arand you. This is why I think computers have a negative effect on people. This is because of less exercise, less time to enjoy nature, and interacting with family and friends.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,249,0.6,C
1431,1,"Dear Local newspaper, Technology is a ever evolving thing and more and more people are using it. With more people making use of computers, will be the more technology benefits our society. Through the use of computer people will be taught hand-eye coordination, be presented with the ability to become educated on distant places, and also allow people to talk online with other people. Through the use of computers people will be taught hand-eye coordination. A effective skill to learn would be hand-eye coordination, the benefits of this would be outstanding. Having great coordination would mean that person would exceed past anybody who do not use computers. Advanced coordination would mean that person would able to accomplish more things like fast typing. Finally better hand-eye coordination means that person will be more likely to obtain a job in a field that needs good coordination.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,148,0.4,D
1442,1,"I think @CAPS1's should use computer's so they can help their self's by using a computer? First @CAPS1's should use computers because if they wanted to take notes on what their doing they can just go on the computer and write it. The Computers are faster than just writing. On a computer all you have to do is type. You can use a computer to look up what ever you want to look for example: the teacher ask to look up a giraffe. The only place you can find a giraffe is if you go on the computer and search a giraffe. That's a reason how to look up things it is easier to look up things instead of looking it up the most way. Lastely, if you have a project you have to and it involves pictures and you dont know how to find it all you just to do is go on the computer find what you searching for and then we are done after you found everything that you see @CAPS2 to let students use computers insde classroom/schools for the they can get easy help.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,194,0.4,D
1457,1,"Dear Local @CAPS1, I think that computers do not effect people bacause I believe that they actually benefit people and the way people live computers do more than have games, In some cases help you gain knowledge computers can be used for entertainment, jobs, research, projects and more. Not just for games. Computers help peopel do their job. For example, if you work as a lawyer, you @MONTH1 need a computer to type your documents up. If you have bad pemanship and have a joblike a lawyer. You @MONTH1 need to refer to something in your document and can't read it, that's a problem. So in that case, that;s where the role of the comuter steps in. I also think that computers do not have effect on people because through garde schoo, sometimes kids need the internet. Some people don't have the option of a library of ther isn't one near them. By using the computer for inofrmation on a project or homework, I think it benefits, not effects. I have one more reason why I think computers benefit, not effect. I believe that if you have a @CAPS2, or @CAPS3, you have a chance to meet people from all over the world. Just by that, you could learn something you could learn their lifestyle and things about thier culture.Thank you for reading my letter, hopefully you will rethink your decision.",4,3,,7,,,,,,,,,,,,,,,,,,,,,,237,0.5,D
1461,1,"I would agree because computers do help people with other things like vacations sights, jobs, presents and shoping. So many uses for the computer. But creators of the computer are worried that people are spending to much time on the computer. Mainly its about conserners and users, most of those people complain that their having no time with their family and friends. You never know if the users are looking up vacation trips for both friends and familys. The things that conserners dont get is that the computer can teach you alot of things, history, mathmatics, science experiments and many more. Computers are also used in schools to help students with their work, even teachers use the computer for grades. It is true about people not going outside geting some fresh air or even taking a walk in the park. They cant keep themselfs on the computer for like @NUM1 hours, its just crazy. So i would go with both sides. Its just better to enjoy life then just look up things that you dont really need to. You should only need to go on like paying bills, and furneture for your house. Thats why the computer was invented.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,199,0.4,D
1462,1,"Dear Local Newspaper, @CAPS1 a world where the uneployment rate rises sinificgently, people can't communicate or learn as fast, and everyone is stressed out. That's what the world would be like if computers just discapeared. I think computers are more benefical to society then some people relize. They teach us new things and help us with hand-eye coordination. Many jobs are involved with computers, such as an acountend. Computer games and @CAPS2 help take the edge off after a hard day. Schools are the backbone of society. They teach kids and teen how to become sucessful adults. Computers have helped greatly in speeding up the teaching process. Teachers can now acess grades in a heartbeat. My computer helps me.",4,3,,7,,,,,,,,,,,,,,,,,,,,,,122,0.5,D
1463,1,"Dear Newspaper: I have just read your recsent article on a weather computers are helping, or recking society. I think it is helping because without the internet I can't learn how to do things such as clear a the proper way. This takes time to learn but out over internet I learned it quickly. If you do this the wrong way it could blow out of the bold and potentially you. There are many other uses is you just can't find your family is counting on you. You can do two things, you can panic and let everyone down, you can go or the internet and save. But all I have wasn't to the real. The computer does effect how people exercise I know what you are. but you have. Clear enough. The internet does effect how you exercise. It's pros how to better and more affective ways to healthy. There is also cons; some of the con sinclude hot. All of these can lead to different things like going or. it isn't, its only a bad thing when your. In conclusion just do the right things and you will be healthier than ever.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,199,0.6,C
1466,1,"Dear @LOCATION1, minute man, people are complaining. They are complaining about how computers interfer with their family and life. But it teaches adults and kids new things. Being on the computer is an exeperince. You can almost search anything on the computer. You can learn history or about the present time. Like one time I was searching (@CAPS1.com) on how to fix a playstation @NUM1 controller. I found out how to do it and it worked. While you are on the computer you can interact with friends, find out about the weather, and find out if you have any homework. The computer also teaches you how to do different stuff. Like this one time I learned to do a hardflip. Also computer's can help you with your homework. Like if you have science homework and you're trying to figure a word out you can search it. Or if you're looking for a book for @LOCATION2 you can search websites for good books or ask a friend. The computer helps many different people in many different ways. And you know how people say computers are bad. If you have a t.v. for game system its like having a computer, right? But don't go kill your self looking for a cheap one. But I do suggest that everyone should have a computer, they are helpful and fun.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,231,0.6,C
1473,1,"Dear local news paper, This paper is going to be about the reason computers are bad. Frist, computers are bad cause people wouldn't have time to enjoy the nature when its nice and warm out. Second reason is cause they won't spend time with there familys at all or there friends and the only time they would get off the computer is to pay the bill and buy a game for the computer. The third reason is that how are going to get a job cause they wouldn't want to get up to look for a job cause there having to much fun intill they cut off the light then he would do dum things to pay is bell se he can start to play again and thats going to make hin do it over and over again. That's why it's bad to have a computer. But now where is people going go in life cause some people love to play games on the computer and some don't that's why some computers are bad for some people. And this is just my opinion there's alot more people might think so to. And thank you for having time to read this.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,208,0.4,D
1474,1,"The reason why I think computers are good is because people like to do their work, or children likes the games on the computers. The second reasons is that adults likes to do their jobs online. Finally people who have computers are probably happy because computers is a good thing to have because you can do everything on it. My opinion is that computers are good for people because you can do everything like play game, go on myspace, facebook, twiter and alot of other websites.",2,2,,4,,,,,,,,,,,,,,,,,,,,,,86,0.2,F
1477,1,"I blive that computers have a lot of effects on people for example there eyes, there body, there mind. First you eyes if you set next to the computer too close you eyes gets effected by the computer screen and you @MONTH1 lose your eyes and then you woudnt be able to see or read or do alot of fun staff like playing as you want to set near the computer or not. Second your body if you set on the computer for a whole day and not exersice you will get fat in other word you body will become fat and you will not be able to ran and do a lot of stuff and so are you just set on the computer for the whole day or not. Thrid is you if you watch on you computer like a video or play a new game and you mind if only thinking about doing that and then when you go to school you will only be think about that and you will forget every thing you wanted to do at you thinkin about because of that. Fanilly I am telling every on to not spened too much time on the computer and be exersing and fun act side are working on you school work and doing homework and exersice and I want everyone to have a good life.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,229,0.4,D
1481,1,"Dear Local @CAPS1 @CAPS2, I would wont computors because it benifits our society. It helps on learn about countries around the world and whats going on. For example if you wanted to no about it's sports, you can just type in name. Also a computer can help you with your education. If you were working on a homework assingment and you needed some help you can just go on the computor. It is also very benifial because student can have lots of fun playing games on the comput say like it's a cold rainy day and there is nothing to do, a kid can get some entertainment by going on the computer. It is also a good way to communicate with you friends. For example, facebook, @CAPS3, twitter, and email one all good sources of communication. Also it is good for if you have a xbox or a @NUM1 you need a computer you need to hook up a card to your computer so you can play online with your friend. It's good to have computors in school. Is teachers want some students to go on a website to learn something it is a very helpful source. It is also a good in source because in school if your working on this big project a computer can help you do it. I hope these one all good reason to have computer in our society, and it will benifit us in a number a differnt ways",4,3,,7,,,,,,,,,,,,,,,,,,,,,,248,0.5,D
1482,1,"More people tend to use computer's more than going outside enjoying the weather, and I think people should less time on the computer and more time interacting with whom ever. People spend most of their time talking to people on any websites/playing online games. I think that it's a bad habit, people of all ages spend their time doing that when they can do something fun, but chose not to. Parents should be responsible for their children staying on the computer all day and watch out what they are doing because it is dangerous. There has been many people who have been hired. Raped in websites such as @CAPS1, @CAPS2, and many other dangerous websites. In be more I would say that children and adults talk to strangers and think they know that personso well, meet them some place and get killed or anything because many people lie they age. And who know that person can be a fiftey year old woman or man. Say their a teen and end up finding you That is why parents should not be let their children be on period of time and should be on. While you reading this I hope you understand why it's rong and take my suggestion under and help us young kids to (thank you)",4,3,,7,,,,,,,,,,,,,,,,,,,,,,220,0.5,D
1483,1,"To: @CAPS1 this letter concerns, Computers are apart of our daily life. You can do many things on them such as play games, watch videos, search the web, and even communicate with people from all over the world. They are very useful for people who go to school bacause you can complete and save work for your classes. Sure maybe some people are addicted to the computer but others use it only when they need to. Computers have a massive affect on some peoples life. Sitting around on the computer all day can be harmful but informative in many ways. One of the informative ways is that you learn new information every time you log on. That is why I think the computer has a great effect on people.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,129,0.4,D
1490,1,"Dear local newspaper, The effects Computers have on people is that people realie on them and thats not good because they have less time exercising, enjoying nature, and interacting with family and friends. First of all, having less time exercising is not good because @NUM1 out of @NUM2 people ent up fighting obesscicley. ""You don't want to be one of those people trust me"" said @PERSON1. Second, enjoying nature is a good thing to do instead of playing with a computer because you get your daily dose of air by enjoying nature. ""You also have a lot of fun"" said @LOCATION1. Lastly, interacting with family and friends is fun and who doesn't love that. ""Spending time with the family is fun cause you get to go places,"" said @PERSON3. ""Who doesn't love going out and spending time with friends on the weekends,"" said @PERSON2. Those are my reasons why the effects computers have on people are not good.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,161,0.4,D
1492,1,"Dear local news paper, I think computers can have a bad effect on people from a really early age. Starting at thirteen and up through adulthood. People spend hours at a time on the computer when they canbe exercising or doing some type of activity out doors. Computers can make some people feel like life is being taken away form them. Spending so much time on a computer can really damage a person posture. It is said that when some get on a computer a state of comfortbility comes over them and they lean over with their backs bent and they there for periods of time. Imagin a person being cramped in a tight space for eight hours and when that person gets out they all their joints and muscles being stretched from that point of tensions. This is what we do to our bodys when we get on computers.",4,4,,8,,,,,,,,,,,,,,,,,,,,,,150,0.6,C
1496,1,"Dear Local Newspaper, @CAPS1 that humanity has, has it's up and down's and it's positives and negatives. the something with technology. It has it's ups's and downs but because of it our society grows increasingly advanced. It gives us the oppertunity to grow more sophisticated to set our goals beyond reach. We make the start of great things with these. Computers teach us and sometimes can guide you. You can click on a link and give you an amazing oppertunity or click on the wrong one and give you d virus. Computers can get you away from all the stress in your life and take you to a beautiful place it can give you the chance to let you learn something that you didn't even know existed.",3,3,,6,,,,,,,,,,,,,,,,,,,,,,133,0.4,D
1507,1,"Dear @CAPS1 @CAPS2 writers, @CAPS3 are an avrage of @NUM1 computers per house. That is just too much. I think society is too much time in computers. Computers are taking over our life. Spending time on the computer runs up the electric bill. Computers are one of the leading problems with weight and you are  and interesting with society when on the computer. @CAPS4 you spend too much time on the computer you run up your electric bill do you realy want to be spending @NUM2$  in a month or would you rather get groceries, or even pay bills with that money. "" On avrage a family who used less computers saved @MONEY1 than a spends more time on thier computer. ""@CAPS4  i knew how much I save I would decanated computer"" says gamer I didn't know how much my hobbie was me"" @CAPS5 @CAPS3 is the problem life. The worst problem with computers is you dont  with society @CAPS4 you spend most of your time on the computer you wont have alot of friends in real life. You @MONTH1 have online in real life toy call in love. I other than paly on the computer. I think society spending too much time in the computer. Computers such as the electrisity bill, when you the computer, you gain and dont participate with society so get off that computer and.",4,5,,9,,,,,,,,,,,,,,,,,,,,,,229,0.7,B
