essay_id,essay,output_1,output_2,answer_counts_1,answer_counts_2,argmax_match,human_grade,output,answer_counts,entropy
1617,"Dear local newspaper, I feel that the people using computers benefits our society. I feel this way because computers give people the ability to learn about far away places: and people have educational websites, and even allow people to talk online with other people. First of all computers give people the ability to learn about far away places and people. When I was in sixth grade I had to do a project on @ORGANIZATION1 didn't know anything about him. But, luckily we have computers so I was able to @ORGANIZATION2 on a computer and found a wodd or information on him and got an a plus on the project. Also, when I was in fourth grade I had to do a project on @LOCATION1. I went on a computer went on @CAPS1.com a get lots of imformation and got on a plus. The second reason computers are benefitial to the society is because computers have educational websites. Computer technologist @PERSON1 saids, ""@CAPS2 percent of the computers websites are educational. I also remember when i was in seventh grade the whole class went on @CAPS3. com and were able to learn math and have fun at the same time. Last but not the least, computers allow people to talk with other people from around the world. Theres a website calle myspace.com and it allows me and other people to talk online around the world. I asked my class and ninety percent of them go on myspace.com. On the other hand the computer does have cons. Some kids go on unprohibited websites that are not for minors. Theres a website called @NUM1.com and it has shooting and killing games that are not for kids. Also, some people are computer addicts who stay on computers almost twenty four seven. Now, you know my reasons, why computers are good to the society, they give people the ability to learn about far away places and people, have educational websites, and even allow people to tlak to other people online. What is your choice in these actions. ",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
1587,"Dear editor, I think that people are spending too much time on the computer. Because of this, people are getting less exersice, they are not spending enough time outdoors and the dont spend as much time with their family and friends. Exersicing is an important part of one's daily schedued. I have a friend who exersices everyday. She is the healthiest person I know and rarely spends anytime on the computer. But, she knows someone who is almost her compleate oposite. He hardly ever exersices and spends @NUM1 hours on the computer each day. He has also been diagnosed with diabeties and is obese. These are the type of health problems that are faced because of lack of exersice and too much computer time. Experts say that people should get at least @NUM2 minutes of exersice every day. But, because more and more people are spending time on computers, this is almost impossible. Studies done at @ORGANIZATION1 show that @PERCENT1 of kids under the age of @NUM3 are obese or at the risk of becaming obese because they are not getting enough exersice. You don't want that number to increase do you? There are other problems that people face because of too much time on the computer. People are spending less time outdoors and more time inside at a desk. My friend @PERSON1 spends way too much time on her computer and not enough outside. She failed a science poject because she was on her computer, rathern than outside comparing the leaves from different trees. Doctor @PERSON2 is a child phycologist and when he asked kids if they would rather play outside or be on a computer, @PERCENT2 of them said computer. This shows that people on computers are not only young, but they want to be on the computer more than be outside. This is a number that, in my opinion, is too high. Lastly, there is the problem of people not spending enough time with their family and friends. By this I mean face to face time, not just video chatting with your friends on facebook. This has caused tension in relationships. My friend @PERSON3 didn't go to her family reunion but stayed at home on the computer and at the next family get together, she was ostrisized because she didn't go to the reunion. High @ORGANIZATION1 guidance counselor @PERSON4 says that @NUM4 out of @NUM5 friendships are ruined because kids dont spend enough face to face time with their friends but are on the computer. These are all god reasons why less time on the computer and more time exersicing, outside, and with family and friends will make your life happier and healthier.",B,B,{'B': 10},{'B': 10},True,B,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
4682,"Censorship in libraries is a great issue in the world today. Many authors now use offensive methods and terms to persuade their audiences. However, many do not. All authors have the right to say what they wish but there is a limit to where the books should be placed and who should view them.     If libraries accept offensive types of magazines, books, music, movies, etc., they should most certainly be placed out of the reach of children. Like many libraries in the city, there is a section for children and a sperate section for adults. Any materials that are found offensive should be placed in a special section of the adult area and customers should be warned in some way. Since everyone has their own view of what is right and what is wrong, a special team should be placed in charge of keeping the offensive materials seperate. Those who borrow anything at the library @MONTH1 have the right to bring that special book or movie to the attention of those in charge. By sticking to this method, offensive materials can stay out of the hands of those who do not wish to see them.     Items containing vulgar language is unjust to most. There are still the majority, however, who engage in the oppertunity to view these materials. Everyone does have the right to do what they wish but, from personal experience and growing up in a home where I was taught right from wrong, people should be treated with dignity as well as respect. No matter our color, size, looks, or personalities, we are all created equally as our constitution says. Therefore, we should only view what would be considered just to all. After all, everyone wishes to be treated kindly, right",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
673,"Dear local newspaper, @CAPS1 my opinion on this is that people do use computer's a lot! Some people dont care about exercising, or enjoying nature, maybe people dont even have friends so they spent a lot of there time on the computer because they have no life or maybe they just go on websites that are addictive. For example @CAPS2.com, people/kids have one of those? They chat with friends or maybe even boyfriends. Enyways thats my opinion. Another opinion is that I think people should not spend most of there time on the computer. I think that because people should be having fun, socializing with people, and living there life! So this is what I I think, my opinion about ""Computers"".",D,D,{'D': 10},{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
3045,"Should books, magazines, music, movies, and ect. be censored for certin age levels? No they should'ent. Books can be very educational. Sometimes you can't even find a book with out bad things in them. Even if they do, sometimes it's the only way to learn some of the rich history of our country.     Books can't be censored from children. Why you ask? Because the reason people read books is to learn. To learn about love, math, history, and much more. These books are writen by adults, not for adults, but for everyone to read. I read lots of books, and every book that I read I learn someting new.     Back in the ninetinth and twentith centerys, cursing was huge in books. But it wasent just to curse, it was to show the full dioulge of the character. It also set the mood of the era, and the place, where the story is being held. Such as in war books the characters curse a lot. The reason for this is that if a man gets shot in the leg and all he said was,' @CAPS1!!' That isn't how the character would act. The man would curse his lungs out. Not literly but when the author writes what someone would truely say, the reader will have a better understanding of the characters in the book.     As the quote says, everyone has the same right to read, which is true. Its true because everyone has a right to be interested and learn about what they are interested in. Right? I myself strongly belive they everyone should choose what they want to learn about, and then have the freedom to do that.     So should books in a library be censored? No defenitly not. its the best way for people to learn what life is really like. Sometimes you can learn anything with out reading a book with curse words, sex, or violance. People worry that reading books like this will create bad people if they learn these things at a younger age. But it wont, it will only show them how not to act. And can only create a better person.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
4596,"Diffrent books are mean't for diffrent people. Yes, somtimes it matters when certain materials are not supose to be showing in public. But, we need to know whats happening all over the world. Even as we speak there might be a battle going on somewhere or somthing very importent is about to happen in other contrey. We will need this informaion all the time. There's this old saying that I read in a book once, 'You can not juge a man until you claim under his skin and walk around in it'. It took me awhile to understand what they mean't by that. Then, I finely understood what they really mean't. You can't juge someone by their outer looks, you must juge their inner personaltiy.When you look at a book, movie, magazines, etc., you can not juge it until you see it for yourself. Compony people create these things for certain people that enjoy the things they love. Tv shows, newspapers, books, etc. All the things to make them happy.We must enjoy what we have in this life. People always say that the world is going to end. But it wont, for this we will live on in the after life.",D,D,"{'D': 9, 'F': 1}",{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.95, 'F': 0.05}",0.2864
1153,"Imagine this: You entered a raffle at your child's school for an all-expense paid trip to @LOCATION1, and you won! You are so excited until you realize you know nothing about @LOCATION1. You don't know what the weather is like, you don't know what kinds of food they eat. You're not quite sure how to prepare for the trip. So you go online and learn everything and anything about @LOCATION1. You pack appropriatly, and you have a great time. All because you had a computor. Computers can help you get a better education, no matter what your age. It also gives you the ability to keep in touch with friends and family, and are necessary for many jobs. Computers help many people learn about different countries and cultures. We know so much more about other places now than we did before computers. But computers can teach you so much more than just different countries. They can teach a whole new language, or help you understand the science lesson better. There are many online colleges where you can learn the lessons online and on your own time which is good if your really busy. The internet is a great way to keep in touch with your friends and family. You can use email, instant messaging, video chatting, or you can make an account on websites like facebook or myspace. For example, my cousin is in the navy, he has been for @NUM1 years, and before I got a facebook, I had lost touch. Now I talk to him all the time. When most people hear computers, the first thing that pops into their head is ""internet"". But that's not all a computer is good for. Nowadays, many jobs use computers. Banks, @CAPS1, teachers, @CAPS2, even cashiers. Computers are no longer a luxury; they have become a necesity. In fact, @NUM2 out of @NUM3 jobs require a computer. Computers allow you to type up that book report, or make a very important letter look professional. Computers have changed the world; and once it's changed there's no going back. So, it looks like access to a computer made that trip to @LOCATION1 easier. Clearly, computers have become a part of every day life. You can keep in touch with your friends and use it for your job. But most importantly, you can learn so much!",A,A,"{'A': 9, 'B': 1}",{'A': 10},True,B,A,"{'A': 0.95, 'B': 0.05, 'C': 0.0, 'D': 0.0, 'F': 0.0}",0.2864
4477,"How would you feel if someone told you that you couldn't have certain food in your fridge that sence its bad for your health or they might think it taste bad. You would not be too happy about it. Well its the same thing when people want to censor the libraries.     When people try to censor the libraries they try to take out books that are 'offensive'. If someone that likes those kind of books and they are being taken off. Its unfair for that person because they are being limited on what they can get from the libaries. Libaries are soppose to be a place where you can get books or magazines that you like to enjoy but they cant do that because people are trying to cencor the books.     The people that want to cencor certain books say that they might offensive not only to them but they could also for the kids. Well I say to that, you don't have to bring your kids to that section. You don't have to read those books you can just leave them alone for the people that like reading them.     To the people that want to cencor certain books what makes a book offencsive? Whos to say if that is offensive or not? The two views are differnt just because one person thinks its offensive doesnt mean another person thinks the same.     My opinion is leave the books there and let people enjoy the books they like to read. No book is bad every book does good for you because it builds your education, it could also be a stress reliever, and something you like to do on your free time. The people that are getting cheated out on the books they like because they are being cencored. What if the @CAPS1 @CAPS2 series got cencored because of the magic.To some people that might be an offensive book and if that book was taken off the shelve we would lose one of the greatest books and @CAPS3 of people would be upset.      So the way I see it everyone should be entitled on what books they can choose. To the people that don't like certain books just leave them there you don't like to read them thats fine. Everyone is entitled to there rights like Katherine Paterson said 'You have exactly the same right and so does everyone else. And then we have no books left on the shelf for an of us' So we should all get to read what we enjoy to read, cause reading is endless",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
608,"Dear, Newspaper @CAPS1 my name is @CAPS2, @PERSON1 and I think that this idea based on why people need computer is a good statement/ @CAPS3. My @CAPS4 oppinon is that same say people use their computers so much they dont yet exercise. When that is not true do to the fact that computers have. Programms on how to watch your weight. Stocks and etc also Technology helps people around the world on websites, programs such names as to video chat, @CAPS5.com for instant messaging. on the way teen stuff like computers help people for on video chatting, emailing people their rezemates to jobs on why and how their based. On showing people their recent jobs. And giving details on showing people reading this article is that technology of computers also help @CAPS6 save. Most reasons we need tech equipment is that people use it on fields such as the navy, @CAPS6, dealships, all over the world industry. Why is that good well my point of view is that business need that to order their stocks for store carriers and more. For @CAPS6 on field to use for @CAPS7 sean, pregnacy, pulse radar's and more. And on the negative point of those side of the readers are based on the mostly that people get addict to technology when the truht is that people really need technology look around you and everything in this world has mostly been made by technology and. the @CAPS8 is that people should agree. that computers help people, speak, @CAPS9, email, lives, help find family, friends, give directions, so on my point of view @CAPS9 tel your dean @CAPS1 and readers that interacting with technology. Is a good way nto control ways on how or what you do in the computers do to that in my way I make sites audio and interesting Technology can allows people on ways to help people. Find and create ways to making money or interesting positive out comes out of using person in this world goes in and thru out tech equip. These days, and to the people who have read this article should pass this story on to people who take technology on negative terms and to help them think about it positive.",F,D,"{'F': 9, 'D': 1}","{'D': 5, 'F': 5}",False,D,F,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.3, 'F': 0.7}",0.8813
3156,"I am a citizen of the @LOCATION1 and I believe that the censorship on the material in libraries is not good but it could be better. It should be an age limit on certain books and magazines ect. in the library. Somethings younger children shouldn't be able to read because of the maturity level. I remember taking my little sister to the public library and she got a book and began to ask me some words that she shouldn't even be hearing about now.      On the other hand, those books @MONTH1 be needed. Some people need those types of books and magezines for research papers and things like that. Now I consider myself a young adult and I believe that other children my age could read about different things and know whats right from wrong. Its also up to the parent or gaurdian of the child , if you feel that you dont want your child to read anything thats not appropriate then go with them to the library. But then some children dont have a mature parent or gardian that would tell them what to read and what not so thats when the library should do something about the censorship on the books.     Well I jus wanted to write you this because like I stated before the censorship on the books, movies, music, magazines, ect. in the library is ok but it could be jus a little better. There should be a certain age when a child reads or see's certain things. But you can't just take all the books and things out the library that are not appropriate because some people actually need the books. Thats why I believe that it would help if the library had a age limit or made certain things for mature audiance only.",C,C,{'C': 10},{'C': 10},True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
255,"Dear Newspaper editor, Computers have been a great advancement in technology, but some people think otherwise. It is a great thing to have some people say but others think it is a hazard to health. I think it is an excellent thing to have. I have come up with @NUM1 reasons to support my opinion. Computers help you keep in touch with distant friends and/or family, they assist you in research, and they even let you do shopping. Firstly, if you have any relatives or friends that live far away computers have websites such as aol or facebook & myspace that you can use to keep in touch with them. Most of them are free to create an account so you don't need to worry about monthly bills for them. So this is a lot better than driving and paying gas for visiting. Computers even have webcams for video chat. With video chat you can see each other & talk at the same time, thats amazing. Secondly, you can search the web for research. If you have a project and you need more information than books give you then just use google or ask.com. You can easily find the details and information you need. All this takes is just a couple minutes, which is alot better than reading for an hour or time. Lastly, if you really want something or need it just shop online. For example if you are a really cool toy that you want to buy for your daughter or son, but its not for sale in stores then buy it off the internet. They even ship your item fast. I like buying off the internet. When I really wanted a bike I saw my mom end up getting it for my birthday. In conclusion, computers are very handy. If you need information, talk to someone, or buy something its got it. I use computers a lot. I think they are very great to have.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
3604,I think that the books sould not be removed because people know what they are reading and if they dont like the book they sould leave it. There is no reson that the people would whant to remove any book for any reson because alot of people like different kinds of books     If they would remove any books they would be alot of people mad because those people mighit of really liked that book and wanted someone else to read it. That book might of also been in there family for a really long time and they want everyone in there family to enjoy that book.     It would also not be good to remove a book because if they remove a book they have to get more books and that would cost more money to get more books it will also waste more papper.     Another reson that it would not be a good idea is that if you get another book replace the old one the people might not like the new book and the place where they have the book at will lose money and will not be good for them.     So thays what I think would be my opinion about removeing a book it would not turn out very good and the book store will lose alot of money because they got rid of a good book and broght back a reallty bad book,D,D,{'D': 10},{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
2993,"Dear Newspaper,     @CAPS1 would you feel if someone wrote a book about @CAPS1 bad the newspapers are, and the tore you down so bad no one wanted to touch another newspaper? Think about it if something is found offensive should it be avalible for thousdands and thousands of other people to read? I believe that certain materials such as books, music,movies,ect. that are found offensive should not be allowed to be removed from a libraries book shelves, let alone even be on the shelves.     Now lets just think about this for a moment.What if a sexist book fell into the hands of an inocent childs hands that could just read enough to get through the book? That child could end up living that kind of life that the book protays. If I were a parentt I know for a fact I would never want my children exposed to harmful reading materials until they know right from wrong, and have a clear judgement on it.     Or from another perspective what if that  one book, about @CAPS1 black people are bad and nasty, fell into the wrong hands for this purpose lets say a drunken, old fashioned man. Who just so happens to think we should continue slavery. That one book could stimulate this white mans thoughts and he could try to put his thoughts into action. Throwing what that book says about black people in a young black womans face. Then continues ,after seeing what that alone has done to her, rapes and beats her. Only to let her live and make her his own whore or slave for aslong as shes living. Can you imagan this world when @CAPS2 only knows @CAPS1 bad this woman is hurting. @CAPS2 is the only one who know @CAPS1 long she will deal with the pain.Before she stops fighting for her life.     Just think all that I have told you about, gave you examples of all started with that one single book.The offensive book towards sexists and towards black people. these are all reasons for those book to be ban from libraries or at least glued to the shelves.",C,C,"{'C': 8, 'D': 2}","{'C': 9, 'D': 1}",True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 0.85, 'D': 0.15, 'F': 0.0}",0.6098
3111,"The right to remove a book off of a shelf is not good thing to do. My view on the subject is that, if this begins there will only empty shelfs in librarys across the country. Once the removing of books start there will be hardly any left.     We use books everyday, for students we use them to learn and for a entertainment during someclasses. Books help us learn things, like new words we've never heard of before, or some major point in history we should know about. Even as adults some of them like to read in there free time.     I think its wrong to remove a book off of the shelf, just because a few or a bunch of people think its inaproprate. If it is the librarys should have section for those books that dont let the little kids go in that section. their is a problem for this idea, what books should go into this section of the library? A way to solve that question would be to elect a nation wide library service to set it up and have people vote on which books to to remove or put into a speacial section in the librarys across the nation. This idea goes the same for everything found at a library.     Another soulution to this matter is that, the librarys across the nation have another labeling system like the dewey decimal system but use both. this new system could contain information like reviews from crtics about the book, or what happend during the book. This would inform the reader more on what he is about to engrossed in for the next week or so.     The books, music, magazines found in librarys should be left their for a reason. Sombody wrote, or composed for a reason. so people like you and me can enjoy good stories in books and read informing magazines ad listen to good music",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
745,"Dear @STATE1's newspaper editors I have recently read an atical that was talking about how experts are concerned that people are spending way too much time on their computers. Well I agree with them. I strongly belive that computers are tacking time away from you exercising enjoying nature and even interacting with family and friends. Well if you look at teen's this day and how more and more are becauming over weight like back in the days when their wasn't computer or internet not as much people were over weight or even obiste because they had time to go out and exercis or play sports with othes. Exercising is importent because espeshaly when as a teen you are over weight or even obiste well theis problems just don't go away this will cost you in the futer because not only do you have to chance of getting deobetice but you also have to pay for all the medications and treatments that comes with it. Experts also belives that by spending time on the computer will tack time away from enjoing the things that nature has to offer. When other might argue to it is a good thing for people to learn about the different types of place's in the world. Well I delive why do you have to just read about the places online and look of the picture why can't you be the one tacking the pictures for other to see. And why can't you be the one experincing it insted of just reading about it. Experts also believe that by spending time on the computer it is tacking away time from you being able to interacting with family members and friends. Well as a teen myself I have learned that by intercating with family and friends are vary important to our health. I am not the only person that agrees with that because study shows that kid that can talk to their perents and have good convercations with their parent have the ability to do well in school and have more respect towed others verces the the kid or teen that can't really have conversation or talk to their parents. For example if you are the type of person that talk to your family You will have good grades such as A's and @CAPS1's and will learn to have respect for other and the person that can't talk to their parents have troble concentrating or even macking troble fro themselfs and getting @CAPS2's and @CAPS3's. Well I know that as a @STATE1 newpapper editer you are a vary busy person and have lot of diffent things to do but I hope you take this in to concideration and remmember the importants of exercisin, enjoying rotune and interacting with familys and friends.",C,C,"{'C': 6, 'D': 4}","{'D': 3, 'C': 7}",True,B,C,"{'A': 0.0, 'B': 0.0, 'C': 0.65, 'D': 0.35, 'F': 0.0}",0.9341
1502,"Dear local newspaper, I believe that with too much use of computer it will have bad affects on people. People can get addicted to it so easily. They also use a lot of electricity. And people sit on the computer all day and don't exercise at all. These are all bad affects computers have, but their not all bad, without them life might be a little harder. Playing computer games, and online poker sounds fun right? Wrong! People get addicted to them everyday. Online poker could be dangerous. I remember seeing a show about this guy who was addicted to it. He'd put his credit card information in and sit and play all day. Before he knew it, he was in debt. Once he was addicted it was very hard for him to stop. It's a stupid thing to get into because there is no point to it. You sit and waste money, especially with our economy the way it is. A recent study shows that @PERCENT1 of people who play online poker are addicted within two weeks. Other games are also addicting too. There's a website that called addicting. I guess people don't know the affects of being addicted to a computer has on them and their family. Did you know that @PERCENT2 of electricity in @LOCATION1 goes to computer? Thats almost half of it going to one thing. I don't think it's right that pretty much everything is done on the computer now. In our economic chrisis I don't think enery should be wasted playing computer games. We could use energy for more important things that people any need. If everyone didn't need computers to communicate and everything there wouldn't be a problem. The number of computers sold has gone up @PERCENT3 since @DATE1. I understand emailing, and facebook. But don't get out of hand with it. Isnt being outside on a beautiful day great? Wouldn't you rather enjoy that or excercise rather than sitting glued to a computer? Obesity is a huge problem in @LOCATION1. A lot of people are obese from sitting on the computer and not excercising. I remember when I was younger, everytime I went to my friends house, his dad would be sitting and playing poker and games on the computer. He was very out of shape and lazy. His parents later got a divorce because he turned into a totally different person. Most @CAPS1 are lazy. We don't like to do work if we don't have to. I would define they rather excersise or go outside instead of being on the computer. You live a lot healthier when you're not addicted to the computer. And when you're healthier, you're happier. So in conclusion, if you don't control yourself on the computer it can have bad affects. Computers are easy to get addicted to, use a lot of electricity, and can make people fat and lazy. Do you think playing computer games is worth losing friends and family?",B,B,{'B': 10},{'B': 10},True,B,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
3091,"The way that the books, musics ,ect. are made for people basicly for that age group. Like if that particular book contains profanity that some find offensive, then they should ignore that book and move on to the other book that is more fitting for that person rather than starting a controversy over that just of one book. Some stuff will have lables on them like parental guidence to show that only particular age person can have. From my experience is that it's ok, but if it gets out of hand then I just leave it and go to the next thing. Although rmoving the books from most people might not help alot because some people would like to have that book that they won't find anywhere else. The librarians can put that particular book in the older age section of the library and have the kids book in the younger section of the library. So hopefully this might help the problem that you might have for people to enjoy that books, music, magazine, ect.",D,D,"{'C': 3, 'D': 7}","{'D': 6, 'C': 4}",True,F,D,"{'A': 0.0, 'B': 0.0, 'C': 0.35, 'D': 0.65, 'F': 0.0}",0.9341
3625,"Censorship at  the library is not needed at all times. It is the parents who should take the books away from the kids. It isn't the libraries job to tell people what to do. There are certin cases when it's needed though.     It's the parent's job to tell the kids what to do. They are the ones in charge of the kids. they are the ones who should tell teach them right from wrong. They are the ones who are raising the kids, not the library. Other wise, they parents are having their job done for them.     The libraries have the right to get what ever books they want as long as there isn't anything really bad in them. I do get it if they pull off books, movies, and magizines for adults, but if there is one little word in there, people will just have to get over it.     Isn't that why people are wanting classic books, such as '@CAPS1 @CAPS2's @CAPS3' and 'The @CAPS4 of @ORGANIZATION1,' changed? Because black people find it offensive? It's not rignt. People are trying to rewrite history; to sugar-coat the truth. Well, the books are like the real world. People aren't always going to be nice to you. They can be down right mean some times. The whole world is just corupted.     There shouldn't be a problem with just one little bad word in great works of liturature. People will cuss you out if they feel like it while in books, the language limited to one or two bad words. They shouldn't be trying to change great books because the minority find it offensive. The library shouldn't be the ones who tell us what we can and can not read. The library shouldn't censor their books.",C,C,{'C': 10},{'C': 10},True,D,C,"{'A': 0.0, 'B': 0.0, 'C': 1.0, 'D': 0.0, 'F': 0.0}",-0.0
758,"Dear @CAPS1, I belive that people are spending to much time one computors. I belive this and I have @CAPS7 reasons why. @CAPS2 first reason is that people waste money on it. Also every thing they get from the computer you get from book. And finaly @CAPS2 reason is because of the ""@CAPS8 crises."" @CAPS2 first reason for say that people spend to much time on the computer is that people waste two much money on it. I belive this because of your electric bill and and @CAPS3 bill. The people who have computer electric bill is always very high and for reason they are forced to pay @NUM1 or more dollars on electricity. This is also true becuse of the constant charging of laptops or running of computors. Also they have to pay @NUM2 and odd dollars on the @CAPS3 bill to keep the @CAPS3 connection. So that bocome a total of @NUM3 and odd dollars going down the dawn. @CAPS2 second reason for this is that anything and every thing you can get on the @CAPS3 you can get from books. I belive this because where do you think the website makers get there info from. Reading books also increase your knoledge so that at any time you can quickly come up with an answer. Another reason is that some website are not always accurate with their information. @CAPS2 third and final reason for this is that we are all dealing with this ""@CAPS8 crisis."" @CAPS7 people every day are getting less and less active because of computers. This I cause less people to be phisicaly active and less fit. And the @LOCATION1 is suffering because of it. Less and less people are joining the army because of this crises and computor are sadly con triputing to the world wide crisis. I eagerly hope that @CAPS2 letter hase helped you see @CAPS2 point of view on this subject. To show that people spend to much time on there computer because its a waste of money, anything you can get from a computor you can get from book, and because of the ""@CAPS8 crisis"".",C,C,"{'C': 9, 'D': 1}",{'C': 10},True,C,C,"{'A': 0.0, 'B': 0.0, 'C': 0.95, 'D': 0.05, 'F': 0.0}",0.2864
4243,"In my way of viewing things i say that what i think is that the book, movies, music, and magazines should be put in critical order because some of us want or like to read or see stuff about what we want to see like the news that are in one way good to us, but some others like to see what's behind from the reality and want to speak up but they can because they are afraid that they would get hurt for speaking up. So i think that those things(books, music, movies, magazines) should not be removed from the shelfs because those books or movies can bring you what's going on in the world and how is affecting us in the way of not paying attention to it. Some experiences that i have is music i had once heard a song in spanish called '@CAPS1 The @CAPS2' and it talks about the corruption in @LOCATION1 and that how the people from the bottom suffer because of the people from the top do not care about them, also if you treat them as kings they will treat you as a slaves, and that if you give them the @CAPS2 to control you, they will take out advantage of it, how the honest people work hard to bring food to their homes, but its not enough because of the leaders on top that want all for them... its a very good song that says the true about it and that nobody does something to finished.So i don't want that songs or books that show the reality disapper because some people doesn't like them at all",D,D,"{'D': 9, 'C': 1}",{'D': 10},True,D,D,"{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.95, 'F': 0.0}",0.2864
3099,"Twilight, @PERSON1, or even The @CAPS1 @CAPS2 series are books that many guardians do not allow their children to read due to their beliefs on what is real and what is not. Magic, spells, and vampires many of us know are not real but others do not believe in what it is that is being taught to the younger readers. My personal view on censorship would be a very low tolerable standard due to different people, more variety, and different reading or viewing materials. But there would be certain circumstances where I would have to put my foot down and censor things such as sex and drugs just because that is not suitable for young children to be reading at that young of age.     The reason why I would have a low tolerance of the censorship is because different people like different things. If someone was an athelte they might not find a book about cooking and cleaning very appealing. As if a person that was a cook might not find a book about athletics too appealing either. Just because one person has different beliefs or what their standard is for offensive would not change my stand point on the censorship of certain articles. Different beliefs of certain people is understandle but, just because you don't believe it doesn't mean that everyone else is going to right there not believing it with you. Dont't ruin it for the others who enjoy the interesting fact of a male @CAPS1 falling in love with a normal @CAPS3 girl just like you and me.      Another reason why my censorship in libraries is because it would give my library more variety. If there was twenty different @PERSON1 books on the shelves many people would be able to look at them and check them out as they please. Also, if you didn't know what kind of book you wanted to check out, you could look around and get a mystery, drama, comical, or even a horror book. Having a wide range to select from would keep the guests always coming back for more. I know that when my library had a series of books that I found interesting that I was back in there after I finished each one.       Also, having different reading or viewing materials on hand is important in a library do to the fact that some books these days are now turned into films which makes people more eager to finish that book in less then a week so that weekend they can watch the movie. Most people say that the movies are never better then the original book itself but an opinion is easier to be based off of reading the book and then watching the movie not just by stopping after reading the book.      Now that you know my personal views about the censorship in libraries understand that not everyone is the same. That is why when school's talk about getting school uniforms many children are against it due to the fact of wearing whatever style of clothing you do each day show individuality such as which type of book your reading also, shows your individuality. That is why my personal view on censorship would be a very low tolerable standard due to the fact that different people, more variety, and different reading or viewing materials. Just because you @MONTH1 not believe in the magic or wizardry doesn't mean you have to ruin it for someone else. So don't jusdge a book by it's cover and lets not set a high standard on censorship in libraries.",B,B,{'B': 10},{'B': 10},True,C,B,"{'A': 0.0, 'B': 1.0, 'C': 0.0, 'D': 0.0, 'F': 0.0}",-0.0
3685,"I think that a library should be just books because that what they are made for. If we started putting movies in the librarys why put books in the libraries. I think it should be one or the other. If movies were in libraries i think that people would get more movies than books, and just think how it would be if you put music in a library also. I do think that a magazine is a book.     Movies should stay in a movie store of at the movie theater. not in libraries. Music should stay on the radio or in stores not in libraries. People would lose intrest in books if people started putting movies and music in libraries. I think they are trying to put technology in libraries and im not for that.     If music and movies were at libraries their would be no need for books and people would stop buying books. We need books they are the oldest but most acreart way to express yourself or tell a story. but now they want movies or music.",D,D,{'D': 10},{'D': 10},True,F,D,"{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 1.0, 'F': 0.0}",-0.0
