essay_id,prompt,entropy,prob_dist_1,prob_dist_2,prob_dist_3,argmax_match
21071," One day, a day before the party for my brother's @DATE1 to be exact. We were setting up party stuff and cleaning the house and the apartment because that's were the boy's will be hanging out and sleeping. My cousin @PERSON4 and I were helping mom and the boy's that were already here and their names would be @PERSON5 , @CAPS1 and @CAPS2. @PERSON6 was already here of course because he's the @DATE1 boy. The boy's were suppose to be cleaning the apartment but their boy's and the only things on theirs minds are girls and video games. They played video games instead of cleaning and mom got mad. Lucky for them mom was in a very good mood or they would have got @CAPS7. The last to boy's showed up now.   The last two boy's showed up and their names are @PERSON2 and @PERSON3 and @PERSON1 is showing up tomorrow after noon. @PERSON6 was so exited that he was turning @NUM1 years old , he said "" I'm @NUM1 years old now no one can tell me what to do"" and I laughed and said ""@PERSON6 go make me a sandwich"" and he said ""@CAPS3"" and I said ""so much for no one can tell me what to do"" and everyone laughed at him. He gave me my sandwich and all the boy's went to the apartment to clean @CAPS7 but when I got in there they set up @PERSON5's x-box @NUM3 and was playing @CAPS7. I told them to get cleaning but they decided not to listen so I got mom and they sure listened to her. She took @CAPS7 and put @CAPS7 on the kitchen table. They were not happy. They finally cleaned the apartment and got the x-bow back. @TIME1 all of us were watching movies and playing broad games then mom told @PERSON4 and I to clean my room , maybe a hour after that she walked by and said "" bed time"" and boy's go to the apartment. The next mourning.  The next mourning @PERSON4 and I woke up to the sun hitting us in the eyes and I said ""what a great way to start off the day"" and @PERSON4 said ""I know"". The best part of today is that we get to hang out with the boy's. When @PERSON4 and I got into the living room everybody was in the kitchen and partly in the living room. @TIME1 that @TIME1 the boy's thought @CAPS7 would be fun if they played cops and rubbers. The apartment was the jail. @PERSON2 , @CAPS2 , @PERSON6 were the cops and @PERSON5 and @CAPS1 were the rubbers. @PERSON4 and I wanted to play so we went outside and ran into @PERSON5 on the otter side of the apartment , he was the only one who knew we were outside. When I was running to hide behind the trees I felling in the hole that turns off the water for the apartment and my leg looked like cottage cheese and @CAPS7 was gushing blood and you could see my bone. I had to stop playing for the @TIME1. Mom told @PERSON4 and I to go to bed.  The next mourning mom woke us up and asked if we want eggs and bacon and we said ""yes"". I crawled out of bed because I needed to go to the bathroom so @PERSON4 helped me up the stairs and when we were coming down the stairs @PERSON5 saw me hurting and being the amazing boyfriend he is he picked me up and carried me to the couch in the living room and sat me down on the couch and kissed the top of my head and said ""good mourning beautiful"" and I said ""good mourning to you to baby"". Now everybody is standing around for their food to be done. The boy's are making pizza if you wanted to know. Then my little sister @CAPS6 walked in to the kitchen and said ""ma'am I want a cookie"" and mom said "" okay , here you go baby"". @CAPS6 ran off with a very big smile on her face. The boy's got their pizza now and they just went back to the apartment. @PERSON4 and I looked at mom and said ""wow"" mom's like i know. We all laughed and started talking about boy's and friends , family , animals. @CAPS7 was a very fun weekend and even though I got hurt we still made the best of @CAPS7. Even though I got hurt and cant do anything for the next two months or so , we still had a blast with each other and @PERSON6 said "" @CAPS7 was his most favorite @DATE1 he's ever had so far . @CAPS6 wanted her friend to come over but she had fun with mom and @PERSON4 , the boy's when they came in the house and I. Sometimes you got to work with what you got and @CAPS7 might turn out more fun than your normal plan you made. Just make sure your happy with the people around you. ","[1.2345, 0.469, 0.469]","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.45, 'F': 0.5}","{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.1, 'F': 0.9}","{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 0.1, 'F': 0.9}",True
1675,"One evening, @CAPS1 I got home from school, I didn't know what I had for homework. I decided to call my friends cell phone, but instead I got her voicemail. I left her a voicemail and called her house phone instead, the same thing bad happened. Luckily, I had my other friends numbers I could use. The next day, I asked her why she didn't pick her cell and house phone. She told me ""I'm sorry, I guess I was to busy on the computer e-mailing other people."" @CAPS1 I think of people being on the computer too much, I think they don't get enought exercise, don't enjoy nature, and spend less time with family and friends. First @CAPS1 people spend too much time on the computer, they spend less time excersising. About @PERCENT1 of people do this and it's not healthy. @CAPS2 people do this too often, then they will not get enough excercise and without excersise then they won't be healthy @CAPS1 they get older. @CAPS3 @PERSON1 said ""@CAPS2 adults spend too much time on the computer, maybe @NUM1 hours a day or more while eating junk food like chips and soda, they are not setting a good example for their kids. @CAPS2 adults get into this bad habit, so will their kids and it's to early for kids to be unhealthy."" I also agree with @CAPS3 @PERSON1, she is right about how people spend too much time on the computer. Second, @CAPS1 people are on their computer, its like their face is glued to the screen and they don't care about nature, @CAPS1 people do this, I can't stand it. Its like they don't care about anything else. What I don't get is why can't they go outside and do something for at least a half hour, then go back to the computer and waste their time then? Going outside and enjoying nature is peaceful on a nice sunny clay. You could have a picnic, take a hike, or even hang out with friends instead of playing on the computer. I understand @CAPS2 its a bad day like @CAPS2 its snowing or a thunderstorm and you can't do anything outside, then you go on the computer. I think that at least @PERCENT2 of people would try this. Third, @CAPS2 people are too busy on the computer then they won't be able to hung out with friends or family. @CAPS2 your friends want to hang out with you and they want to go to the mall. But you can't because your on the computer, she would be furious at you. You picked the computer over your friends to go to the mall. There's probably a @PERCENT1 chance she won't ever talk to ou again. and I don't blame her. People who spend to much time on the computer, would barely understand whats going on. @CAPS2 someone tells you something, it goes in one ear and out the other. @CAPS1 people do this, its really dissappointing because you dont hang out as much as with your friends and family. As you can see, people are spending too much time on the computer than excersing, enjoying nature, and spending time with family and friends. @CAPS2 you ask me, I don't play on the computer as much which is a good thing.","[1.5955, 1.5955, 1.5955]","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}",True
3298,"Many people base their actions on their own views. What @MONTH1 appear to be justified in their minds, due to their beliefs, might cause an uproar from others. One instance of this: media censorship. It happens every day, every place. Someone can take it upon them selves to ,in their mind, 'make the piece better for @CAPS8 viewing'. In reality, though, they are really ruining the experience of the media for everyone else and even impeading on the rights granted to us by the constitiution: @CAPS1 of the @CAPS2.                First up, books in the library. Everytime I go to the library and pick up some books, there is always one book with the 'bad parts' marked out. Someone had found these words offensive and decided that no one should have to see or read them. To me, it was irritating. I don't always like those words either, but having them marked out is distracting from the page and , for me, ruins the author's voice and style of writing, hence impairing what I draw from the book. Some marked-out words aren't always offensive to others, either. Simply put, if you find the book offensive, don't read it. Others @MONTH1 enjoy it, whether they share your views or @CAPS7.           People also take the liberty of simply removing whole pieces of media from shelves just because they find it offensive. If everyone removed anything they didn't like, or found offensive, there would be nothing left in the world for anyone to enjoy. We, as @LOCATION1 citizens, have the right to make our own choices, and our choices should @CAPS7 be limited by the views of certain individuals. That means that if I want to read or view something, it should be available to me, so I @MONTH1 learn and expand my views, even if it makes someone else uncomfortable.           With nearly every disputable form of media that comes out, people harangue the producers and say the piece should have never been made. Wrong. Producers and authors can publish whatever they would like. It's called @CAPS1 of the @CAPS2, and it is a right garunteed to us, as @CAPS5 citizens, under the @CAPS6. And learly, if pieces like that are being produced, people read it. Plain and simple. You might @CAPS7, but maybe a neighbor, or even a relative, @MONTH1 @CAPS7 be offended by it and might read it. Supply and demand. If everyone found it offensive, no one would buy or read it, and because of that, it would no longer be produced. You would get your way. But, no. Some people do read it and it is produced. Again, if you don't like it, don't read it.          People should @CAPS7 take it upon themselves to censor what others can and can't do, see, or read. If someone wants to read a story that has 'bad words' in it, so be it. Others should @CAPS7 ruin the experience by marking the words out. @CAPS7 only is it rude and ruining the experience for the reader, but it is also destroying someone else's property. If someone wants to view something that is against a certain religion, so be it. They have the right and no one can take that right away from them. In my opinion, censorship in libraries, whether by government, or other civilians, should @CAPS7 be allowed. We citizens are allowed the right to make our own choices and in @CAPS8 libraries, the @CAPS8 should be allowed to read or watch whatever they want. Choice is one of the prinicples of the constitution, and it should be protected, @CAPS7 limited","[1.8464, 1.2362, 1.6751]","{'A': 0.2, 'B': 0.4, 'C': 0.3, 'D': 0.1, 'F': 0.0}","{'A': 0.65, 'B': 0.25, 'C': 0.1, 'D': 0.0, 'F': 0.0}","{'A': 0.45, 'B': 0.35, 'C': 0.15, 'D': 0.05, 'F': 0.0}",False
16178,"It is clear that there were problems in trying to dock dirigibles on the Empire state Building. The first reason's that, the law against flying airships to low over the Empire State Building made it hard to do so. Next is that the thoughtes in being unsafe because some dirigibles use hydrogen instead of helium and hydrogen is flammable A big reason is when the german dirigible got destryed by fire in Lakehurst, New Jersey, the owners of the Empire State Building then realized how much more worse the accident could have been if it had happened on such a densely populated area suched as downtown New York City. The last reason was the thought that they would use lead weights to hold the dirigibles down, but they realized that it wasn't practical nor was it safe. It was clear that there were problems in the docking of dirigibles on the Empire State building; but it is probably a much safer choice for both the residents/citizens of New York and all of the people who ever work(ed) on it such as architects, engineers and the aviation pioners.","[2.0087, 1.1568, 1.1568]","{'A': 0.05, 'B': 0.15, 'C': 0.4, 'D': 0.3, 'F': 0.1}","{'A': 0.0, 'B': 0.1, 'C': 0.7, 'D': 0.2, 'F': 0.0}","{'A': 0.0, 'B': 0.1, 'C': 0.7, 'D': 0.2, 'F': 0.0}",True
3032,"In my opinion, books, movies, magazines, ect., should not be taken off the shelves if they are offensive to some people. this is because everyone has different views on everything. Another reson is because for learning purposes in schools and etc. As well as authors would not want to be writting books because the books shelves are empty and their books, movies, magazines are getting rejected.     Since most people have different veiws on everything then,   every book or magazine would be taken off the shelf if they were offensive because, therefore, there would not be any book or magazine left on the shelf. This is because people think different things are offensive so what somebody thinks is offensive it @MONTH1 not be to another person. Therefore people would be angered or upset if their favorite book was taken off the shelf because someone said it was offensive.      Another problem with taking 'offensive' books of the shelf is that it would be a result in people not learning in schools and ect. This is because we all have to go through some point in school where we find something offensive for example wars, slavery, and politics. If all these books were to be taken off the shelves then nobody would be learning about any of this. In conclusion noboby would be being taught why these events happened and  why these events are wrong, so people would not have changed, they would keep doing these things because they were not taught not to. This in my opinion would cause alot of conflict between people and nobody would be educated on these events of history.      On the other hand rather than books being taken off the shelf books would not be being put on the shelfs. In this I mean that authors, producers, would not be making movies or writting books because their work just keeps getting rejected. Not only rejected but nobdy is going to go through the time and effort to make one of these for it to be rejected because it was offensive. In my opinion it would almost be impossible for these authors/ directors to make a unoffensive book or movie for everyone that is going to read or watch it.      In conclusion I have read many books in class every year that offends at least one person, but this person can choose not to finish the movie, book, or magazine if they find it offensive, or they never have to read it again. In conclusion there are many reasons why books should stay on the shelf even if they are offensive to someone. This is because it would not help with people being educated on events that happened, and people would not be reading any books in school. As well as authors would not be writting since their books are getting removed and the shelves are empty","[1.6855, 1.8822, 1.8822]","{'A': 0.0, 'B': 0.1, 'C': 0.5, 'D': 0.3, 'F': 0.1}","{'A': 0.05, 'B': 0.3, 'C': 0.45, 'D': 0.15, 'F': 0.05}","{'A': 0.05, 'B': 0.3, 'C': 0.45, 'D': 0.15, 'F': 0.05}",True
141,"Dear @PERSON3 of the @LOCATION1, I strongly believe that computers effect us in a positive way. Computers are advancing and so are their uses, computers are great and they are not our thought process or went to run around outside and play sports. Computers help us find and talk to relatives and friends they allow us to learn different things about farien places. They also are great for research! First and foremost computers are effecting us positively expesally when it comes to finding and talking to family and friends. My mom was adopted and @NUM1 years ago she really wanted to find her birth family, one year later her birth father found her on this website where you can locate family, she found her family and I now have two more @CAPS1, @PERSON1 and @PERSON2, and a cousin @PERSON4. I love them all very much. I would not have of been able to get to know them if it wasnt for the computer, speaking of communication, I was working like a dog on this big science prodject I had. we weren't able to do it in person and it @CAPS3 impossible for one person to three way four people. So we emailed our ideas and thoughts and were able to get the project done. ""@CAPS2 are never enough hours in the day!"" @CAPS3 something that @CAPS3 commonly said. Over @PERCENT1 of adults complain that @CAPS2 @CAPS3 never enough time in day. That @CAPS3 a statistic from @ORGANIZATION1. The computer allows you to multi task so you can be on your business call and email your mother so she know that you didn't forget her birthday. In addition, computers help us understand other countries and learn about their culture and how they are doing. @CAPS2 are many people who don't have tvs and they get their news from the internet. Also for projects, in @NUM2 grade I had to learn about @CAPS4, the country in @LOCATION2. it would take countless hours to find research in books, you will find a lot of stuff you dont need, but on the computer it @CAPS3 fast and easy. If you need to know something you can just type it in and, boom! You have it where as if you were usinf a book you would still be looking for what you need. Time @CAPS3 something that we can't afford to waste expessaly in this economy. Furthermore, computers are great for all kinds of research and directions. People who think that people spend too much time on the computer, and exersizing are not always right. I don't know about you, @PERSON3, but I am constantly looking up different exersizes to get a flat stomach. Most of my friends do it with me. I also look up directions, finding routs on maps are enfuriating and take for ever. Go on the computer the maps are always updated and you can get easy and fast directions! I don't know about you but I love things fast and easy. Going back to research, what about for solving crimes? Identifying people with finger prints fast so no one can get hurt. In conclusion computers effect us in possitive ways, more and are a great help to society, from locating people, to communication, and all the way to finding valuable and life changing information. I hope that you and I see eye to eye in this matter, advancing computers are our friends not the enemy.","[1.8219, 1.3955, 1.4412]","{'A': 0.05, 'B': 0.4, 'C': 0.4, 'D': 0.1, 'F': 0.05}","{'A': 0.05, 'B': 0.6, 'C': 0.3, 'D': 0.05, 'F': 0.0}","{'A': 0.15, 'B': 0.65, 'C': 0.15, 'D': 0.05, 'F': 0.0}",True
15051,"In the excerpt ""THE MOORING MAST"" by Marcia Amidon Lüsted there were many obstacles that the workers had to face to allow Dirigibles to dock at the top of the empire state building. One of the many obstacles the workers faced was that they could not simply drop a mooring mast on the top of the Empire State building. Also the thousand-foot dirigibles moored at the top of the Empire State building. A single cable tether held the dirigible and it would add stress to the building's frame. The biggest obstacle the workers would face was the mooring mast on top of the building with all winds shifting due to vilent air currents. Another obstacle was the dirigibles were moored in open field and they were weighted down in the back. The problem was they were dangling high above pedestrians on the street. Those are the obstacles the workers faced","[1.7219, 1.5438, 1.5955]","{'A': 0.0, 'B': 0.1, 'C': 0.4, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.3, 'D': 0.55, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.4, 'F': 0.1}",False
6145,"The features of the setting affect the cyclist with his train of thought. On page @NUM1 it says, I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. This gives a sence of heat and foreshadows maybe the lack of water hell have later on. As he passes a snake, trying to keep my balance in my dehydrated state. So the cyclist is most likely begin to feel dizzy and begins to loose hope. On page @NUM2 he says, I could drop from heatstroke meaning hes starting to think of the worse possible things that could happen. Which effects him because hes beginning to loose hope and  thinks hes not going to make it. On page @NUM3, he says, I was going to die and the birds would pick me clean By this point the conditions he was having were rough and making him worry. This is how the features of the setting affected the cyclist throughout the story.","[1.361, 1.361, 1.361]","{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.5, 'F': 0.4}","{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.5, 'F': 0.4}","{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.5, 'F': 0.4}",True
1092,"Dear @CAPS1 @CAPS2 @CAPS3 @CAPS4, Are you always telling your kids to do their homework and get off the computer? Well, I might just be able to help. Computers do not benefit our society today. People are spending to much time on them; not enjoying the outdoors, and are taking away time to spend with friends and family. I believe having a limit each day on your computer might help solve these problems. The computers can be very distracting and you can use them too offten. Stairing at the computer screen can damage your eyes and kill brain cells. Thats one thing kids and adults dont notice. You need your brain cells for school. Joins and other activities, computers can also distract you from completing work, and then you have to stay up late to finish homework should come before the computer. Time flys by as your clicking and typing. The next thing you know as it's ten o'clock and your work is not completed. Since my schedule is so busy after school. I try to complete my work, then go to the computer before dance. This way I am my friends and relax. Taking time away from the computer is a smart idea. As it comes to @DATE1 time the weather is going to be beautiful and you don't want to waste a pretty day on the computer, @CAPS5 human body needs oxygen. Clearly, computers don't supply that. A great way to recieve oxygen is going outside for some exersize and energy. Playing outside can offer a lot more than a computer. You can swim, jump, or play sports. My doctor once told me, "" Everyone should have atleast an hour of exersize a day. ""You can't accomplish that by sitting at your computer. Next time there is sunshine out, no matter what season it is, go outside and take a break from electronics. Spending time with family and friends is a fun way to stay off the computer. Friends and Family are not people to take advantage of. They are people who are there for you when you are down and make you laugh. When your relatives come to town that you havn't seen in a while, You don't want to spend it on the computer. Talking and catching up with one another is a great way to re-connect. During family holidays, we don't bring our computers. We shut them off to spend time with each other. Friends and family are special gifts. So, don't throw away friendships or relationships with your family. Get away from the computer and bond. (did not finish)","[1.7855, 1.6855, 1.8822]","{'A': 0.05, 'B': 0.3, 'C': 0.5, 'D': 0.1, 'F': 0.05}","{'A': 0.0, 'B': 0.1, 'C': 0.5, 'D': 0.3, 'F': 0.1}","{'A': 0.05, 'B': 0.3, 'C': 0.45, 'D': 0.15, 'F': 0.05}",True
3588,If I was to right about to a news paper that are childing should not be looking at book and shoud be tacken off the shelf. The reson I say that is so are cirlden are not geting ideads from a book that is not aproprit for them. I thank that is the mane reson there are more girls geting pragnit at a young age. I thank if we were to tack off the notey book there would be less girls pragnet.     I realy thank it could work if we would tack all of the notey books off the shelf and mack it a law that you hade to be a sherton age to look at them. I would like to see a chang in the way we look at notey book. I thank you should be @NUM1 to look at books that are notey. It would be a good thang to try for a wiyel. I thank it woukd work because it would not been showin to are childer and they would not whant to have babys as a teenager.     This is the way I thank it should have been done in the farist place. We would not have so miny probloms in the frist place. The than is I thank thay not thak it well be to hard to race a chiled at a young age. If we would not have to see thans that we shouldent have seen.,"[1.2345, 1.1884, 1.1884]","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.45, 'F': 0.5}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.35, 'F': 0.6}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.35, 'F': 0.6}",True
815,"Dear Newspaper, Computers today have a negative effect on people. The valuable time of getting daily exercise is reduced, you will not see your family enough and some of the costs are outrageous! Owning a computer is surely not a good idea. is sitting around all day your idea of a workout? Having a computer would be very bad for your physical lifestyle. Clicking a mouse & typing away are only moving your hands, not your whole body. An individual who doesn't use the computer daily, or f or large amounts of time would be healthier than someone who always uses the computer. I remember seeing a commercial about @NUM1 children & how their lives eneded up later on in life just by their computer usage as a ""tween."" Not only will you be unhealthy but anti-socialism is probable too. Many kids, or even adults, spend precious family time playing the sims @NUM2 creating their own ideal family. This however, is not acceptable. Spending time with your family is something precious. When asked about computer usage, @PERSON1 said, ""you could easily became addicted with just @NUM2 turns!"" @CAPS1 you are addicted, both your family & you suffer. They will stop inviting you places. You wouldn't want to loose the people who are going to be ther for you, on another what. ""@CAPS2!"" shouts your computer. You have another virus. uh oh, it's deleting your hardware: all your scholastic essays, important book-marked websites & sentimental photographs. Do you have any idea how much it would cost to even try to retrieve this data? Well, it'd be alot. I know youre probably thinking, ""This couldn't happen to me,"" but in reality; yes it can storing things on a computer is much riskier than having a hard copy. It will also save you more money. Furthermore, appliances use electricity @CAPS1 they're even plugged into an outlet! So when you get your electric bill, don't be surprised, computers can be very costly which, is why it's not worth it to have one. Computers are just another unnecessary thing in life. It will take away from your over-all health, reduce family time, & cost you same big bucks. It is a fact that you can survive without a computer. But without hjealth? Well, you'd be dead. I you to consider my ideas.","[1.7855, 1.8822, 1.8822]","{'A': 0.05, 'B': 0.3, 'C': 0.5, 'D': 0.1, 'F': 0.05}","{'A': 0.05, 'B': 0.3, 'C': 0.45, 'D': 0.15, 'F': 0.05}","{'A': 0.05, 'B': 0.3, 'C': 0.45, 'D': 0.15, 'F': 0.05}",True
7187,"There are several features of the setting which affect the cyclist one is the fact that he is traveling on a hot day in June. and the growing realization that I could drop from heatstroke on a gorgeous day in June. The heat was getting to the cyclist and he was scared he might get heatstroke. The terrain was also not very ideal for a cyclist on a hot @DATE1. I noticed the terrain changing. Flat road was replaced by short, rolling hills. The cyclist was tired and the hills were making it worse. The water bottles contained only a few tantalizing sips. The cyclist was running out of water quickly and there was nowhere close to get more. These glitches in the setting affected the cyclist because it was extremely hot, he was running out of water and there was rough terrain. The setting was not in the cyclist's favor.","[1.1568, 1.7219, 1.469]","{'A': 0.0, 'B': 0.0, 'C': 0.1, 'D': 0.7, 'F': 0.2}","{'A': 0.0, 'B': 0.1, 'C': 0.4, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.45, 'D': 0.45, 'F': 0.05}",False
15578,"In ""The Mooring Mast,"" a historical article by Marcia Amidon Lüsted, it is made clear that there were at least three obstacles that the builders of the Empire State Building faced in an attempt to allow dirigibles to dock there. These issues were the building's pre-existing frame, fire safety, and nature itself. The plans for the Empire State Building had not intended a mooring mast to be dropped on the roof of the building. As a result, architects had to change their entire plan: ""The steel frame of the Empire State Building would have to be modified and strengthened to accommodate this new situation,"" (par. @NUM1). This was a significant difficulty. Also a concern for foreign dirigibles was that the gas the use made fire safety and issue: ""... the owners... realized how much worse that accident could have been if it had taken place above a densely populated area,"" (par. @NUM2). Getting around the fire hazard would be impossible. Finally, as stated in the article, nature was the mast's greatest obstacle. ""Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast,"" (par. @NUM3). The violent winds kept much from happening with the mast. With the three aforementioned obstacles, the fate of the Empire State Building's mooring mast was grim. It would never do what Al Smith had intended for it.","[1.2955, 1.2955, 1.1568]","{'A': 0.6, 'B': 0.3, 'C': 0.1, 'D': 0.0, 'F': 0.0}","{'A': 0.6, 'B': 0.3, 'C': 0.1, 'D': 0.0, 'F': 0.0}","{'A': 0.7, 'B': 0.2, 'C': 0.1, 'D': 0.0, 'F': 0.0}",True
10397,"There could be many reasons why the author concludes the story with this paragraph. There could be many different meanings of this paragraph that could have importance to the story. I think that the author includes this to say that when the spring comes, she will have many more reasons to take the driving test. You can break this paragraph down to mean many different things. I interpreted it to mean that when the spring comes back, she will have a new beginning. The snow melting away represents all the hardship she faced in the previous year. The geese returning and the hibiscus budding means that they are also coming back to start the new year. They are too coming back, getting ready to start their new life. It is included at the end to show how Saeng is trying to forget about how she failed the test. She is using this time now to prepare for the next time she is going to take the driving test. She thinks that once she forgets all of the bad things she went through the previous year. She had to move on and be able to pass the driving test the next time around. The author concluded the story with the paragraph to show how Saeng plans to solve her problems. The way you interpret the paragraph gives you different ideas about what it is trying to say. I think that it is showing @CAPS1 new beginning that she will have to go through the next year. ","[1.461, 1.7219, 1.6805]","{'A': 0.0, 'B': 0.05, 'C': 0.4, 'D': 0.5, 'F': 0.05}","{'A': 0.0, 'B': 0.1, 'C': 0.4, 'D': 0.4, 'F': 0.1}","{'A': 0.0, 'B': 0.05, 'C': 0.25, 'D': 0.5, 'F': 0.2}",False
20859," ""@CAPS1 ma, do you know where my purse is."" I wonder where it is, I need to put my license in my wallet. I kept looking around and found it in my room under all my dirty clothes. A sigh of relief came over me, I was glad I found it before something happened. I woke up @DATE1 @TIME1 and figured it would be just another day. I had plans to go to a basketball game after school. It was the biggest game of the season, we were playing our rivals, the @CAPS2 @CAPS3. The day was going by slow though, I couldn't wait until it was over. Finally the bell rang, school was over, I drove home a little disappointed. I wasn't sure if my friends were going to the game with me, if they didn't go I probably wouldn't either. I was determined though, I texted them at five and convinced them it would be fun. I picked up my friend @PERSON1 first, then @PERSON2.  This is when my normal day turned into one of the most eventful days ever. The @ORGANIZATION1 (where the game was being held) was about twenty minutes away, I had to stop and get gas before we left. We went to the cheapest spot in town and filled up my car. When it was time to leave, my car decided not to start. I have an old car and it doesn't start all the time, it just sits there for a while until it wants to start. There were some guys in the other lane that we new staring at us. We just started laughing it was really embarrassing. The attendant asked us if we needed something else and I said no, my car just wasn't starting. I tried turning it on again, but it just kept dieing. Out of all the other days my car decided not to start, today. Then some men came out and told me that they had to move my car I got so embarrassed and starting laughing again. I always laugh when I get nervous. I told them to let me try turning on my car once more, I prayed my car would turn on this time. It did, I was so relieved and embarrassed, I left as soon as I could.  Twenty minutes later we were in @ORGANIZATION1 in front of the school, and just my luck again, no parking spots. We drove around for about five minutes until we found one that was walking distance. Then we gathered our things and walked to the game. It hadn't started yet but it was about to, I had a feeling it would be a really close game. Soon the game began and just how I figured, the game kept going back and forth, we got a point, they got a point. It was really exciting but there where two parents behind us that were really into the game. They kept shouting at players, shouting at the referee, and just being annoying. The game was good, but in the end The @CAPS2 @CAPS3 won by @CAPS6 points. It was a little disappointing, but The @ORGANIZATION1 did have a good team.   After the game we were going to eat at @ORGANIZATION2. We left the game quickly after it was over so we wouldn't get stuck in traffic. I was driving down this road I thought I new but then I realized I didn't recognize it at all. @PERSON2 told me to keep going she new where we were. I stayed on the road and luckily it took us straight to down town by @CAPS7. I got onto one of the main roads and headed to @ORGANIZATION2. The road I was on had a million stop lights though, and I was stopping every @NUM1 minutes. Then a pedestrian decided to cross the street in front of me, I waited for him to cross even though he wasn't even on a crosswalk. I kept going no worries on my mind, music blasting, when suddenly rainbow lights behind me. This day couldn't get any worse, I pulled over and waited for the @CAPS8 to come up to my window. He asked for my license and registration. I got my purse and looked in my wallet. My heart pounded where was my license i had just put it in my purse a few days ago. I started to panic and laughter filled the air. My nerves got to me I couldn't help it. I looked everywhere finally he asked if I had my school I.D, I went to pull it out and there was my license right underneath. He went back to his car, leaving me bursting with laughter. He came back and told me my insurance was expired, another thing that added to my day. I was still laughing when he gave me my ticket for speeding and expired insurance. I think I got it because I was laughing and he thought I was taking it as a joke. You cant control nerves though, or at least I can't.","[0.569, 1.9464, 0.569]","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.9, 'F': 0.05}","{'A': 0.05, 'B': 0.2, 'C': 0.4, 'D': 0.3, 'F': 0.05}","{'A': 0.0, 'B': 0.0, 'C': 0.05, 'D': 0.9, 'F': 0.05}",False
3370,"'All of us can think of a book that we hope none of our children or any other children have taken off the shelf. But if I have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' - @PERSON1     If one thinks about it books are such a magical escape from everday life. They can take one anywhere they want to go at anytime. Imagine a world where books are a luxury or where they are simply not present at all.I feel as if this would become an all too real reality if we censor books.      Where would the line be drawn saying a book is unfit to be @CAPS5 or placed into circulation. This would hold the world back since we could not express ourselves through our writing. So much would be left unsaid. I believe the quote stated above is quite true. If we place censorship on one book everyone has a right to ban other books as well. Just because certain books, movies, and magazines are deemed offensive to some, does not mean they should be banned for all. No one should we withheld from a book due to age, race, gender, or any other factor.      If one has ever been prohibited from doing something due to age or size the feeling is not pleasant.No one neccessarily said anything mean or hurtful it just feels as if restritions and boundaries were set for no particular reason. I have felt this way multiple times. I remember one time in particular. I went to @LOCATION1 with a group of my cousins and their friends. Since I was the youngest I was also the shortest. I could not ride many of the rides there due to my size. I knew why those heighth requirements were set, for my personal safety. This makes sense, but why should one be required to be a certain age to watch a movie or watch a tv show. Honestly some people are more mature than others and grow up faster. Everyone is different. Everyone has a different personality and different perspective, there is no need to ban a book for everyone when we are all different. One should not be ineligible to @CAPS5 a book or magazine or watch a movie. Not wanting to is totally differnet from not getting to.       The popular book To @CAPS1 A @CAPS2 was banned at one time in the @LOCATION2 simply for using the 'n-word'. This angers many especially when one ponders how much slavery as well as the @CAPS3 @CAPS4 affected and shaped us into who we are today. America is a great nation because of the @ORGANIZATION1.Do we need to have a @ORGANIZATION1 to @CAPS5!Why should we restrict ourselves and limit our own personal freedoms?  If anything is to be banned, I believe it is censorship","[1.4905, 1.861, 1.3955]","{'A': 0.1, 'B': 0.6, 'C': 0.25, 'D': 0.05, 'F': 0.0}","{'A': 0.25, 'B': 0.4, 'C': 0.25, 'D': 0.1, 'F': 0.0}","{'A': 0.05, 'B': 0.6, 'C': 0.3, 'D': 0.05, 'F': 0.0}",True
