essay_id,prompt,prob_dist,raw_response,entropy,kl_divergence
7606,"In Rough Road Ahead by Joe Kurmaskie, the features of the setting affect the cyclist negatively. The story takes place in June in California. This is a very hot time of the year in such a desert location. The heat adds to the speed at which the cyclist becomes dehydrated, as well as his inability to think as coheratly as he could had he not been in a desert in June. The cyclist is also travelling through desolate, an inhabited land. The author says, There was no one in sight, not a building car, or structure of any kind. This emphasizes the characters total lack of resources. There is nowhere within sight that he can turn to for help, water, food or shelter. The road was also rough, plagued with many rolling, crippling hills. Such terrain is much harder to manuver, especially in such a are state of despair. The setting of the story, ""Rough Road Ahead"" greatly impacts the cyclist.","[{'A': 15.0, 'B': 60.0, 'C': 20.0, 'D': 5.0, 'F': 0.0}, {'A': 5.0, 'B': 40.0, 'C': 50.0, 'D': 5.0, 'F': 0.0}, {'A': 25.0, 'B': 50.0, 'C': 20.0, 'D': 5.0, 'F': 0.0}]","['A: 15\nB: 60\nC: 20\nD: 5\nF: 0', 'A: 5\nB: 40\nC: 50\nD: 5\nF: 0', 'A: 25\nB: 50\nC: 20\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
16319,"In the excerpt @ORGANIZATION2, written by @ORGANIZATION1, The builders of the empire State building face obstacles in attempting to allow dirigibles to dock There, ""one obstacle to their expanded use in New York City was the lack of suitable landing areas."" (paragraph 6). If the Dirigibles can't lead it could cause destruction and could be very dangerous to people. In paragraph @NUM1 Al Smith says, It's on level all right no kidding wer'e working on the thing right now."" This shows the readers that the way he words things sounds almost unreliable. When constructing the idea of Dirigibles a mooring mast had to be added to the top of the building to allow passengers on and off. However This idea was unsafe. ""Dirigibles moored in open landing fields could be weighted down in the back with lead weights, but using Empire State building, where they would be dangling high above pedestrians on street was neither practical nor safe."" (paragraph @NUM2). This unsafe why would the build something harmful to others. In the excerpt The Mooring Mast written by @ORGANIZATION1. The builders have a hard time constructing the dirigibles.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}, {'A': 0.0, 'B': 0.0, 'C': 5.0, 'D': 45.0, 'F': 50.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50', 'A: 0\nB: 0\nC: 5\nD: 45\nF: 50']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
7218,"The features of the setting made the cyclists journey even longer and more strenuous. The reason it being in such a remote area did not help. For example the people who still lived in that remote area were probably as old as the cyclist grandparents and the directions were horrible. Also, the fact that their were no new shops or areas or rest for the cyclist to go to; the water pump he found was old and nasty and the only building he saw was abandoned. Also ther factor was the rough terrain. It  being froit the cyclist was already very fatigued by lack of water and tiredness the terrain was long, bumpy and just horrible all together. Finally, the last factor was where he was bicycling in California on a @CAPS1 summer day and he being on a which had no n.c(but which bike does) did not help at all. These are how the features affect the cyclist journey.","[{'A': 0.0, 'B': 5.0, 'C': 30.0, 'D': 50.0, 'F': 15.0}, {'A': 0.0, 'B': 5.0, 'C': 35.0, 'D': 45.0, 'F': 15.0}, {'A': 0.0, 'B': 5.0, 'C': 40.0, 'D': 50.0, 'F': 5.0}]","['A: 0\nB: 5\nC: 30\nD: 50\nF: 15', 'A: 0\nB: 5\nC: 35\nD: 45\nF: 15', 'A: 0\nB: 5\nC: 40\nD: 50\nF: 5']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
19242,"I remember one time I was impatient, it was when my called and said she was go send me @NUM1$. @CAPS1 I asked her when she was to send it and she said @DATE3. Today was @DATE4 so that mean I had to @NUM2 days. @CAPS1 the next day had cameup  and the ???  truck came by and I thought I had mony but it wasnt @DATE3 yet, @CAPS1 I said, @CAPS2. @DATE1 came, I was still waiting so I tried going to the day can past by  @CAPS3 it! So @CAPS1 it was @DATE2 they had my favorite game on sale The bully the case had a yellow sticker that @NUM3 and no tax at all,@CAPS1 I was mad and @CAPS4 went home. My dad woke me up and said its @DATE3  I @CAPS1 I rose up ate breakfast @CAPS1 check the mail, @CAPS1 it bills, bills,bills and  my money my sent we an ???. At last I said I have money, so I bought some icecream @CAPS1 I bought my favorite game bully. thats the time when I was patient.","[{'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 5.0, 'F': 95.0}, {'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 10.0, 'F': 90.0}, {'A': 0.0, 'B': 0.0, 'C': 0.0, 'D': 5.0, 'F': 95.0}]","['A: 0\nB: 0\nC: 0\nD: 5\nF: 95', 'A: 0\nB: 0\nC: 0\nD: 10\nF: 90', 'A: 0\nB: 0\nC: 0\nD: 5\nF: 95']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
1675,"One evening, @CAPS1 I got home from school, I didn't know what I had for homework. I decided to call my friends cell phone, but instead I got her voicemail. I left her a voicemail and called her house phone instead, the same thing bad happened. Luckily, I had my other friends numbers I could use. The next day, I asked her why she didn't pick her cell and house phone. She told me ""I'm sorry, I guess I was to busy on the computer e-mailing other people."" @CAPS1 I think of people being on the computer too much, I think they don't get enought exercise, don't enjoy nature, and spend less time with family and friends. First @CAPS1 people spend too much time on the computer, they spend less time excersising. About @PERCENT1 of people do this and it's not healthy. @CAPS2 people do this too often, then they will not get enough excercise and without excersise then they won't be healthy @CAPS1 they get older. @CAPS3 @PERSON1 said ""@CAPS2 adults spend too much time on the computer, maybe @NUM1 hours a day or more while eating junk food like chips and soda, they are not setting a good example for their kids. @CAPS2 adults get into this bad habit, so will their kids and it's to early for kids to be unhealthy."" I also agree with @CAPS3 @PERSON1, she is right about how people spend too much time on the computer. Second, @CAPS1 people are on their computer, its like their face is glued to the screen and they don't care about nature, @CAPS1 people do this, I can't stand it. Its like they don't care about anything else. What I don't get is why can't they go outside and do something for at least a half hour, then go back to the computer and waste their time then? Going outside and enjoying nature is peaceful on a nice sunny clay. You could have a picnic, take a hike, or even hang out with friends instead of playing on the computer. I understand @CAPS2 its a bad day like @CAPS2 its snowing or a thunderstorm and you can't do anything outside, then you go on the computer. I think that at least @PERCENT2 of people would try this. Third, @CAPS2 people are too busy on the computer then they won't be able to hung out with friends or family. @CAPS2 your friends want to hang out with you and they want to go to the mall. But you can't because your on the computer, she would be furious at you. You picked the computer over your friends to go to the mall. There's probably a @PERCENT1 chance she won't ever talk to ou again. and I don't blame her. People who spend to much time on the computer, would barely understand whats going on. @CAPS2 someone tells you something, it goes in one ear and out the other. @CAPS1 people do this, its really dissappointing because you dont hang out as much as with your friends and family. As you can see, people are spending too much time on the computer than excersing, enjoying nature, and spending time with family and friends. @CAPS2 you ask me, I don't play on the computer as much which is a good thing.","[{'A': 0.0, 'B': 5.0, 'C': 40.0, 'D': 50.0, 'F': 5.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}]","['A: 0\nB: 5\nC: 40\nD: 50\nF: 5', 'A: 0\nB: 5\nC: 45\nD: 40\nF: 10', 'A: 0\nB: 5\nC: 45\nD: 40\nF: 10']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
21286,"Laughter is a important part of life. It is important in my life because it makes me happy. I am going to tell a true story about why laughter is so important to me and to my life. On days that I would be sad because of some stressful and unhappy things that were happening in my life at the moment. My friend @CAPS1 would come to my house to cheer me up. He would cheer me up by making me laugh, a lot. The main ways that he could make me laugh, when he would notice that I am sad were, tickling me randomly a lot, saying a funny joke or asking me a silly question and by making me play a video game or two, that I was very embarrassingly bad at. The first way he can get me to laugh is by tickling me. When he would come over we would just sit around and talk about random stuff that popped into our heads. He would notice me getting sad at some point and he would say that if I didn't cheer up he would tickle me so that I laughed to get cheered up. I wouldn't really cheer up so that he could make me laugh, to cheer me up. So, he would start to tickle me a lot. I am ticklish basically everywhere, so I would laugh hysterically and it was so much fun. After he would finally stop tickling me, I would still be laughing. If I were to get sad again, he would just keep on tickling me until he was sure that I was happy. I would get happy that day because of laughter.Another day that he was over just hanging out with me. I might not have been having that great of day. We would be watching a movie and eating pop corn or watching t.v., and he would notice that I wasn't really that happy. So, he would try and make me laugh to cheer me up. He would get me to laugh by saying some funny silly joke or asking me a weird random question. Little funny things like that will always make me laugh. Through out the day or while watching the movie. He would say something like it is so nice outside. When it really wasn't, he was just making me laugh. Or, something in the movie would happen and he would say how that would never be possible in real life. He would just get me to laugh to cheer me up. In addition to tickling me and saying something funny to make me laugh, he would also make me play a video game to get my mind off things. At his house one time he said that we should play some fun video games for something to do, because it would be rainy outside. At first he would show me how good he is at one of his favorite video games, likeAssassins @CAPS2. Then he would say that I should try to play it. I was not very good at it but it was fun. I am not used to the controls of an @CAPS3 @CAPS4 so I wouldn't know how to do some things, and he would make fun of me for it because it was actually supposed to be easy. When I couldn't do something I would laugh about it and give the controller to him because I couldn't do it and he could. That would make me laugh because I couldn't do something simple like run up a wall in the game, so, I would have to give it to him to do and that was funny to us. Being bad a video games is funny to me and it make me laugh. In turn that would make me happy which is important.In conclusion, by my friend @CAPS1 tickling me a lot, saying something weird and random, that is silly and funny or, by getting me to play video games that I was bad at and had to have him do it for me, would make me laugh. By him making me laugh, a lot, it made me very happy. Laughing is very important part of my life and this story. It is important because if I didn't laugh as much as he makes me, I would not be as happy. If I am not happy, that isn't a good thing. Because, being happy is a very important part of any life and relationship. Most of the ways I can get happy are by laughing. So, this story shows that laughing is very important part of my life. You could also say that is important in my relationship with @CAPS1. He make me laugh which makes me happy. That is very important to me.","[{'A': 0.0, 'B': 10.0, 'C': 50.0, 'D': 30.0, 'F': 10.0}, {'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}, {'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}]","['A: 0\nB: 10\nC: 50\nD: 30\nF: 10', 'A: 5\nB: 20\nC: 40\nD: 30\nF: 5', 'A: 5\nB: 20\nC: 40\nD: 30\nF: 5']","[np.float64(nan), np.float64(-469.74168451037093), np.float64(-469.74168451037093)]","[np.float64(nan), np.float64(179.82892142331045), np.float64(179.82892142331045)]"
10397,"There could be many reasons why the author concludes the story with this paragraph. There could be many different meanings of this paragraph that could have importance to the story. I think that the author includes this to say that when the spring comes, she will have many more reasons to take the driving test. You can break this paragraph down to mean many different things. I interpreted it to mean that when the spring comes back, she will have a new beginning. The snow melting away represents all the hardship she faced in the previous year. The geese returning and the hibiscus budding means that they are also coming back to start the new year. They are too coming back, getting ready to start their new life. It is included at the end to show how Saeng is trying to forget about how she failed the test. She is using this time now to prepare for the next time she is going to take the driving test. She thinks that once she forgets all of the bad things she went through the previous year. She had to move on and be able to pass the driving test the next time around. The author concluded the story with the paragraph to show how Saeng plans to solve her problems. The way you interpret the paragraph gives you different ideas about what it is trying to say. I think that it is showing @CAPS1 new beginning that she will have to go through the next year. ","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 0.0, 'C': 10.0, 'D': 70.0, 'F': 20.0}, {'A': 5.0, 'B': 15.0, 'C': 40.0, 'D': 30.0, 'F': 10.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 0\nC: 10\nD: 70\nF: 20', 'A: 5\nB: 15\nC: 40\nD: 30\nF: 10']","[np.float64(nan), np.float64(nan), np.float64(-463.51612202118827)]","[np.float64(nan), np.float64(nan), np.float64(196.4943911091416)]"
3839,"I am writing to the newspaper, about removing certain materials, such as books, music, movies, magazines, and more. I dont think this should be allowed. I dont think it would be far to others.     I'm going to give you three reasons why you shouldn't let people just remove stuff like that off of shelves. @CAPS1 first reason is that, what if you had a child and wanted he or she to see the same movie or book you did when you were little? But they took it off the shelves. That would be sad and you would want them to see the movie or book you did but they cant. Like what Katherine Paterson said 'All of us think of a book that we hope none of our children or any other children have taken off the shelf.'     @CAPS1 seceond reason is, what if you and a wife or husband had a favorite song, but they took it off the shelves? That would be devistating, it would just break your heart. Well I know it would me if it was are wedding song.      The last reason and @CAPS1 favorite reason is, you just have your own opion. Everyone has thier own opion, if you dont want to see them or look at them just dont do it. It's as easy as that, just try to ignor it. It's really not your problem to worry about.     Those are just three reasons why you should not let people remove anything off of any shelves. Like what Katherine Paterson said 'But if i have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' @CAPS2 if we let this happen everyone will take avanege of it. That is why I am @CAPS2 no to letting people remove anything off of any shelves","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 0.0, 'C': 10.0, 'D': 50.0, 'F': 40.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 0\nC: 10\nD: 50\nF: 40', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
21253," Laughter is the best way to bring people closer together. It creates a bond that makes you feel a little more comfortable and secure. Life would be sad and depressing if there was no such thing as laughter. Everyone has a different type of laugh some peoples are loud, quiet,weird, or funny.But our laughter is what makes us who we are.  There are so many effects in the process of laughing.Your laugh can have such a strong effect on your body that it can cause your eyes to become a little teary. Sometime when u laugh its also harder to breath and your stomach might start to hurt. When somethings really funny I usually have a hard time to get another gasp of air because i cant stop laughing.That's one of the effects that happens to me while I'm laughing. Everyone knows that when someone thinks somethings funny they laugh. We can laugh at a movie, a joke,or even a simple mistake.My family always makes me laugh.When we have party's were always laughing and cracking up jokes.One of the jokes that my cousins said is that my aunts baby was so white that it look like a came out of la lechera. Lechera is a @CAPS1 word.  Another thing that also made me laugh is when i went to my cousins house. We were watching a movie and i had to go use the restroom so i went and when i came out she jump out from around the corner and scared me. I screamed so loud that my other cousin yelled from up stairs to be quiet. I couldn't stop laughing i was scared but it was funny because she scared me out of nowhere and i never expected her to do that. I think of laughing as a gift. It is something that can always brighten our day.I love to laugh and there's so many unforgettable moments were i almost laughed till i peed my pants.I think the people with the best personality are the people who can make someone else laugh.","[{'A': 5.0, 'B': 20.0, 'C': 50.0, 'D': 20.0, 'F': 5.0}, {'A': 0.0, 'B': 10.0, 'C': 50.0, 'D': 30.0, 'F': 10.0}, {'A': 5.0, 'B': 20.0, 'C': 50.0, 'D': 20.0, 'F': 5.0}]","['A: 5\nB: 20\nC: 50\nD: 20\nF: 5', 'A: 0\nB: 10\nC: 50\nD: 30\nF: 10', 'A: 5\nB: 20\nC: 50\nD: 20\nF: 5']","[np.float64(-478.2892142331043), np.float64(nan), np.float64(-478.2892142331043)]","[np.float64(0.0), np.float64(nan), np.float64(0.0)]"
16092,"To start off, the builders of the Empire State Building had faced many obstacles in attempting to allow dirigibles to dock there. Many of the obstacles had delt with the dirigible itself. For example, the dirigible was highly unsafe and flammable by the 1930s. ""When the German dirigible was destroyed by fire, New Jersey, on May 6, 1937 realized how much worse that accident could have been if it had taken place above a densely populated area, such as downtown New York."" Another obstacle that the builders had faced was nature itself. The winds were constantly shifting due to violent air currents. It would be highley dangerous for a dirigible to fly that close to a mooring mast with winds like that. Also, dirigibles could not fly near the Empire State Building, due to an existing law against airships flying too low over urban areas. This law would make it illegal for a ship to ever tie up to the building or approach the area. Al Smith's dream was to make the Empire State Building suitable for transportation, but sometimes dreams don't always go threw.","[{'A': 5.0, 'B': 40.0, 'C': 50.0, 'D': 5.0, 'F': 0.0}, {'A': 0.0, 'B': 10.0, 'C': 80.0, 'D': 10.0, 'F': 0.0}, {'A': 5.0, 'B': 40.0, 'C': 50.0, 'D': 5.0, 'F': 0.0}]","['A: 5\nB: 40\nC: 50\nD: 5\nF: 0', 'A: 0\nB: 10\nC: 80\nD: 10\nF: 0', 'A: 5\nB: 40\nC: 50\nD: 5\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
186,"Dear, Newspaper I am writing to persuade to put article in the paper about how computers have bad benefits on people. Computers make you unhealthy, bullying takes place on the computer, and it effects how you do in school. First, computers have bad effects on people because it makes you unhealthy. I say this because most people don't get enough exercise. Then you get obese from not having enoughb exercise. Eventually you @MONTH1 or @MONTH1 not get diabetes from being obese, but most of the time you do. The next reason why lcomputer have bad effects is because kids get bullied on the internet. This is important because when kids get bullied the feel bad about themselves. Then they all get very depressed. This is called cyber bullying. One example is, is that a guy came to our school to talk about his son. his son had killed himself from being bullied on the internent and at school. That is why bullying is an important issue and computers have bad effects on people. My third and final reason why computer have bad effects on people is that kids do bad in school. they do bad in school because they spend so much time on the computer that they stop doing their homework and stop preparing for tests and quizzes. Also kids get distracted in school because all they think or care about is going home and going on the computer. Kids also do bad in school because they eventually think that school is a waste of time and drop out. It is a proven fact that @PERCENT1 of kids that have dropped out of school was kids that were always on the computer and they said that school was a waste of time. Thats how a computers have on effect on school. Now remember, computers have bad effects on people because it makes people unhealthy. People gets bullied, and it has on effect on your schoolwork. That is how computers have bad effects on people.","[{'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 40.0, 'F': 10.0}, {'A': 5.0, 'B': 35.0, 'C': 50.0, 'D': 10.0, 'F': 0.0}, {'A': 5.0, 'B': 35.0, 'C': 40.0, 'D': 15.0, 'F': 5.0}]","['A: 0\nB: 5\nC: 45\nD: 40\nF: 10', 'A: 5\nB: 35\nC: 50\nD: 10\nF: 0', 'A: 5\nB: 35\nC: 40\nD: 15\nF: 5']","[np.float64(nan), np.float64(nan), np.float64(-474.2246692715697)]","[np.float64(nan), np.float64(nan), np.float64(242.9409049439459)]"
21151,"Laughter can create this type of bond that's hard to sever. I can tell you how I've made some fast and true friends just by laughing at the same things. Its an amazing thing when people laugh. It doesn't always make sense or seem that funny at the time but it will make anyone I think feel better no matter what the circumstance. I can tell you how I've made some fast and true friends just by laughing at the somethings. Or how laughter can fix a fight that you and a love one have had. Well here it goes, my story of a very true and very close to home story that help me open my mind and have one of the best and true friends I well ever have in my life. To tell this story i have to go back in time to when i way around nine or so. When I was a young girl my sister, @CAPS1, or as I always called her @PERSON2, and me hated each other. We never got along, maybe that's because of sharing a room with a older sister, but i can remember her never wanting to play with me or hang out with me. My oldest sister @PERSON1 had just gone to collage so my sister @PERSON2 and me got the chance to get to know each other a whole lot more. Sure we still had fights and still didn't get along with each other very well, but we were well on are way to becoming the best friends we are today. Well one day when my parents went out shopping me and my sister @PERSON2 stayed home to clean the house. Well in my family when cleaning music is blasting no matter what kind it is. As always my big sister had to ""order"" me around, or at least that's what it felt like then, and like always i was a stubborn little sister who never liked taking orders from the big sister. Well @PERSON2 told me i had to clean the bathrooms, and I hate to clean bathrooms, I mean who does right? So I tell her that wouldn't do clean them...well that doesn't go over so well with the big sister who is charge while mom and dad are away. So we start to fight, and oh what a fight that was. I mean loud as loud can be. The music couldn't even be heard over the yelling and screaming. Like most fighting in my house goes, my sister and I go so feed up with each other that we stormed out of that room and into our own bedrooms. While the music was still blasting and even could be heard from all the way upstairs. So as I ,and I can only guess my sister was doing the same, was plotting my revenge on my oh so ""wise"" sister then music changed to a upbeat classic song that is one of the most popular songs in my house hold. This song was ""@CAPS2 @CAPS3"", because I loved this song so much I opened my door to my bedroom. I guess my sister is like me because she did the same. Well I had started singing and dancing in my room to the music, and guess my sister had heard me because she had come out of her room and into mine. I of course didn't notice her so I had keep doing my singing and dancing. Well as soon as she started to laugh at me I stop and glared at her. @CAPS1 just stands there laughing, I had said something on the lines as well you couldn't do better then that. So she tried and it was my turn to laugh. We ended up making fun of each others dances and laughed all the way down stairs were we hug and said how sorry and stupid we where for fighting. Then after all that had just happened we look around us at the work to still be done. We then looked at each other and laughed and ran to do our work before mom and dad got home. We finish just in time to, as soon as my mom and dad came home we where just doing the last bit of cleaning. @TIME1 after my mom and my dad had gone to bed my sister and I had a @TIME1 of watching movies and laughing our heads off.  That's it, my story of how sisters, or more like best friends can fix and start anything with just laughing and having fun together. Now my sister lives in @LOCATION1 so i don't see her a lot, but when ever i can i web chat her or call her. We spend hours laughing, it doesn't even matter what we are laughing about. That's what laughter does, it creates this bond, a deep connection. My sister and I @MONTH1 have had our fights in the past...and the future but we have laughter that always helps us stay together no matter what happens in life.","[{'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}, {'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}, {'A': 5.0, 'B': 20.0, 'C': 40.0, 'D': 30.0, 'F': 5.0}]","['A: 5\nB: 20\nC: 40\nD: 30\nF: 5', 'A: 5\nB: 20\nC: 40\nD: 30\nF: 5', 'A: 5\nB: 20\nC: 40\nD: 30\nF: 5']","[np.float64(-469.74168451037093), np.float64(-469.74168451037093), np.float64(-469.74168451037093)]","[np.float64(0.0), np.float64(0.0), np.float64(0.0)]"
1069,"@ORGANIZATION1, @CAPS1 of people use computers @CAPS2 for many different types of things. Computers are very beneficial to society. Even though people @MONTH1 use their computers too much, the tasks they complete help our world run smoothly. Also, computers allow us to keep in touch with friends and family that we don't see anymore, and they teach us valuable information very quickly. Without computers, society would not run as smoothly as it does now. One way that computers benefits our society, is that they complete tasks such as writing a paper, researching information,..etc, much quicker. For example, if you, the @ORGANIZATION1, needed to quickly print an article in the paper on the devastating earthquake in @LOCATION1, computers would greatly benefit you because they would allow you to type the article much quicker than having to handwrite it. Computers are very beneficial to society because they allow us to complete things very quickly and efficiently. Another reason why computers are very beneficial to society is because they allow us to maintain relationships with people from long distance and allow us to always keep in touch with old friends and family. Moving to from about @DATE1, computers have greatly helped and I stay halfway country. In a recent survey by @PERCENT1 of college graduate a computer stay in town friends from stay in but allow you to actually see the are our society is beneficial by computers because they world. reason society is because they alloe people very quickly. Search engines such as @ORGANIZATION3, @ORGANIZATION4, @CAPS3, and more allows us to research anything we want to know at just the click of the button. This ability to know anything very quickly has agreat effect on people, without of this knowledge people becomemore intellectual and intelligent and with that intelligence, they make great things happen. According to @PERSON1, a computer scientist at @ORGANIZATION2, The knowledge people get from computer search engines allows them to better do @CAPS2 things and achive more in thier lives"". Computers benefit society and have great effect on people when they are balanced our with other important things such as exercise and socializing. They teach us new information quickly, perform tasks, quickly and effeciently and allow us to keep in touch with people across the world. If it weren't for computers things would take longer to get done and society would become worse. We need computers to do @CAPS2 things and do tasks needed to live life.""","[{'A': 5.0, 'B': 40.0, 'C': 40.0, 'D': 10.0, 'F': 5.0}, {'A': 10.0, 'B': 60.0, 'C': 25.0, 'D': 5.0, 'F': 0.0}, {'A': 15.0, 'B': 40.0, 'C': 30.0, 'D': 10.0, 'F': 5.0}]","['A: 5\nB: 40\nC: 40\nD: 10\nF: 5', 'A: 10\nB: 60\nC: 25\nD: 5\nF: 0', 'A: 15\nB: 40\nC: 30\nD: 10\nF: 5']","[np.float64(-482.19280948873626), np.float64(nan), np.float64(-463.51612202118827)]","[np.float64(0.0), np.float64(nan), np.float64(11.323312532452029)]"
1268,"People use computers everyday. There's so many reasons way the're always on. They could be talking to one of their family relatives. Also they're probally looking for jobs. There's many things and people shouldn't tell them what to do with their lives. Many people in @LOCATION1 use the computer to talk to one of their old friends and catch up on things. Also they could be talking to one of their family relatives. There's a thing called webcam and people in @LOCATION1 use it so they could see one another. Buisnesses people are always on the computer because they need to print out documents and they probally got to send something to another country. Buisnesses people also do lots of work on the computer. They can still exercise in @TIME1 for a quick jog, but also thats their choice if they want to stay health or not, plus they're busy people. Other hand people who go on the computer and who are not buisness people or they're not talking to family member or an old friend are students and parents. Tons of students in @LOCATION1 have projects everyday and they got to be on the computer to look up their information. Parents on the other hand also help out their children and they also talk to their relatives or these looking for a new home or job. If all those people are busy let them do their work they want for need to do. Once their done they could excerise but if they don't want to and other people told them to go not take a walk or anything healthy then it's their lost. We can't some them too. They're just getting better everyday and it's not effecting us. its effecting them. If they want to be on the computer they're also getting bad eye-sight because of too much light.","[{'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}, {'A': 0.0, 'B': 5.0, 'C': 25.0, 'D': 50.0, 'F': 20.0}]","['A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20', 'A: 0\nB: 5\nC: 25\nD: 50\nF: 20']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
4630,"Have you ever walked into a library and saw a book that you wouldn't what your child or any young one to pick up and read? There is several book in the library that young children should read. I don't believe that you a certian book should be removed from the library because it is offensive to some or not suitable for children, but there is a few things that can be done to keep those books away from your kids or any child. The possable things that could be done is; move those book to a higher shelf, designate a certian area for those books, or put an age limit on those books.     The first way that you could keep an offensive book out of your childs, or any other childs hands is to move those book to a higher shelf. Doing this will keep those books out of your childs sight and reach. That will keep them out of childens hand, and prevent them from reading them.     The next possability to keep offensive books out of your childs or any childs hand is to, designate a certain area for those books in the library. Doing this will provied a 'barrior', so that you could tell your child to stay out of that area, and keep a watch on them to make sure they don't go in that area. You would also know where those books are so the you could make sure they don't go to that area.     The final possability to keep offensive books out of your childs or any other childs hands is to put an age limit on those book to keep the children from being able to check-out those books, to read them. This would make the childen have be a certain age before the can check them out, preventing them from reading them.      These are a few possabilities that could be used to keep offisive books out of childrens hands, and preventing them from reading those offensive books that you wouldn't want them getting a hold of and reading","[{'A': 0.0, 'B': 10.0, 'C': 70.0, 'D': 20.0, 'F': 0.0}, {'A': 0.0, 'B': 5.0, 'C': 45.0, 'D': 45.0, 'F': 5.0}, {'A': 0.0, 'B': 10.0, 'C': 60.0, 'D': 30.0, 'F': 0.0}]","['A: 0\nB: 10\nC: 70\nD: 20\nF: 0', 'A: 0\nB: 5\nC: 45\nD: 45\nF: 5', 'A: 0\nB: 10\nC: 60\nD: 30\nF: 0']","[np.float64(nan), np.float64(nan), np.float64(nan)]","[np.float64(nan), np.float64(nan), np.float64(nan)]"
