essay_id,stakes_level,stakes_ordinal,variant_idx,grade_num
1480,medium,1,4,2
1480,medium,1,5,2
1480,medium,1,6,2
1480,medium,1,7,2
1480,medium,1,8,2
1480,medium,1,9,2
1480,high,2,0,2
1480,high,2,1,2
1480,high,2,2,2
1480,high,2,3,2
1480,high,2,4,2
1480,high,2,5,2
1480,high,2,6,2
1480,high,2,7,2
1480,high,2,8,3
1480,high,2,9,2
4116,low,0,0,2
4116,low,0,1,2
4116,low,0,2,2
4116,low,0,3,2
4116,low,0,4,2
4116,low,0,5,2
4116,low,0,6,2
4116,low,0,7,1
4116,low,0,8,2
4116,low,0,9,2
4116,medium,1,0,2
4116,medium,1,1,2
4116,medium,1,2,2
4116,medium,1,3,2
4116,medium,1,4,2
4116,medium,1,5,2
4116,medium,1,6,2
4116,medium,1,7,2
4116,medium,1,8,2
4116,medium,1,9,2
4116,high,2,0,2
4116,high,2,1,2
4116,high,2,2,2
4116,high,2,3,2
4116,high,2,4,2
4116,high,2,5,2
4116,high,2,6,2
4116,high,2,7,3
4116,high,2,8,2
4116,high,2,9,2
3913,low,0,0,1
3913,low,0,1,1
3913,low,0,2,1
3913,low,0,3,1
3913,low,0,4,1
3913,low,0,5,1
3913,low,0,6,1
3913,low,0,7,1
3913,low,0,8,1
3913,low,0,9,1
3913,medium,1,0,1
3913,medium,1,1,1
3913,medium,1,2,1
3913,medium,1,3,1
3913,medium,1,4,1
3913,medium,1,5,1
3913,medium,1,6,1
3913,medium,1,7,1
3913,medium,1,8,1
3913,medium,1,9,1
3913,high,2,0,1
3913,high,2,1,1
3913,high,2,2,1
3913,high,2,3,1
3913,high,2,4,1
3913,high,2,5,1
3913,high,2,6,1
3913,high,2,7,1
3913,high,2,8,1
3913,high,2,9,1
514,low,0,0,1
514,low,0,1,1
514,low,0,2,1
514,low,0,3,1
514,low,0,4,1
514,low,0,5,1
514,low,0,6,1
514,low,0,7,1
514,low,0,8,1
514,low,0,9,1
514,medium,1,0,1
514,medium,1,1,1
514,medium,1,2,1
514,medium,1,3,1
514,medium,1,4,1
514,medium,1,5,1
514,medium,1,6,1
514,medium,1,7,1
514,medium,1,8,1
514,medium,1,9,1
514,high,2,0,1
514,high,2,1,1
514,high,2,2,1
514,high,2,3,1
514,high,2,4,1
514,high,2,5,1
514,high,2,6,1
514,high,2,7,1
514,high,2,8,1
514,high,2,9,1
872,low,0,0,1
872,low,0,1,2
872,low,0,2,2
872,low,0,3,1
872,low,0,4,1
872,low,0,5,1
872,low,0,6,2
872,low,0,7,1
872,low,0,8,1
872,low,0,9,1
872,medium,1,0,2
872,medium,1,1,2
872,medium,1,2,2
872,medium,1,3,2
872,medium,1,4,2
872,medium,1,5,2
872,medium,1,6,1
872,medium,1,7,1
872,medium,1,8,2
872,medium,1,9,2
872,high,2,0,1
872,high,2,1,2
872,high,2,2,2
872,high,2,3,2
872,high,2,4,2
872,high,2,5,2
872,high,2,6,2
872,high,2,7,2
872,high,2,8,2
872,high,2,9,2
1493,low,0,0,2
1493,low,0,1,2
1493,low,0,2,2
1493,low,0,3,2
1493,low,0,4,2
1493,low,0,5,2
1493,low,0,6,2
1493,low,0,7,2
1493,low,0,8,2
1493,low,0,9,2
1493,medium,1,0,2
1493,medium,1,1,2
1493,medium,1,2,2
1493,medium,1,3,2
1493,medium,1,4,2
1493,medium,1,5,2
1493,medium,1,6,2
1493,medium,1,7,2
1493,medium,1,8,2
1493,medium,1,9,2
1493,high,2,0,2
1493,high,2,1,2
1493,high,2,2,2
1493,high,2,3,2
1493,high,2,4,2
1493,high,2,5,2
1493,high,2,6,2
1493,high,2,7,2
1493,high,2,8,2
1493,high,2,9,2
805,low,0,0,1
805,low,0,1,1
805,low,0,2,1
805,low,0,3,1
805,low,0,4,1
805,low,0,5,1
805,low,0,6,1
805,low,0,7,0
805,low,0,8,1
805,low,0,9,1
805,medium,1,0,1
805,medium,1,1,1
805,medium,1,2,1
805,medium,1,3,1
805,medium,1,4,1
805,medium,1,5,1
805,medium,1,6,1
805,medium,1,7,1
805,medium,1,8,1
805,medium,1,9,1
805,high,2,0,1
805,high,2,1,1
805,high,2,2,1
805,high,2,3,1
805,high,2,4,1
805,high,2,5,1
805,high,2,6,1
805,high,2,7,1
805,high,2,8,1
805,high,2,9,1
34,low,0,0,1
34,low,0,1,1
34,low,0,2,1
34,low,0,3,1
34,low,0,4,1
34,low,0,5,1
34,low,0,6,1
34,low,0,7,1
34,low,0,8,1
34,low,0,9,1
34,medium,1,0,1
34,medium,1,1,1
34,medium,1,2,1
34,medium,1,3,1
34,medium,1,4,1
34,medium,1,5,1
34,medium,1,6,1
34,medium,1,7,1
34,medium,1,8,1
34,medium,1,9,1
34,high,2,0,1
34,high,2,1,1
34,high,2,2,1
34,high,2,3,1
34,high,2,4,1
34,high,2,5,1
34,high,2,6,1
34,high,2,7,1
34,high,2,8,1
34,high,2,9,1
3160,low,0,0,2
3160,low,0,1,3
3160,low,0,2,3
3160,low,0,3,3
3160,low,0,4,3
3160,low,0,5,2
3160,low,0,6,3
3160,low,0,7,2
3160,low,0,8,2
3160,low,0,9,2
3160,medium,1,0,3
3160,medium,1,1,3
3160,medium,1,2,3
3160,medium,1,3,3
3160,medium,1,4,3
3160,medium,1,5,3
3160,medium,1,6,3
3160,medium,1,7,2
3160,medium,1,8,3
3160,medium,1,9,3
3160,high,2,0,3
3160,high,2,1,3
3160,high,2,2,3
3160,high,2,3,3
3160,high,2,4,3
3160,high,2,5,3
3160,high,2,6,3
3160,high,2,7,3
3160,high,2,8,3
3160,high,2,9,3
4185,low,0,0,2
4185,low,0,1,3
4185,low,0,2,2
4185,low,0,3,2
4185,low,0,4,2
4185,low,0,5,2
4185,low,0,6,2
4185,low,0,7,2
4185,low,0,8,2
4185,low,0,9,2
4185,medium,1,0,2
4185,medium,1,1,3
4185,medium,1,2,2
4185,medium,1,3,2
4185,medium,1,4,2
4185,medium,1,5,3
4185,medium,1,6,2
4185,medium,1,7,2
4185,medium,1,8,2
4185,medium,1,9,2
4185,high,2,0,2
4185,high,2,1,3
4185,high,2,2,3
4185,high,2,3,2
4185,high,2,4,2
4185,high,2,5,3
4185,high,2,6,2
4185,high,2,7,3
4185,high,2,8,2
4185,high,2,9,3
4766,low,0,0,2
4766,low,0,1,3
4766,low,0,2,3
4766,low,0,3,3
4766,low,0,4,2
4766,low,0,5,2
4766,low,0,6,2
4766,low,0,7,2
4766,low,0,8,2
4766,low,0,9,3
4766,medium,1,0,2
4766,medium,1,1,3
4766,medium,1,2,3
4766,medium,1,3,3
4766,medium,1,4,3
4766,medium,1,5,3
4766,medium,1,6,3
4766,medium,1,7,2
4766,medium,1,8,3
4766,medium,1,9,2
4766,high,2,0,2
4766,high,2,1,3
4766,high,2,2,3
4766,high,2,3,3
4766,high,2,4,3
4766,high,2,5,3
4766,high,2,6,2
4766,high,2,7,3
4766,high,2,8,3
4766,high,2,9,2
3796,low,0,0,3
3796,low,0,1,3
3796,low,0,2,3
3796,low,0,3,3
3796,low,0,4,3
3796,low,0,5,3
3796,low,0,6,3
3796,low,0,7,2
3796,low,0,8,3
3796,low,0,9,3
3796,medium,1,0,3
3796,medium,1,1,3
3796,medium,1,2,3
3796,medium,1,3,3
3796,medium,1,4,3
3796,medium,1,5,3
3796,medium,1,6,3
3796,medium,1,7,3
3796,medium,1,8,3
3796,medium,1,9,3
3796,high,2,0,3
3796,high,2,1,3
3796,high,2,2,3
3796,high,2,3,3
3796,high,2,4,3
3796,high,2,5,3
3796,high,2,6,3
3796,high,2,7,3
3796,high,2,8,3
3796,high,2,9,3
4372,low,0,0,2
4372,low,0,1,2
4372,low,0,2,2
4372,low,0,3,2
4372,low,0,4,2
4372,low,0,5,2
4372,low,0,6,2
4372,low,0,7,1
4372,low,0,8,2
4372,low,0,9,2
4372,medium,1,0,2
4372,medium,1,1,2
4372,medium,1,2,2
4372,medium,1,3,2
4372,medium,1,4,2
4372,medium,1,5,2
4372,medium,1,6,2
4372,medium,1,7,2
4372,medium,1,8,2
4372,medium,1,9,2
4372,high,2,0,2
4372,high,2,1,2
4372,high,2,2,2
4372,high,2,3,2
4372,high,2,4,2
4372,high,2,5,2
4372,high,2,6,2
4372,high,2,7,3
4372,high,2,8,2
4372,high,2,9,2
1071,low,0,0,1
1071,low,0,1,1
1071,low,0,2,1
1071,low,0,3,2
1071,low,0,4,2
1071,low,0,5,1
1071,low,0,6,1
1071,low,0,7,1
1071,low,0,8,2
1071,low,0,9,1
1071,medium,1,0,1
1071,medium,1,1,1
1071,medium,1,2,1
1071,medium,1,3,2
1071,medium,1,4,2
1071,medium,1,5,1
1071,medium,1,6,1
1071,medium,1,7,1
1071,medium,1,8,2
1071,medium,1,9,2
1071,high,2,0,1
1071,high,2,1,1
1071,high,2,2,1
1071,high,2,3,1
1071,high,2,4,2
1071,high,2,5,2
1071,high,2,6,2
1071,high,2,7,2
1071,high,2,8,2
1071,high,2,9,1
4045,low,0,0,2
4045,low,0,1,3
4045,low,0,2,2
4045,low,0,3,2
4045,low,0,4,2
4045,low,0,5,2
4045,low,0,6,2
4045,low,0,7,2
4045,low,0,8,2
4045,low,0,9,2
4045,medium,1,0,2
4045,medium,1,1,3
4045,medium,1,2,2
4045,medium,1,3,3
4045,medium,1,4,3
4045,medium,1,5,3
4045,medium,1,6,3
4045,medium,1,7,2
4045,medium,1,8,3
4045,medium,1,9,2
4045,high,2,0,2
4045,high,2,1,2
4045,high,2,2,2
4045,high,2,3,2
4045,high,2,4,2
4045,high,2,5,2
4045,high,2,6,2
4045,high,2,7,3
4045,high,2,8,3
4045,high,2,9,2
1293,low,0,0,1
1293,low,0,1,1
1293,low,0,2,1
1293,low,0,3,1
1293,low,0,4,1
1293,low,0,5,1
1293,low,0,6,1
1293,low,0,7,0
1293,low,0,8,1
1293,low,0,9,1
1293,medium,1,0,1
1293,medium,1,1,1
1293,medium,1,2,1
1293,medium,1,3,1
1293,medium,1,4,1
1293,medium,1,5,1
1293,medium,1,6,1
1293,medium,1,7,1
1293,medium,1,8,1
1293,medium,1,9,1
1293,high,2,0,1
1293,high,2,1,1
1293,high,2,2,1
1293,high,2,3,1
1293,high,2,4,1
1293,high,2,5,1
1293,high,2,6,1
1293,high,2,7,1
1293,high,2,8,1
1293,high,2,9,1
3947,low,0,0,0
3947,low,0,1,0
3947,low,0,2,1
3947,low,0,3,1
3947,low,0,4,0
3947,low,0,5,0
3947,low,0,6,0
3947,low,0,7,0
3947,low,0,8,0
3947,low,0,9,0
3947,medium,1,0,1
3947,medium,1,1,0
3947,medium,1,2,0
3947,medium,1,3,1
3947,medium,1,4,1
3947,medium,1,5,0
3947,medium,1,6,1
3947,medium,1,7,0
3947,medium,1,8,1
3947,medium,1,9,0
3947,high,2,0,0
3947,high,2,1,1
3947,high,2,2,1
3947,high,2,3,1
3947,high,2,4,1
3947,high,2,5,1
3947,high,2,6,1
3947,high,2,7,1
3947,high,2,8,1
3947,high,2,9,1
135,low,0,0,1
135,low,0,1,2
135,low,0,2,2
135,low,0,3,1
135,low,0,4,1
135,low,0,5,1
135,low,0,6,1
135,low,0,7,1
135,low,0,8,1
135,low,0,9,1
135,medium,1,0,1
135,medium,1,1,1
135,medium,1,2,1
135,medium,1,3,2
135,medium,1,4,1
135,medium,1,5,2
135,medium,1,6,1
135,medium,1,7,1
135,medium,1,8,1
135,medium,1,9,1
135,high,2,0,1
135,high,2,1,1
135,high,2,2,2
135,high,2,3,2
135,high,2,4,1
135,high,2,5,2
135,high,2,6,1
135,high,2,7,2
135,high,2,8,2
135,high,2,9,1
1412,low,0,0,1
1412,low,0,1,1
1412,low,0,2,1
1412,low,0,3,1
1412,low,0,4,1
1412,low,0,5,1
1412,low,0,6,1
1412,low,0,7,1
1412,low,0,8,1
1412,low,0,9,1
1412,medium,1,0,1
1412,medium,1,1,1
1412,medium,1,2,1
1412,medium,1,3,1
1412,medium,1,4,1
1412,medium,1,5,1
1412,medium,1,6,1
1412,medium,1,7,1
1412,medium,1,8,1
1412,medium,1,9,1
1412,high,2,0,1
1412,high,2,1,1
1412,high,2,2,1
1412,high,2,3,1
1412,high,2,4,2
1412,high,2,5,2
1412,high,2,6,1
1412,high,2,7,2
1412,high,2,8,2
1412,high,2,9,1
1430,low,0,0,1
1430,low,0,1,1
1430,low,0,2,1
1430,low,0,3,1
1430,low,0,4,1
1430,low,0,5,1
1430,low,0,6,1
1430,low,0,7,1
1430,low,0,8,1
1430,low,0,9,1
1430,medium,1,0,1
1430,medium,1,1,1
1430,medium,1,2,1
1430,medium,1,3,1
1430,medium,1,4,1
1430,medium,1,5,1
1430,medium,1,6,1
1430,medium,1,7,1
1430,medium,1,8,1
1430,medium,1,9,1
1430,high,2,0,1
1430,high,2,1,1
1430,high,2,2,1
1430,high,2,3,1
1430,high,2,4,1
1430,high,2,5,1
1430,high,2,6,1
1430,high,2,7,1
1430,high,2,8,1
1430,high,2,9,1
810,low,0,0,2
810,low,0,1,2
810,low,0,2,2
810,low,0,3,2
810,low,0,4,2
810,low,0,5,2
810,low,0,6,2
810,low,0,7,2
810,low,0,8,2
810,low,0,9,2
810,medium,1,0,2
810,medium,1,1,2
810,medium,1,2,2
810,medium,1,3,2
810,medium,1,4,2
810,medium,1,5,2
810,medium,1,6,2
810,medium,1,7,2
810,medium,1,8,2
810,medium,1,9,2
810,high,2,0,2
810,high,2,1,2
810,high,2,2,2
810,high,2,3,2
810,high,2,4,2
810,high,2,5,2
810,high,2,6,2
810,high,2,7,3
810,high,2,8,2
810,high,2,9,2
4228,low,0,0,1
4228,low,0,1,2
4228,low,0,2,2
4228,low,0,3,2
4228,low,0,4,2
4228,low,0,5,2
4228,low,0,6,2
4228,low,0,7,1
4228,low,0,8,2
4228,low,0,9,2
4228,medium,1,0,2
4228,medium,1,1,2
4228,medium,1,2,2
4228,medium,1,3,2
4228,medium,1,4,2
4228,medium,1,5,2
4228,medium,1,6,2
4228,medium,1,7,2
4228,medium,1,8,2
4228,medium,1,9,2
4228,high,2,0,2
4228,high,2,1,2
4228,high,2,2,2
4228,high,2,3,2
4228,high,2,4,2
4228,high,2,5,2
4228,high,2,6,2
4228,high,2,7,2
4228,high,2,8,2
4228,high,2,9,2
4334,low,0,0,1
4334,low,0,1,1
4334,low,0,2,1
4334,low,0,3,1
4334,low,0,4,1
4334,low,0,5,1
4334,low,0,6,1
4334,low,0,7,1
4334,low,0,8,1
4334,low,0,9,1
4334,medium,1,0,1
4334,medium,1,1,2
4334,medium,1,2,1
4334,medium,1,3,1
4334,medium,1,4,2
4334,medium,1,5,1
4334,medium,1,6,2
4334,medium,1,7,1
4334,medium,1,8,1
4334,medium,1,9,1
4334,high,2,0,1
4334,high,2,1,1
4334,high,2,2,2
4334,high,2,3,1
4334,high,2,4,2
4334,high,2,5,2
4334,high,2,6,1
4334,high,2,7,2
4334,high,2,8,2
4334,high,2,9,1
4005,low,0,0,2
4005,low,0,1,3
4005,low,0,2,3
4005,low,0,3,3
4005,low,0,4,3
4005,low,0,5,2
4005,low,0,6,3
4005,low,0,7,3
4005,low,0,8,3
4005,low,0,9,3
4005,medium,1,0,3
4005,medium,1,1,3
4005,medium,1,2,3
4005,medium,1,3,3
4005,medium,1,4,3
4005,medium,1,5,3
4005,medium,1,6,3
4005,medium,1,7,2
4005,medium,1,8,3
4005,medium,1,9,3
4005,high,2,0,3
4005,high,2,1,3
4005,high,2,2,3
4005,high,2,3,3
4005,high,2,4,3
4005,high,2,5,3
4005,high,2,6,3
4005,high,2,7,3
4005,high,2,8,3
4005,high,2,9,3
694,low,0,0,2
694,low,0,1,2
694,low,0,2,2
694,low,0,3,2
694,low,0,4,2
694,low,0,5,2
694,low,0,6,3
694,low,0,7,2
694,low,0,8,3
694,low,0,9,2
694,medium,1,0,3
694,medium,1,1,3
694,medium,1,2,3
694,medium,1,3,3
694,medium,1,4,3
694,medium,1,5,3
694,medium,1,6,3
694,medium,1,7,2
694,medium,1,8,3
694,medium,1,9,3
694,high,2,0,3
694,high,2,1,3
694,high,2,2,3
694,high,2,3,3
694,high,2,4,3
694,high,2,5,3
694,high,2,6,3
694,high,2,7,3
694,high,2,8,3
694,high,2,9,3
1032,low,0,0,2
1032,low,0,1,2
1032,low,0,2,2
1032,low,0,3,2
1032,low,0,4,2
1032,low,0,5,1
1032,low,0,6,2
1032,low,0,7,1
1032,low,0,8,2
1032,low,0,9,2
1032,medium,1,0,2
1032,medium,1,1,2
1032,medium,1,2,2
1032,medium,1,3,2
1032,medium,1,4,2
1032,medium,1,5,2
1032,medium,1,6,2
1032,medium,1,7,2
1032,medium,1,8,2
1032,medium,1,9,2
1032,high,2,0,2
1032,high,2,1,2
1032,high,2,2,2
1032,high,2,3,2
1032,high,2,4,2
1032,high,2,5,2
1032,high,2,6,2
1032,high,2,7,2
1032,high,2,8,2
1032,high,2,9,2
1637,low,0,0,1
1637,low,0,1,1
1637,low,0,2,1
1637,low,0,3,1
1637,low,0,4,1
1637,low,0,5,1
1637,low,0,6,1
1637,low,0,7,1
1637,low,0,8,1
1637,low,0,9,1
1637,medium,1,0,1
1637,medium,1,1,1
1637,medium,1,2,1
1637,medium,1,3,1
1637,medium,1,4,1
1637,medium,1,5,1
1637,medium,1,6,1
1637,medium,1,7,1
1637,medium,1,8,1
1637,medium,1,9,1
1637,high,2,0,1
1637,high,2,1,1
1637,high,2,2,1
1637,high,2,3,1
1637,high,2,4,1
1637,high,2,5,1
1637,high,2,6,1
1637,high,2,7,1
1637,high,2,8,1
1637,high,2,9,1
3549,low,0,0,1
3549,low,0,1,1
3549,low,0,2,1
3549,low,0,3,1
3549,low,0,4,1
3549,low,0,5,1
3549,low,0,6,1
3549,low,0,7,0
3549,low,0,8,1
3549,low,0,9,1
3549,medium,1,0,1
3549,medium,1,1,1
3549,medium,1,2,1
3549,medium,1,3,1
3549,medium,1,4,1
3549,medium,1,5,1
3549,medium,1,6,1
3549,medium,1,7,1
3549,medium,1,8,1
3549,medium,1,9,1
3549,high,2,0,1
3549,high,2,1,1
3549,high,2,2,1
3549,high,2,3,1
3549,high,2,4,1
3549,high,2,5,1
3549,high,2,6,1
3549,high,2,7,1
3549,high,2,8,1
3549,high,2,9,1
860,low,0,0,2
860,low,0,1,2
860,low,0,2,2
860,low,0,3,2
860,low,0,4,2
860,low,0,5,1
860,low,0,6,2
860,low,0,7,1
860,low,0,8,2
860,low,0,9,1
860,medium,1,0,2
860,medium,1,1,2
860,medium,1,2,2
860,medium,1,3,2
860,medium,1,4,2
860,medium,1,5,2
860,medium,1,6,2
860,medium,1,7,2
860,medium,1,8,2
860,medium,1,9,2
860,high,2,0,2
860,high,2,1,2
860,high,2,2,2
860,high,2,3,2
860,high,2,4,2
860,high,2,5,2
860,high,2,6,2
860,high,2,7,2
860,high,2,8,2
860,high,2,9,2
1327,low,0,0,2
1327,low,0,1,2
1327,low,0,2,2
1327,low,0,3,2
1327,low,0,4,2
1327,low,0,5,2
1327,low,0,6,2
1327,low,0,7,1
1327,low,0,8,2
1327,low,0,9,2
1327,medium,1,0,2
1327,medium,1,1,2
1327,medium,1,2,3
1327,medium,1,3,2
1327,medium,1,4,2
1327,medium,1,5,2
1327,medium,1,6,2
1327,medium,1,7,2
1327,medium,1,8,2
1327,medium,1,9,2
1327,high,2,0,2
1327,high,2,1,2
1327,high,2,2,3
1327,high,2,3,2
1327,high,2,4,2
1327,high,2,5,2
1327,high,2,6,2
1327,high,2,7,2
1327,high,2,8,2
1327,high,2,9,2
1236,low,0,0,2
1236,low,0,1,2
1236,low,0,2,2
1236,low,0,3,2
1236,low,0,4,2
1236,low,0,5,2
1236,low,0,6,2
1236,low,0,7,1
1236,low,0,8,2
1236,low,0,9,2
1236,medium,1,0,2
1236,medium,1,1,2
1236,medium,1,2,2
1236,medium,1,3,2
1236,medium,1,4,2
1236,medium,1,5,2
1236,medium,1,6,2
1236,medium,1,7,2
1236,medium,1,8,2
1236,medium,1,9,2
1236,high,2,0,2
1236,high,2,1,2
1236,high,2,2,2
1236,high,2,3,2
1236,high,2,4,2
1236,high,2,5,2
1236,high,2,6,2
1236,high,2,7,2
1236,high,2,8,2
1236,high,2,9,2
185,low,0,0,1
185,low,0,1,1
185,low,0,2,1
185,low,0,3,1
185,low,0,4,1
185,low,0,5,1
185,low,0,6,1
185,low,0,7,1
185,low,0,8,1
185,low,0,9,1
185,medium,1,0,1
185,medium,1,1,1
185,medium,1,2,1
185,medium,1,3,1
185,medium,1,4,1
185,medium,1,5,1
185,medium,1,6,1
185,medium,1,7,1
185,medium,1,8,1
185,medium,1,9,1
185,high,2,0,1
185,high,2,1,1
185,high,2,2,1
185,high,2,3,1
185,high,2,4,1
185,high,2,5,1
185,high,2,6,1
185,high,2,7,1
185,high,2,8,1
185,high,2,9,1
3908,low,0,0,3
3908,low,0,1,3
3908,low,0,2,3
3908,low,0,3,3
3908,low,0,4,3
3908,low,0,5,2
3908,low,0,6,3
3908,low,0,7,2
3908,low,0,8,3
3908,low,0,9,3
3908,medium,1,0,3
3908,medium,1,1,3
3908,medium,1,2,3
3908,medium,1,3,3
3908,medium,1,4,3
3908,medium,1,5,3
3908,medium,1,6,3
3908,medium,1,7,2
3908,medium,1,8,3
3908,medium,1,9,3
3908,high,2,0,3
3908,high,2,1,3
3908,high,2,2,3
3908,high,2,3,3
3908,high,2,4,3
3908,high,2,5,3
3908,high,2,6,3
3908,high,2,7,3
3908,high,2,8,3
3908,high,2,9,3
4024,low,0,0,0
4024,low,0,1,0
4024,low,0,2,0
4024,low,0,3,0
4024,low,0,4,0
4024,low,0,5,0
4024,low,0,6,0
4024,low,0,7,0
4024,low,0,8,0
4024,low,0,9,0
4024,medium,1,0,0
4024,medium,1,1,1
4024,medium,1,2,0
4024,medium,1,3,1
4024,medium,1,4,0
4024,medium,1,5,0
4024,medium,1,6,0
4024,medium,1,7,0
4024,medium,1,8,0
4024,medium,1,9,0
4024,high,2,0,0
4024,high,2,1,0
4024,high,2,2,0
4024,high,2,3,1
4024,high,2,4,0
4024,high,2,5,0
4024,high,2,6,0
4024,high,2,7,0
4024,high,2,8,0
4024,high,2,9,0
1514,low,0,0,2
1514,low,0,1,2
1514,low,0,2,2
1514,low,0,3,2
1514,low,0,4,2
1514,low,0,5,2
1514,low,0,6,2
1514,low,0,7,1
1514,low,0,8,2
1514,low,0,9,2
1514,medium,1,0,2
1514,medium,1,1,2
1514,medium,1,2,2
1514,medium,1,3,2
1514,medium,1,4,2
1514,medium,1,5,2
1514,medium,1,6,2
1514,medium,1,7,2
1514,medium,1,8,2
1514,medium,1,9,2
1514,high,2,0,2
1514,high,2,1,2
1514,high,2,2,2
1514,high,2,3,2
1514,high,2,4,2
1514,high,2,5,2
1514,high,2,6,2
1514,high,2,7,2
1514,high,2,8,2
1514,high,2,9,2
1621,low,0,0,1
1621,low,0,1,2
1621,low,0,2,1
1621,low,0,3,2
1621,low,0,4,2
1621,low,0,5,1
1621,low,0,6,2
1621,low,0,7,1
1621,low,0,8,2
1621,low,0,9,1
1621,medium,1,0,2
1621,medium,1,1,2
1621,medium,1,2,2
1621,medium,1,3,2
1621,medium,1,4,2
1621,medium,1,5,2
1621,medium,1,6,2
1621,medium,1,7,1
1621,medium,1,8,1
1621,medium,1,9,2
1621,high,2,0,1
1621,high,2,1,2
1621,high,2,2,2
1621,high,2,3,2
1621,high,2,4,2
1621,high,2,5,2
1621,high,2,6,2
1621,high,2,7,3
1621,high,2,8,2
1621,high,2,9,2
1408,low,0,0,2
1408,low,0,1,3
1408,low,0,2,2
1408,low,0,3,3
1408,low,0,4,3
1408,low,0,5,2
1408,low,0,6,2
1408,low,0,7,2
1408,low,0,8,3
1408,low,0,9,2
1408,medium,1,0,3
1408,medium,1,1,3
1408,medium,1,2,3
1408,medium,1,3,3
1408,medium,1,4,3
1408,medium,1,5,3
1408,medium,1,6,3
1408,medium,1,7,2
1408,medium,1,8,3
1408,medium,1,9,3
1408,high,2,0,2
1408,high,2,1,3
1408,high,2,2,3
1408,high,2,3,3
1408,high,2,4,3
1408,high,2,5,3
1408,high,2,6,2
1408,high,2,7,3
1408,high,2,8,3
1408,high,2,9,2
1040,low,0,0,1
1040,low,0,1,1
1040,low,0,2,1
1040,low,0,3,1
1040,low,0,4,1
1040,low,0,5,1
1040,low,0,6,1
1040,low,0,7,1
1040,low,0,8,1
1040,low,0,9,1
1040,medium,1,0,1
1040,medium,1,1,1
1040,medium,1,2,1
1040,medium,1,3,1
1040,medium,1,4,1
1040,medium,1,5,1
1040,medium,1,6,1
1040,medium,1,7,1
1040,medium,1,8,1
1040,medium,1,9,1
1040,high,2,0,1
1040,high,2,1,1
1040,high,2,2,2
1040,high,2,3,1
1040,high,2,4,1
1040,high,2,5,1
1040,high,2,6,1
1040,high,2,7,1
1040,high,2,8,1
1040,high,2,9,1
3293,low,0,0,2
3293,low,0,1,2
3293,low,0,2,2
3293,low,0,3,2
3293,low,0,4,2
3293,low,0,5,2
3293,low,0,6,2
3293,low,0,7,2
3293,low,0,8,2
3293,low,0,9,2
3293,medium,1,0,2
3293,medium,1,1,2
3293,medium,1,2,2
3293,medium,1,3,2
3293,medium,1,4,2
3293,medium,1,5,2
3293,medium,1,6,2
3293,medium,1,7,2
3293,medium,1,8,2
3293,medium,1,9,2
3293,high,2,0,2
3293,high,2,1,2
3293,high,2,2,2
3293,high,2,3,3
3293,high,2,4,2
3293,high,2,5,2
3293,high,2,6,2
3293,high,2,7,2
3293,high,2,8,2
3293,high,2,9,2
3158,low,0,0,1
3158,low,0,1,1
3158,low,0,2,1
3158,low,0,3,1
3158,low,0,4,1
3158,low,0,5,1
3158,low,0,6,1
3158,low,0,7,1
3158,low,0,8,1
3158,low,0,9,1
3158,medium,1,0,1
3158,medium,1,1,1
3158,medium,1,2,1
3158,medium,1,3,1
3158,medium,1,4,1
3158,medium,1,5,1
3158,medium,1,6,1
3158,medium,1,7,1
3158,medium,1,8,1
3158,medium,1,9,1
3158,high,2,0,1
3158,high,2,1,1
3158,high,2,2,1
3158,high,2,3,1
3158,high,2,4,2
3158,high,2,5,1
3158,high,2,6,1
3158,high,2,7,1
3158,high,2,8,1
3158,high,2,9,1
4008,low,0,0,0
4008,low,0,1,1
4008,low,0,2,0
4008,low,0,3,1
4008,low,0,4,1
4008,low,0,5,1
4008,low,0,6,0
4008,low,0,7,0
4008,low,0,8,1
4008,low,0,9,1
4008,medium,1,0,1
4008,medium,1,1,1
4008,medium,1,2,1
4008,medium,1,3,1
4008,medium,1,4,1
4008,medium,1,5,1
4008,medium,1,6,0
4008,medium,1,7,0
4008,medium,1,8,1
4008,medium,1,9,1
4008,high,2,0,1
4008,high,2,1,1
4008,high,2,2,1
4008,high,2,3,1
4008,high,2,4,1
4008,high,2,5,1
4008,high,2,6,1
4008,high,2,7,1
4008,high,2,8,1
4008,high,2,9,1
3133,low,0,0,2
3133,low,0,1,2
3133,low,0,2,1
3133,low,0,3,2
3133,low,0,4,2
3133,low,0,5,1
3133,low,0,6,1
3133,low,0,7,1
3133,low,0,8,2
3133,low,0,9,1
3133,medium,1,0,2
3133,medium,1,1,2
3133,medium,1,2,2
3133,medium,1,3,2
3133,medium,1,4,2
3133,medium,1,5,2
3133,medium,1,6,2
3133,medium,1,7,1
3133,medium,1,8,2
3133,medium,1,9,2
3133,high,2,0,2
3133,high,2,1,2
3133,high,2,2,2
3133,high,2,3,2
3133,high,2,4,2
3133,high,2,5,2
3133,high,2,6,2
3133,high,2,7,2
3133,high,2,8,2
3133,high,2,9,2
4677,low,0,0,2
4677,low,0,1,2
4677,low,0,2,1
4677,low,0,3,1
4677,low,0,4,2
4677,low,0,5,1
4677,low,0,6,2
4677,low,0,7,1
4677,low,0,8,2
4677,low,0,9,1
